D8R1	D8R2	D8R3	M8R1	M8R2	M8R3	D24R1	D24R2	D24R3	M24R1	M24R2	M24R3
ABCG4	5.13208018958019	5.08803851698332	5.28752340019274	5.46082067516556	5.3967650099755	5.15411204832175	4.42357757933459	4.23104239644194	4.17959931404072	4.22010467077762	4.41263985367025	4.4640829360713
ABHD10	11.1478156772214	11.166052288745	11.0548776837072	11.0415553569199	11.0744461101334	11.178589563918	11.0521090307719	11.0904095145879	11.0675553007416	10.9682579982355	10.9299575144196	10.9528117282657
ABHD11	9.91358775931628	9.77726047318858	9.89261191520769	9.81691342409111	9.89399580716954	9.73264221476709	9.99622666346316	9.92425102478177	9.90107541615543	9.90993075354366	9.98190639222503	10.0050820008513
ABHD12	11.6198139939702	11.5278751638244	11.6516844909782	11.6679141528993	11.6545671643131	11.5613095913588	12.4666082688665	12.3384148967834	12.2912753781399	12.2987640462402	12.4269574183233	12.4740969369667
ABHD13	9.97740341717383	10.0574092157933	9.92446282212343	9.8483014527871	9.85237537354224	9.98623202935706	9.1344083750503	9.25668840939281	9.25163549761034	9.13149723323815	9.00921719889562	9.01427011067795
ABHD14A	8.73631497141857	8.68326591886948	8.84095864482045	8.87153009618107	8.88662901318864	8.63066595977484	9.97291589717489	9.72413645618982	9.64911832191551	9.68747959207241	9.93625903305745	10.0112771673315
ABHD14B	10.2852337468227	10.2964277124484	10.4473965642057	10.4311139703666	10.3778144543241	10.1878900557952	10.4436500761201	10.4391808262676	10.4148469391906	10.3769584621664	10.3814277120189	10.4057615990959
ABHD15	10.0360729095409	9.97461411856484	10.0186352386993	9.95288420207274	9.97652834837174	9.93931081107257	9.98538021644738	10.0639986833351	10.0654950809871	10.0025431657358	9.9239246988481	9.92242830119603
ABHD17A	8.61444776447286	8.42103963495811	8.74363631269188	8.98998350179957	8.87108207459641	8.65044540509075	9.5566664785118	9.37778641852535	9.42425275337899	9.7190245641195	9.89790462410594	9.85143828925203
ABHD17B	10.0185154791656	10.1114216258158	10.0085483435045	9.89723792570824	9.94354954344774	9.95419109619102	9.79599707662414	9.80936850116636	9.80316321319713	9.7732990998307	9.75992767528848	9.76613296325769
ABHD17C	10.8315291610864	10.7654224138705	10.7077848854598	10.6834493325153	10.7797868711202	10.7742915602281	10.4230937008283	10.4601714198929	10.46564117994	10.4488221863858	10.4117444673212	10.4062747072741
ABHD18	9.26783536817752	9.42192266097878	9.35263079914639	9.4242966431444	9.3227128302468	9.41673430971796	8.70855245280019	8.81922186351819	8.90196445218449	8.94211264373257	8.83144323301454	8.74870064434813
ABHD2	12.5396337972871	12.4594369872037	12.5455195820094	12.4533692649592	12.4392404091677	12.4213828171231	12.2506095148913	12.2722043380622	12.2974928541702	12.3152916997889	12.293696876618	12.2684083605099
ABHD3	10.1926418522048	10.1917691370922	10.1876877558044	10.1399677856586	10.1201863763002	10.1725292468587	9.87411461747357	9.92636164653875	9.92123118260102	9.86077017976508	9.80852315069989	9.81365361463757
ABHD4	11.7084631177226	11.7348938414698	11.7987551668787	11.7067302019061	11.6850134820841	11.5899000154425	12.3083120234846	12.2144344236877	12.1625320349695	12.1475213673184	12.2413989671152	12.2933013558334
ABHD5	11.5194337291336	11.4910074950733	11.4832072396688	11.4562554775037	11.4826602476261	11.4815735150388	11.490714391859	11.4887830932987	11.4646441499641	11.4209793553578	11.4229106539181	11.4470495972527
ABHD6	9.51409255378129	9.5683578874866	9.58840203310867	9.57743950150833	9.53723742047835	9.50761659352812	10.0347465884112	9.9545957080082	9.92686651124026	9.93394887337209	10.0140997537751	10.041828950543
ABHD8	8.37438624757188	8.04646642935027	8.06232163375251	8.52098645498126	8.67521684345346	8.5755849748705	9.97709525360666	9.87375186995125	9.7906877033751	9.74719260141799	9.85053598507336	9.93360015164941
ABI1	11.6711085500906	11.7550338923221	11.7073554185281	11.6841996521385	11.6571179333531	11.6894622287017	11.8062922456087	11.7894039693713	11.7735841285165	11.7641047823551	11.7809930585926	11.7968128994473
ABI2	11.5159407749049	11.5236831028916	11.5783825178327	11.5565390365018	11.4904716738318	11.5019075109158	11.2198195908866	11.3240971232674	11.3550412914824	11.338175308507	11.2338977761262	11.202953607911
ABI3BP	6.44537291758229	6.40590400068381	6.36260985604858	6.19088307417406	6.22472313995811	6.31123156084757	5.61617581090216	5.59389033325407	5.59575792668534	5.62055929886028	5.64284477650837	5.64097718307707
ABITRAM	9.95196568494888	9.99568217897562	9.81208948081358	9.68225402438317	9.75188811511337	9.90525652523167	9.71206525784929	9.67522005996743	9.66272049530894	9.66632726914141	9.70317246702326	9.71567203168172
ABL1	12.3962282318565	12.2831633863179	12.4259085426165	12.5120560611269	12.5161504157056	12.3568978309844	12.6713542683509	12.6980030770242	12.7048668711641	12.6988157302165	12.6721669215432	12.6653031274032
ABL2	13.2231262075287	13.2383910500431	13.221804837138	13.2065282500952	13.2450034347706	13.1927369142431	13.5359059380335	13.48933160551	13.4898745278082	13.5314360303372	13.5780103628606	13.5774674405624
ABLIM1	12.6693813827228	12.6191262107817	12.6425346186606	12.5955663248444	12.6455775944146	12.5826733016129	12.5758836236764	12.6301495093413	12.6312028831118	12.5878112049151	12.5335453192502	12.5324919454796
ABLIM3	11.733901830547	11.7220905878696	11.7292049636214	11.6835474259224	11.7308202880815	11.6571255230166	11.8913599714972	11.8492871281344	11.8443358371665	11.8665142054423	11.9085870488052	11.913538339773
ABR	10.1306849313483	10.121312027666	10.0899720900866	10.1478350282278	10.1871920464716	10.1605915888991	10.290248753991	10.2503935558501	10.2188177498371	10.2025198255471	10.242375023688	10.2739508297009
ABRACL	10.2632215683784	10.3652255656423	10.1772092209077	10.0782159720715	10.0793049166155	10.2864685750295	9.85480141473258	9.83626745919413	9.78580706343917	9.72666934056993	9.74520329610838	9.79566369186328
ABRAXAS1	9.73564729918299	9.84569098339695	9.68389672684008	9.61471360542098	9.63896269517509	9.75017970615419	9.53681957000098	9.61826037082011	9.60488621798089	9.49413501892655	9.41269421810741	9.42606837094652
ABRAXAS2	10.7471358315824	10.8386998980567	10.7106461777352	10.6743259225986	10.6449969370344	10.8038728949357	10.2623667606083	10.2813802323897	10.3034967138623	10.3189932419735	10.299979770192	10.2778632887194
ABT1	10.9584882210962	10.7620188931494	10.7531940675102	10.7973102922733	10.9212920531614	10.918247738715	10.9639013161745	10.9499642577187	10.9239876744516	10.8995290031873	10.913466061643	10.9394426449101
ABTB1	9.1925285989457	8.95349428052613	9.2074352344159	9.34239513588651	9.39840864458851	9.07800593632466	10.5530371276678	10.3617009123932	10.329258887843	10.4062976491773	10.5976338644519	10.6300758890019
ABTB2	10.2267755800895	10.0998352012843	10.2370584209263	10.3167858405086	10.3405647125514	10.1738936208644	11.5066291621308	11.3346693736538	11.2677992466078	11.2730473866601	11.445007175137	11.5118773021829
ACAA1	10.2890528363861	10.3387078298726	10.3917233584309	10.4529681960187	10.4188049433936	10.3160292454748	10.6416310244834	10.4628033450397	10.4583550402585	10.5984726626661	10.7773003421098	10.7817486468908
ACAA2	10.0965909130477	10.0397370428586	9.99729478160479	9.960037571456	10.0517671445438	10.0224325765981	10.1750108050961	10.1333233869967	10.0799649240664	10.0401602690616	10.081847687161	10.1352061500913
ACACA	10.2014282852004	10.1229708348393	10.1599838730986	9.98754587358885	9.99719606634188	10.0356739984542	10.3202920288279	10.3323985969909	10.309267576778	10.2403834559548	10.2282768877918	10.2514079080046
ACACB	8.81456797392762	8.80748752662839	8.89822559747873	8.94098735041149	8.89373310480905	8.81471268612503	8.73077895058231	8.74351296632233	8.78152667900389	8.82827258724523	8.8155385715052	8.77752485882359
ACAD10	9.14795706849738	9.0803077510482	9.36880028638638	9.36503017437887	9.24531912540729	9.02070677554286	9.21705678282526	9.19399023722111	9.22853982194836	9.33861354315665	9.36168008876079	9.32713050403345
ACAD8	11.2667452134217	11.3344317135982	11.3824342583328	11.3373855425973	11.2829162178095	11.2145347762071	11.1205291893374	11.0773202580618	11.1006706767817	11.2061844742301	11.2493934055056	11.2260429867857
ACAD9	10.74360398818	10.6863777138605	10.7450616520568	10.7366433827371	10.7827388468587	10.6652161948554	10.7337891119967	10.727546823571	10.7167659675081	10.707074045867	10.7133163342927	10.7240971903555
ACADL	6.03386623044392	6.04631456999673	5.95655974275305	6.10830595868245	6.19333198330185	6.12771367835588	5.06491824437367	5.05932527269371	5.07687259249934	5.12330084123172	5.12889381291167	5.11134649310601
ACADM	10.7459391241757	10.9157760082063	10.7755833837268	10.8190559670761	10.7216977557782	10.9045106938371	9.55158738897081	9.74855061015091	9.76897267786752	9.65801769519241	9.46105447401229	9.44063240629549
ACADS	7.97190080411446	7.69092223780872	7.8470176372938	8.09993486413307	8.16547754857458	7.99953874125682	8.85923655253895	8.75417623095417	8.6565824422468	8.59849331784841	8.70355363943315	8.80114742814041
ACADSB	9.70816354735615	9.84659467427435	9.67098497212955	9.6560312857137	9.57839317174313	9.83545056659941	9.01600142886763	9.214930507003	9.25447199473466	9.18693951092827	8.98801043279288	8.94846894506105
ACADVL	13.2795975395179	13.1966313227871	13.4081919338138	13.4247199605943	13.3518175466146	13.1975250799524	13.235541427158	13.2153538808697	13.2348344002531	13.3060107279384	13.3261982742267	13.3067177548432
ACAP1	6.0872375660446	5.73202900547196	5.986490786524	5.89994655808577	5.97910778029789	5.81973911993606	8.22185900240325	7.93255531010751	7.78897953418662	7.76065239286711	8.04995608516278	8.19353186108342
ACAP2	11.6488557884867	11.7059097060435	11.6362244436368	11.6258934764237	11.6155805687355	11.6819882215255	11.121815644079	11.2853794608546	11.3291880607507	11.294959478359	11.1313956615834	11.0875870616871
ACAP3	10.4588470200515	10.2040238739581	10.5230443369326	10.8814142939312	10.7592292751209	10.575971986898	11.6292097947721	11.5460340641048	11.5627373263833	11.6851016949496	11.7682774256168	11.7515741633383
ACAT1	12.301485820622	12.4079598910859	12.346809355919	12.3966819422202	12.3412470634796	12.4024009250361	12.4505074516539	12.4182480861496	12.3962438032657	12.386721252823	12.4189806183273	12.4409849012112
ACAT2	11.8038782944128	11.8263424558704	11.8295186442703	11.7353645384834	11.7254627783634	11.7312910983449	11.7240679323147	11.6825446349073	11.6313962762894	11.5941760476021	11.6356993450095	11.6868477036273
ACBD3	11.4136505670149	11.5038097334481	11.4303885297586	11.386116565721	11.3399075592522	11.4437240442814	10.6206414838584	10.7086571280796	10.7415305536064	10.7370690192225	10.6490533750012	10.6161799494744
ACBD4	7.99552856293758	7.88978718937633	7.91536789623188	7.98682926226944	7.98438251069344	8.04122101901295	8.46753369473901	8.39228561021248	8.36768071572373	8.37638356965032	8.45163165417684	8.47623654866553
ACBD5	11.6041415543266	11.7294394734076	11.5938261382247	11.6313111589521	11.579974744875	11.7304927927004	11.4484999028004	11.4948923635697	11.509633686325	11.5036320019928	11.4572395412236	11.4424982184683
ACBD6	11.1485284613652	11.0910655628491	11.0818611204176	11.130447558111	11.1636780662306	11.1694257680164	11.4843287788299	11.4341247076143	11.4214908887881	11.433417031852	11.4836211030675	11.4962549218937
ACBD7	7.40933735938607	7.48991169287699	7.44671939670573	7.32181816554654	7.30864068065921	7.33837239324919	7.64601881798777	7.62007228888464	7.55390949191145	7.47909360856204	7.50504013766514	7.57120293463827
ACCS	8.10406576742698	7.97161555969837	8.18291088932768	8.16816978698131	8.13627125957511	7.97808242193464	7.76097277573808	7.76186230671723	7.82519890465261	7.94975752891691	7.94886799793774	7.88553140000228
ACD	9.77077702678069	9.56154182186231	9.68932893961325	9.81980112386156	9.882771756105	9.73608678741407	9.79218207376732	9.79536826669658	9.81222591357149	9.83825895055565	9.83507275762638	9.81821511075146
ACER2	5.69156284789278	5.61827896503985	5.71376968673329	5.60555215792751	5.53931428787561	5.59552556273029	5.99415072943233	6.03490162725119	6.02038742963176	5.94176167756214	5.90101077974328	5.91552497736264
ACER3	11.5634456276306	11.7063865715901	11.6156884793068	11.6068313477252	11.5706341347603	11.6174548651435	10.7931628485112	10.8738005046818	10.9052656551005	10.9029435496137	10.822305893443	10.7908407430243
ACIN1	13.347226320936	13.3515665031222	13.4096571049465	13.3977598435371	13.3310807688664	13.339137797243	13.5976160728827	13.5719094216595	13.6061223404978	13.7189969413986	13.7447035926219	13.7104906737834
ACKR3	6.03305978730167	5.41987830951571	5.67008648500943	5.8637250294085	6.064374945861	5.89079951065812	7.5866185559244	7.32202751689005	7.23766676528612	7.27146691970231	7.53605795873662	7.62041871034034
ACLY	13.9624077159036	13.9438791186131	13.9528023883155	13.9314550743746	13.9570436139768	13.9218673442977	13.9037629821236	13.8983012875119	13.880248500532	13.8569153293339	13.8623770239457	13.8804298109255
ACO1	12.9914852341362	12.9536419136144	12.9642398830298	12.935573035001	12.9325898347505	12.9630947910406	12.844889158283	12.878008533267	12.8833164786046	12.8692813333875	12.8361619584035	12.8308540130658
ACO2	11.0664050431009	10.9118964745462	10.9563036510444	10.9309900721643	11.0065395105172	10.96792826101	11.6803644490032	11.5411102512892	11.5139912755637	11.5624359536053	11.7016901513194	11.7288091270447
ACOT13	8.9640856681406	9.0636314060574	8.91828435693668	8.98965918348206	8.93425870455833	9.12914355051726	9.15713824704383	9.22429485620084	9.21253397781503	9.1189740907354	9.05181748157838	9.0635783599641
ACOT2	8.56292438483595	8.5240490593724	8.45231503634644	8.52163401271018	8.56992442073558	8.632479355406	8.12350363830045	8.13478166091307	8.18200531216041	8.24946995374407	8.23819193113143	8.19096827988404
ACOT4	7.08665831931235	7.06472354918979	6.94382201552524	6.89251260101797	6.976662011667	7.05313423230751	7.41873674544248	7.51576123581446	7.54339519074067	7.52584158193298	7.42881709156099	7.4011831366347
ACOT7	12.2586395438054	11.9500488421927	12.0410328878406	12.187127112433	12.3579443351358	12.1884679232906	13.0073662581438	12.8729353444809	12.8211002922919	12.8257754372888	12.9602063509517	13.0120414031406
ACOT8	9.74245217079643	9.66480379486103	9.79825294275645	9.88949239803383	9.86855396810405	9.72836314082607	10.3820313454895	10.2792892837749	10.2683148141157	10.325351628088	10.4280936898026	10.4390681594617
ACOT9	12.3517780025316	12.4085389903273	12.3565040124136	12.4000875225098	12.4269202061614	12.3945631990565	12.2483821981613	12.2195795957879	12.2118935997674	12.2179696933242	12.2467722956976	12.2544582917181
ACOX1	11.0062884803031	11.021855459709	11.0064103195366	10.9039139602705	10.9087379419456	10.9306878620331	10.9268950572645	10.9131661782456	10.9183093271729	10.9455231347557	10.9592520137746	10.9541088648472
ACOX2	8.04058124258581	7.92709208566291	8.03081605179086	7.86476346280757	7.93390164260441	7.79246901034395	8.63189735537387	8.54470074249953	8.52331801605135	8.54504203382473	8.63223864669907	8.65362137314717
ACOX3	9.34971293161945	9.31195602650353	9.36326835535873	9.3632244641769	9.36480194727502	9.31544760378047	9.32339310639198	9.31971234674579	9.30743125821124	9.2914879895795	9.2951687492257	9.30744983776023
ACOXL	5.74743394185874	5.36952568861139	5.47349705602423	5.68034131004692	5.78089714775106	5.77346892124584	6.38426661687246	6.27331424656819	6.22529526988778	6.22260220743968	6.33355457774393	6.38157355442424
ACP1	11.3448970502151	11.3573016345613	11.2966287872834	11.2673063807653	11.3192268668618	11.3179775056979	11.2140372766123	11.2141475829339	11.2102257343756	11.2021308716222	11.2020205653006	11.2059424138589
ACP2	10.7002068999896	10.6008800556937	10.7036431995138	10.733971017911	10.7796360101784	10.6207542631152	11.0998374087034	10.9932056393588	10.9739280550804	11.0142091960147	11.1208409653594	11.1401185496376
ACP6	10.2009436349867	10.2311744086745	10.2887142874265	10.2689200873213	10.2116089987059	10.1736948445635	10.710412217879	10.6730040853149	10.68719648494	10.7618566382488	10.7992647708129	10.7850723711877
ACP7	5.87607017136312	5.99368592699475	6.03965011867873	6.25289646779837	6.11457722788317	6.09144039275723	6.25460484728321	6.29351517335614	6.29577937076149	6.26902985548885	6.23011952941592	6.22785533201053
ACRV1	5.14842739930226	5.45949657977603	5.26091748038414	5.01777659002521	4.90468816717338	5.12062009776692	4.9349678857217	4.95944689617535	4.90500759994576	4.74909001822067	4.72461100776702	4.77905030399649
ACSF2	9.21932163621606	9.16906977749669	9.3388994697309	9.42222451145392	9.34068124349087	9.21931062863931	9.83301631549515	9.82135509291957	9.8330934818311	9.87538562553231	9.88704684810788	9.87530845919632
ACSF3	9.29427659277839	9.04051423172953	9.11287739052168	9.18232652029041	9.26076416920922	9.25415901075525	9.50435716718143	9.48970339875112	9.51262868443613	9.58475957202675	9.59941334045705	9.57648805477199
ACSL1	11.7050542553989	11.6837963095215	11.6352377528107	11.5726371602025	11.5632999513629	11.6921877257379	11.5035147950176	11.472512870704	11.4713456901895	11.494481604724	11.5254835290376	11.526650709552
ACSL3	12.0882590247905	12.1965597556778	12.0974846978917	12.1227414727599	12.0385087981176	12.2083244988797	11.7852465186546	11.8920876715378	11.9032990445844	11.84346213727	11.7366209843868	11.7254096113401
ACSL4	13.5051111122493	13.6369598925332	13.5011429304032	13.5462562409314	13.4871179707401	13.6417361481077	12.5362635665178	12.6860163546786	12.7037765300496	12.6251834565973	12.4754306684364	12.4576704930653
ACSL5	12.9929304100677	13.0015175938799	13.0199050311611	12.977238104773	12.9321430813562	12.9794280059184	12.4460517651883	12.5126708853205	12.5300194457511	12.5152245748562	12.448605454724	12.4312568942933
ACSM4	6.59111987952301	6.69780433042044	6.74426158131776	6.77020256350159	6.56935582415275	6.70578098198967	6.17621036405827	6.17776234119144	6.14370710522217	6.07207478373621	6.07052280660304	6.10457804257226
ACSS1	8.76004183805943	8.47423702658715	8.66204632077002	8.70985850948701	8.71455299572733	8.6811601223746	10.1239909858561	9.93076389736182	9.9277679459737	10.0845053571657	10.2777324456599	10.2807283970478
ACSS2	10.6611932658311	10.6285623765212	10.6885376679657	10.5544790106249	10.5464697415258	10.5189012690171	11.2514255808144	11.1906116865046	11.1465975909718	11.1260351365012	11.1868490308111	11.2308631263437
ACSS3	8.92924409927183	9.02985152271628	8.80366614418307	8.76654201976423	8.82558047230978	8.98328819070873	8.36488966335499	8.46489150497781	8.47410514818102	8.41470998219234	8.31470814056951	8.30549449736621
ACTA2	6.76834267805784	6.77360753232064	6.77871373270041	6.54709163904316	6.62094410313189	6.51995271976282	7.04763713463406	6.9710435003841	6.87188983769622	6.7973831373344	6.87397677158433	6.9731304342721
ACTA2-AS1	4.91037034599014	5.45904938330017	5.3557006545964	5.47692206925245	5.04376009715847	5.29793479622114	5.1395238068747	5.24777091326432	5.37850412293216	5.47241651409062	5.36416940770096	5.23343619803298
