"","Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_06D","R2_06D","R3_06D","R4_06D","R5_06D","R6_06D","R1_06M","R2_06M","R3_06M","R4_06M","R5_06M","R6_06M","R1_12D","R2_12D","R3_12D","R4_12D","R5_12D","R6_12D","R1_12M","R2_12M","R3_12M","R4_12M","R5_12M","R6_12M","R1_24D","R2_24D","R3_24D","R4_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R4_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R4_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R4_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R4_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R4_72M","R5_72M","R6_72M"
"192","LP_002457","SM 34:1",703.5727047,"-3.8735","-0.0326","[M+H]+",NA,"C39H79N2O6P","702.567576","Sphyngomyelin",NA,140803648,254832079,250708639,158194832,171699377,214742639,156291664,232931183,180014192,164372720,246963167,275211648,159590944,270661760,288589568,242193073,237030832,348122239,182085585,243197585,309205440,218445920,271670335,324791296,115939456,285551232,236968640,176281520,296758977,373399359,132518168,288326464,358265857,197079024,271048064,336957568,180813744,252159023,367126593,263441328,275870848,369934784,163099040,246281760,419130047,249463423,282873600,388980993,209602433,284012288,380686719,332814016,391309057,242406096,184422880,330934209,389945664,333792512,386012801,434948223
"193","LP_002468","SM 34:2",701.5567387,"-4.2638","-0.0372","[M+H]+",NA,"C39H77N2O6P","700.551926","Sphyngomyelin",NA,11227685,30064556,30920050,15872421,17238868,23211476,13038830,23721646,19341992,18693780,28049028,35665424,14675844,34019568,40326852,33161372,34301768,54698904,15423590,31905348,39515908,20717254,37056156,54340468,8870841,41826160,29812778,18560490,57535800,65691468,9896943,32874688,48914800,20495724,34128100,58070416,13774937,32613504,68288488,31719706,40440792,70836880,12511217,28687872,73572184,22264538,47125928,74176296,16170484,39561096,70778128,45804900,69921984,32777638,13621998,66907448,62687072,42103732,61134008,80061248
"194","LP_002479","SM 36:1",731.6047993,"-2.639","-0.0305","[M+H]+",NA,"C41H83N2O6P","730.598876","Sphyngomyelin",NA,9787793,17789062,15230338,10629652,9443908,14023868,11013144,14405784,10817798,10892498,14360167,14606062,9268016,17082100,20222868,15618726,13729434,19160068,13006951,17227704,21498640,14429236,15231610,19361452,8007255,17576352,14773668,9649392,18925956,24568612,8123459,18678988,26662692,11858416,14907353,19328246,12331646,17318402,27912536,17131798,18953244,25758508,10062056,16897288,28814652,15506908,15367196,26246136,16491526,16949004,26477834,23456460,23989208,16494788,13376586,20412360,31283514,27503208,24633812,36209928
"195","LP_002490","SM 38:1",759.6355462,"-3.2303","-0.0402","[M+H]+",NA,"C43H87N2O6P","758.63018","Sphyngomyelin",NA,1341196,1609233,1380324,1458897,1165259,1775928,1399953,1573079,1245588,1708875,1780743,1998138,1107753,1931967,1984449,2098024,1825646,2404254,1682228,1851944,2170348,1845669,1795710,2383484,971132,1862098,1425206,1385777,2242360,3507216,872519,1848159,2688543,1631765,1755517,2267288,1427982,2324393,2937038,2350926,2223592,2995447,1255401,2088719,3163113,2274567,1800083,3335844,1852114,2314958,3607293,2852755,2358413,2174094,1364722,2097634,3426833,3302646,2951901,4933730
"196","LP_002501","SM 40:1",787.6674632,"-2.37","-0.0246","[M+H]+",NA,"C45H91N2O6P","786.661476","Sphyngomyelin",NA,12882747,15560390,12867104,12559457,11032362,16224199,13937143,15329709,12195778,12308214,15692236,15837136,12250742,18775266,20165380,15637606,15345566,19813330,15298278,18632268,25011888,15333242,13791386,17973538,10292872,16795008,14243208,11081284,18141790,24857756,9227650,21182522,25963448,14374112,18099188,17275430,16287560,17569236,21907724,17375368,20614200,20507788,11236229,16081243,23623616,18854004,14519425,24111800,16488746,18359666,26034724,17627416,15744639,16672321,13610324,13103274,21371916,24831998,20455520,32100984
"197","LP_002512","SM 42:1",815.6973723,"-3.9938","-0.0172","[M+H]+",NA,"C47H95N2O6P","814.692776","Sphyngomyelin",NA,31511200,45238696,32664650,29372016,32149844,41777500,29431516,43362688,34225872,28703292,37795348,36570296,28946300,55474424,56267144,30677018,39004804,42281760,39207268,53073808,69046040,37466160,36265100,40652220,25372964,37800564,42834056,30423772,45186260,74215720,25376632,71958168,80737240,39413340,48507892,43655896,44307240,39889176,64702068,43757528,60118120,49555324,34780640,39521200,64417456,58716736,33874056,67091964,51203024,23506882,68810256,38053656,43916920,47428632,39335324,28809426,51235376,73554312,45249632,86002760
"198","LP_002523","SM 42:2",813.682213,"-3.3391","-0.027","[M+H]+",NA,"C47H93N2O6P","812.677126","Sphyngomyelin",NA,29275860,46576320,46231084,31814238,29236056,44160032,30338960,42668444,32892992,31491934,45264184,53555184,30537016,50790060,56826372,53313600,46576744,81872336,37958092,48681440,70380960,43273256,49929192,71966928,22106964,56805512,41398616,31380074,66482968,78603936,23389094,62371056,74306632,37810344,49058552,72459800,40577708,47438816,76221296,61488456,57839800,71895048,28934736,44892900,80618384,50291816,46877320,77072192,43370444,48795744,79839856,64592656,66673952,36179476,34728024,65222244,71244752,72006408,69086640,91809520
"199","LP_002534","SM 42:3",811.6669834,"-2.7679","-0.0223","[M+H]+",NA,"C47H91N2O6P","810.661476","Sphyngomyelin",NA,4331762,7496836,7643530,4455864,4147792,5589755,4532248,6477475,5443304,4675602,6216699,6715370,4983942,6617362,8229336,6780261,6715014,9511622,5309998,6647664,9071844,5279169,6902993,8468472,3602884,7972921,6081032,4478642,9066340,9483446,3878794,7806556,9647346,4944092,6596931,9207488,5235447,6105445,9557276,7387637,6707783,10048603,4397359,5901493,9948724,5472444,6362758,9270456,5379128,6600839,10788217,8718859,9512802,5129370,4595101,8272539,9559700,8091749,9131788,11746648
"200","LP_002578","GlcCer(t18:1(8E)/22:0(2OH))",816.6570498,"3.4161","0.0016","[M+H]+",NA,"C46H89NO10","815.6486","GlucoCeramide",NA,234287,294247,302280,228866,239485,293362,217464,305342,232814,248237,265476,274935,231125,257668,287451,234817,258659,277797,210360,285243,309658,241065,278558,308364,180501,387835,240633,254415,246329,195260,188493,225689,314428,235176,210276,237283,254816,283002,245376,261024,330965,308976,217069,313396,323325,251655,253139,300280,245308,436588,312987,289709,410198,332259,254285,396160,342472,364516,371462,350236
"201","LP_002699","PC 32:2",730.5357691,"-3.2344","-0.0365","[M+H]+",NA,"C40H76NO8P","729.530856","Phosphatidylcholine","16:1/16:1 | 16:0/16:2 | 14:0/18:2",799170,2818977,2852071,1084274,1434536,1727198,778528,1442961,1099338,1251203,2300630,2261952,1032732,3510820,2862054,2072368,2557150,3988342,1059462,3020426,3077342,2183277,2392556,2678768,499131,1797654,1780859,2030923,3176114,5964190,567439,2670558,5193018,1879409,2520616,4043342,1292326,3025678,6209660,3524244,4772092,6908072,1185252,2721692,6013056,3458786,6372766,6989100,2450019,10234566,9798244,4807260,13463440,8219306,1849969,14143876,7947014,4082868,13154464,16814252
"202","LP_002930","LysoPC 18:1",522.3545504,"-1.1192","-0.0209","[M+H]+",NA,"C26H52NO7P","521.34814","Lyso Phosphatidylcholine",NA,1997072,4617883,2782560,2377348,914939,1628887,1851245,2739332,2288883,2262112,1537231,2410327,1727525,5835428,4295940,2949594,1241846,3526647,1741200,3529108,3333747,2565066,878992,3557771,1103295,5153384,4079438,1679558,1327416,2955311,1223938,2951020,7616625,1258370,1027771,3055925,2042785,8348252,14642179,2512316,1970078,6916600,1989787,6341269,14563229,1867857,3193090,6945900,4412448,19955966,19098964,3519417,7193770,7022825,4123039,23410828,17810734,4372559,7307584,12487774
"203","LP_003029","PC 32:1",732.5521722,"-2.1975 | -1.5436","-0.0141","[M+H]+",NA,"C40H78NO8P","731.546506","Phosphatidylcholine","16:0/16:1 | 14:0/18:1",21521696,28625392,29312048,34040720,34709808,50188432,23805584,34254256,19867264,37051056,51781920,51983792,17790736,43134912,38125872,46461760,52898480,84477072,26423824,50904032,41958704,42429008,53634480,67651632,9179520,36679920,26457616,28173248,74409168,106958800,9206328,39857744,58252912,52453040,63733152,87220016,19995920,55113424,102892816,40323056,96806416,106789456,18507656,40552608,99138320,43474784,80678640,124514160,26445616,158757232,127287664,80138800,173693840,120116720,20835328,176086448,128510192,85602160,149247696,189344880
"204","LP_003051","PC 33:1",746.5671488,"-1.98 | -3.1189","-0.0101 | -0.023","[M+H]+",NA,"C41H80NO8P","745.562157","Phosphatidylcholine","16:0/17:1 | 15:0/18:1 | 16:1/17:0",47939288,83697264,82697264,52698244,54972888,75249792,43848488,73083232,60689048,54608652,82132016,89356024,49269112,97565568,96759568,85586792,91142736,124690696,49864128,88333832,98737288,72380472,93770544,121059888,32041566,102392632,74902176,65492644,117059552,133187072,35356160,87242072,113422376,74161696,94003096,120624024,52025236,101591560,161232240,89674624,99803336,152389392,44384112,87403024,168552544,93840416,123987592,163208785,60783732,125439872,167866256,120622488,169023760,106099512,52601264,155968816,142871360,128611280,146930960,193474928
"205","LP_003128","PC 35:1",774.5991776,"-2.0081 | -0.9198","-0.0303 | -0.0233","[M+H]+",NA,"C43H84NO8P","773.593457","Phosphatidylcholine","17:0/18:1 | 17:1/18:0 | 16:0/19:1",23030162,41671424,33097360,23531860,19671508,29338144,22710868,36759184,31418820,24321660,28722464,25862624,25532288,46384128,36368000,30952800,34090656,44671784,24463884,44575712,37882120,26780800,30157520,40293008,16657902,54727696,34275848,25002004,51333720,53329808,19330624,40009600,54422840,28299520,34847712,47218928,30612160,63375280,102208336,52533016,64776376,93709712,28925856,66687640,103205984,44881720,76331248,92776720,45628960,93174880,113541168,81377600,107372856,72222904,45934292,110270064,116817792,80411408,106482456,124679808
"206","LP_003150","PC 35:2",772.5830294,"-2.658 | -1.8038","-0.0191","[M+H]+",NA,"C43H82NO8P","771.577807","Phosphatidylcholine","17:1/18:1 | 17:0/18:2 | 16:0/19:2 | 16:1/19:1",10533846,22502298,20903348,12110824,13941536,17884408,10529403,20103430,16263994,12801258,20406848,21681472,12506760,30314760,23050504,18626862,23985124,31972996,11158694,26725804,25953636,16379200,26046372,28699516,8098097,28252368,21469492,15579890,32447816,34569728,9466470,25107698,31759728,15517616,26065276,36094976,15348208,30497496,44872624,27267548,29418772,44731320,13963454,31301144,52251976,23995312,35082148,45137056,21742104,36081368,42764016,37136456,40445492,33091604,20106464,41413040,40719280,39679740,39291896,42848952
"207","LP_003172","PC 35:3",770.566863,"-3.2035","-0.0406","[M+H]+",NA,"C43H80NO8P","769.562157","Phosphatidylcholine","17:1/18:2 | 15:0/20:3 | 17:2/18:1",678464,1984496,1872048,867741,1361584,2244934,817206,1916298,1619319,1117605,2093461,2318616,1046430,3400803,3264684,2077538,2910863,4550237,1038534,3531693,2716460,1990528,3357129,4374990,530739,3533336,2694129,1446379,3914345,4783523,733979,2899228,4368163,1992055,3466563,3971106,1520606,3196864,5498956,3320026,3111886,4664778,1859445,2781759,6228168,3088455,3124705,4060280,2509939,2333798,4384356,4177552,2776613,2036194,2206740,2897074,4528897,4295234,2298997,2830346
"208","LP_003249","PC 37:3",798.6003791,"1.8896","-0.0407","[M+H]+",NA,"C45H84NO8P","797.593457","Phosphatidylcholine","18:2/19:1 | 18:1/19:2 | 17:1/20:2 | 17:0/20:3",952187,2379837,1990060,864983,1743593,2318204,786857,2263045,1604379,1237944,2234868,2263365,818207,4020745,2702960,1690673,3859188,4795894,967016,3045262,3087328,1866789,3584507,4113959,609936,3266094,2512033,1520306,4888748,5830659,589307,2405008,3735290,2041267,3546838,4396423,1569443,4294341,6878336,3674533,3986850,7094432,1338337,3413718,6564129,3507139,4920615,6265165,2295540,4663613,6115530,4230051,5352587,3899100,2033095,4492442,5484997,4377859,5052593,6086648
"209","LP_003260","PC 38:3",812.6173205,"2.5751 | 1.155","-0.024 | -0.0303","[M+H]+",NA,"C46H86NO8P","811.609106","Phosphatidylcholine",NA,5458637,12680978,12395596,5320901,7222904,12972640,4991151,12014824,8717023,5597975,12515679,12830678,5499315,16341976,16828174,10939124,15903306,24977488,6772062,17581266,17215260,9636832,17209258,23650284,3509241,15599888,12344586,7461203,22648520,28424968,3626585,16161824,21642050,9074046,17507278,25308914,8860885,16948550,32583972,16955334,22263384,30997876,6491993,16639086,38512480,16237972,19786444,26871844,10894590,16580860,25705464,24311342,20127680,14014466,9876098,15497104,27106700,22487162,20842692,26320980
"210","LP_003271","PC 38:4",810.5983531,"-0.7275 | -2.9347","0.035 | 0.045","[M+H]+",NA,"C46H84NO8P","809.593456","Phosphatidylcholine","18:1/20:3 | 16:0/22:4",13630680,26714892,23678860,12162184,17950380,28708384,15305180,25820396,20893480,17472300,27956248,33115452,13799188,32967672,27844856,19579088,25589936,32386032,13579468,35040600,27485588,17502816,31850468,32968872,7900990,22289896,18559480,11690416,23782616,29480032,8877256,21619140,25518072,13727684,25345768,29014296,11539796,11175724,9698080,13488268,12106740,9065704,9231414,11680696,12804032,12819288,10367400,9995760,5969380,15415068,12925732,10301952,13171164,11584460,7673442,15455440,11198308,12461216,16830688,15242464
"211","LP_003282","PE 33:1",704.5209966,"-2.2347 | -2.1098","0.0014 | -0.0106","[M+H]+",NA,"C38H74NO8P","703.515207","Phosphatidylethanolamine",NA,345126,365410,627406,270444,384035,388899,407520,333761,282274,372927,413578,352963,406303,390705,350458,371812,350774,296970,420768,396868,363335,310079,335510,326134,352300,329527,379305,316089,410286,284276,307126,408844,475941,309356,424861,302114,478460,371097,402175,498123,486764,355649,350252,307686,377374,452266,416755,396950,504573,416370,430899,404005,508110,271923,405213,451281,448029,460116,308827,394915
"212","LP_003326","PE 35:1",732.5525372,"-1.7007 | -1.814","-0.0049 | -0.0079","[M+H]+",NA,"C40H78NO8P","731.546507","Phosphatidylethanolamine","17:0/18:1 | 17:1/18:0",2235814,2639092,3729782,2275251,1879113,2354200,2022513,2549489,2215808,2191294,2205147,2094077,2119661,2693856,2562269,2313167,2380836,2275852,2261348,2526539,2938932,2140012,2180575,2229659,1942601,2441878,2528202,1845178,2299920,2408262,1770931,2770010,2831623,2075246,2375987,1856127,2637519,2649853,2605171,2772445,3619200,2298398,2455636,2703266,2404576,2845250,2682154,2294129,3237494,2339899,2887477,2619041,2576099,1762557,2738149,2409381,2650984,3171191,2058093,2589238
"213","LP_003348","PE 35:2",730.536333,"-2.4639 | -2.494","-0.0341 | -0.0221","[M+H]+",NA,"C40H76NO8P","729.530857","Phosphatidylethanolamine",NA,514687,630716,905828,547566,629310,549333,534266,651911,531924,552817,584668,618685,475390,549645,572264,614264,607335,542791,658360,583093,600022,555598,538350,383702,473687,527371,643169,378220,470516,363925,439566,540643,512965,450028,540080,460022,607596,632244,496260,543225,638269,592517,526838,663154,637757,636085,475827,636086,756740,606275,614676,696552,714141,557832,625218,824353,600967,604863,628454,615504
"214","LP_003436","PE 36:2",744.5525593,"-1.6422 | -0.8605","0.0211 | 0.0251","[M+H]+",NA,"C41H78NO8P","743.546506","Phosphatidylethanolamine",NA,8690334,11051745,15056475,8729752,9856766,10503812,7937644,11222631,9057345,9628032,10391501,11983643,8213059,11276307,11175175,10526420,11379148,11015529,9803020,11222956,12098616,8784288,11253125,12676831,7045949,10450007,10391378,7877333,11150586,13306588,7108921,11209046,13342141,9096681,10248947,11607189,9781203,11077492,13905426,10583552,14933330,12234088,8295325,9349698,13308988,11287891,12429892,12319864,10326603,10580498,14009495,12302765,15335075,8318442,8288446,13990632,14350472,13340176,11528275,13986001
"215","LP_003480","PE 38:4",768.5511884,"-3.3746","0.0435","[M+H]+",NA,"C43H78NO8P","767.546506","Phosphatidylethanolamine",NA,1227787,1352361,2002870,1013952,1249359,1025223,1224072,1375100,1159284,1215760,954523,1110692,1219419,1232157,1194944,1070043,1005856,1025568,1305482,1103627,1451134,968952,1056315,1127927,1052255,1498645,1529660,877391,1136974,1108384,952313,1338996,1087512,838614,1129291,802437,1114456,725379,1008688,1052780,848882,895622,1044336,699138,716667,940207,848330,627253,946110,613065,789502,725268,893116,388487,843989,779769,757966,883960,625220,877343
"216","LP_003491","PE 42:2",828.6471352,"-0.1711","0.0038","[M+H]+",NA,"C47H90NO8P","827.640406","Phosphatidylethanolamine",NA,117306,94800,209691,118890,146247,132338,134615,89412,104174,120405,156493,164668,125166,90017,110329,112276,162561,112951,115196,91182,121197,101853,142767,108449,90660,78456,100132,91283,127992,126547,86089,109324,80004,122398,171060,103873,90291,51895.06,66018,83285,144266,74541,81683,49247.38,62067,106968,72709,63915,69023,40235.38,54443,68432,46319.54,39250.97,69016,33056.97,46386.6,79485,39897.92,53387
"217","LP_003587","TAG 49:0",838.7842207,"0.1332","-0.0055","[M+NH4]+",NA,"C52H100O6","820.75199","Triacylglyceride","16:0/16:0/17:0 | 15:0/16:0/18:0 | 15:0/17:0/17:0 | 14:0/17:0/18:0",19042990,12144916,10544257,13128533,18828972,24782222,16765913,12577837,13751060,14823625,19364794,13246971,10757090,17686858,14343665,12751760,14652951,13637046,15616540,21815002,23620028,14359602,12166189,13926719,12425093,11066804,10523514,11928222,12577284,30834418,12388878,18910046,24207428,17103324,22136890,12619483,14583689,12284771,10953587,11819772,18055708,13330223,12061400,9722513,12861746,25332370,11497252,14085141,8877343,9643023,11225182,10013309,9085886,11475035,8885155,8311374,9906807,18558832,9184418,18868256
"218","LP_003598","TAG 49:1",836.7679637,"-1.0197","0.0025","[M+NH4]+",NA,"C52H98O6","818.736339","Triacylglyceride","16:0/16:0/17:1 | 15:0/16:0/18:1 | 15:0/17:0/17:1 | 16:0/16:1/17:0 | 15:0/16:1/18:0 | 14:0/17:0/18:1 | 14:0/17:1/18:0 | 14:0/16:0/19:1 | 15:0/15:0/19:1",20261714,21252028,25102742,25220780,21306522,34877900,19290586,20699872,22237464,29930214,32173838,37230108,19015300,31434864,26702252,38955968,34360956,41952792,20326086,28873640,29970260,39982988,35601688,42149160,11661774,27246144,22029542,33698068,32076802,44996180,14584738,24193138,33413812,42321792,31024108,39597344,15088660,14543808,19182572,26956464,15868266,22301656,17706004,14016194,27225738,32250368,22200988,25184396,11732954,8867850,12795083,20920804,13274280,11696336,12863408,11466543,14945342,19692556,11847131,17436068
"219","LP_003620","TAG 49:3",832.737094,"0.6857","0.0203","[M+NH4]+",NA,"C52H94O6","814.70504","Triacylglyceride","16:1/16:1/17:1 | 15:1/17:1/17:1 | 15:1/16:1/18:1 | 16:0/16:1/17:2 | 15:0/17:1/17:2 | 14:0/15:0/20:3 | 14:0/17:2/18:1",293588,362780,459851,389766,287741,481811,286550,282974,459145,506609,520718,661085,318789,576716,520942,869258,558457,665092,373051,462608,604573,904597,539987,728657,205041,530946,444619,627804,499862,622197,243727,512295,466081,930021,442599,677914,228288,79318,113081,363480,96237,144173,228040,74022,177939,413987,194697,196310,73883,46097.1,75399.45,146810,84703,90848.01,97479,51707.75,70610.4,85006,75724.34,105372
"220","LP_003719","TAG 51:0",866.8154081,"-1.5584","-0.0108","[M+NH4]+",NA,"C54H104O6","848.78329","Triacylglyceride","16:0/17:0/18:0 | 17:0/17:0/17:0 | 15:0/18:0/18:0 | 16:0/16:0/19:0 | 15:0/17:0/19:0 | 14:0/18:0/19:0 | 15:0/16:0/20:0 | 14:0/17:0/20:0",26536060,10745553,9507474,11078652,26784020,31224434,19992464,12723214,15586572,10024080,22655470,9373024,11717010,19343696,15056290,8890991,13855554,11565852,20615324,31418272,40859192,13102221,8795584,11804516,17683118,9095053,9712564,8674513,9770590,50801368,14869527,35549420,38252732,18233166,31299956,9808017,21761018,14502184,9685522,9606563,27395806,10882148,15138534,8926242,10327572,43678312,9403989,14593581,10850138,11780388,11272814,9569661,7441257,13829432,12018027,6499157,8010031,31770248,7491977,25943506
"221","LP_003730","TAG 51:1",864.7994867,"-0.5565","-0.0007","[M+NH4]+",NA,"C54H102O6","846.76764","Triacylglyceride","16:0/17:0/18:1 | 16:0/17:1/18:0 | 17:0/17:0/17:1 | 16:0/16:0/19:1 | 15:0/18:0/18:1 | 16:1/17:0/18:0 | 15:0/17:0/19:1 | 16:0/16:1/19:0 | 14:0/18:0/19:1 | 15:0/17:1/19:0",57187076,67507192,68989088,64542304,59174348,85670176,51904988,60382928,55139128,72882824,79558288,95694648,50462976,87269664,75981000,93143840,92855320,114145960,60287852,87827880,88550512,99436296,92032104,111400656,34096860,72507616,62775032,87697544,91226064,113721792,43744172,80414776,103698456,102941568,88959760,108020032,42716828,43331440,64850584,66458536,43933648,64527728,47327492,44738968,75960032,96897520,58054040,67349616,35496052,20809078,37525660,54078808,29320352,25065828,45464752,28528916,45432556,62918520,33876896,42848868
"222","LP_003741","TAG 51:2",862.7839735,"-0.2208","-0.002","[M+NH4]+",NA,"C54H100O6","844.75199","Triacylglyceride","16:0/17:1/18:1 | 17:0/17:1/17:1 | 16:0/17:0/18:2 | 15:0/18:1/18:1 | 16:1/17:0/18:1 | 16:1/17:1/18:0 | 15:0/17:1/19:1 | 16:0/16:1/19:1 | 15:0/18:0/18:2 | 16:0/16:0/19:2 | 15:0/17:0/19:2 | 14:0/18:1/19:1",25008284,33274938,36230260,34533476,31076510,47636588,26956200,29856510,30606692,40330436,49447736,55161048,25373870,48288880,42580868,56692616,53424240,64489228,29721734,48218176,46375876,63865864,54565892,66625980,17984542,43323196,35454068,51275220,51154832,62605408,22331620,42473528,50930012,62881236,47884616,61074916,24034536,19984572,25840092,39524752,17627272,27345580,25804566,18084648,37924104,50792584,27616324,32842894,15760384,7833708,13868369,23833574,12351073,11194598,19865300,10032182,17728236,24678180,12941023,18071320
"223","LP_003774","TAG 51:3",860.7685719,"-0.2824","0.0134","[M+NH4]+",NA,"C54H98O6","842.736339","Triacylglyceride","17:1/17:1/17:1 | 16:1/17:1/18:1 | 16:0/17:1/18:2 | 15:0/18:1/18:2 | 15:0/16:0/20:3 | 16:0/16:1/19:2 | 15:0/17:1/19:2 | 16:1/17:0/18:2 | 16:0/17:2/18:1 | 15:1/18:1/18:1 | 14:0/18:1/19:2 | 17:0/17:1/17:2 | 14:0/17:0/20:3 | 16:1/16:1/19:1 | 16:0/17:0/18:3 | 15:0/16:1/20:2 | 15:1/16:0/20:2 | 15:1/17:0/19:2",4695400,5582915,7024618,6254014,4392456,7581327,4399928,4902516,6533062,7696748,7112753,8987333,4660423,7582486,7360957,9836326,8612062,10145995,5514511,7300544,8029362,10695323,7845174,10647845,3048865,6464649,6113626,8525779,6948399,8650380,3805606,7004210,8434740,12280370,6523913,8924404,3813402,2459345,3248225,5994242,2301924,3442437,4413944,2127686,5107712,7529489,3165836,4262567,2219186,934008,1861192,2926235,1450965,1535500,2572019,1241744,1740985,3316085,1166684,2032562
