gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
ENSG00000137474	7666	206.1	0.322108443039468	0.03187	0.000257
ENSG00000243989	2631	206.8	0.32373259173411	0.03189	0.0002595
ENSG00000196421	12244	211.4	0.30989583895542	0.03363	0.0002761
ENSG00000197191	7112	211.8	0.307037247227081	0.03352	0.0002776
ENSG00000164309	3861	211.8	0.310074689143573	0.03325	0.0002778
ENSG00000279649	10718	211.9	0.303115909144546	0.03301	0.0002782
ENSG00000228393	5398	213.6	0.316168825598677	0.03348	0.0002847
ENSG00000245532	7500	213.8	0.306145097646435	0.03328	0.0002854
ENSG00000221995	11134	215.4	0.303471954319326	0.03371	0.0002915
ENSG00000123901	7717	217.9	0.302582006082551	0.03451	0.0003011
ENSG00000183638	6135	217.9	0.30115922979279	0.03424	0.0003012
ENSG00000213638	12302	220.3	0.305253499422093	0.03504	0.0003108
ENSG00000274627	10848	221.6	0.30115922979279	0.03532	0.0003159
ENSG00000227986	5172	222.6	0.332970798589448	0.03552	0.0003202
ENSG00000227398	2540	223.3	0.303471954319326	0.03552	0.0003228
ENSG00000112599	4563	224	0.298140480990581	0.03557	0.0003259
ENSG00000142677	237	225.7	0.306501891277755	0.03605	0.000333
ENSG00000229117	8797	231.2	0.294597079870272	0.0383	0.0003565
ENSG00000163435	1183	231.4	0.303293920748311	0.03808	0.0003573
ENSG00000233695	9432	235.5	0.291592016516404	0.0397	0.0003755
ENSG00000201512	12081	235.6	0.294951028606318	0.03944	0.0003758
ENSG00000196730	6766	236.1	0.312760106015397	0.03937	0.0003781
ENSG00000143847	1196	236.6	0.298850206766001	0.03934	0.0003806
ENSG00000189350	1546	241.1	0.296544873409439	0.04114	0.0004011
ENSG00000280328	9153	242.3	0.291062360373556	0.04144	0.000407
ENSG00000254909	7816	242.8	0.29265191251673	0.04137	0.0004094
ENSG00000176563	11281	243.1	0.292475209100392	0.04119	0.0004107
ENSG00000235027	7168	243.2	0.290356454529068	0.04094	0.0004112
ENSG00000062282	7656	243.3	0.291945228671648	0.04071	0.0004118
ENSG00000280152	10778	244.2	0.296722076018627	0.04084	0.0004161
ENSG00000238186	424	246.5	0.299915450506908	0.0416	0.0004269
ENSG00000161798	8720	247.1	0.430703354438355	0.04163	0.0004302
ENSG00000226314	4410	251.2	0.291945228671648	0.04328	0.0004505
ENSG00000225339	4501	254.7	0.292475209100392	0.04466	0.0004681
ENSG00000229132	5910	257.5	0.28683209699063	0.04572	0.0004826
ENSG00000222112	357	257.9	0.313477062194093	0.04565	0.0004852
ENSG00000117407	460	258.4	0.292298527324299	0.04556	0.0004876
ENSG00000145020	2588	259.1	0.284897363942395	0.04558	0.0004912
ENSG00000213057	1114	259.9	0.283140764381793	0.0457	0.0004958
ENSG00000102466	9395	260.9	0.283491913231254	0.04585	0.0005008
ENSG00000139537	8700	262.1	0.282087830355571	0.04613	0.0005073
ENSG00000108106	13120	264.4	0.285424761148374	0.04698	0.00052
ENSG00000214827	6109	264.4	0.280860377800675	0.04667	0.00052
ENSG00000197670	12164	265.7	0.280509868799706	0.04698	0.0005269
ENSG00000228002	9357	266.4	0.296544873409439	0.04704	0.0005311
ENSG00000279159	13323	266.6	0.294243217950203	0.04685	0.0005323
ENSG00000112299	4829	267.4	0.284018796811603	0.04693	0.0005366
ENSG00000255310	6139	271.7	0.286128257464101	0.04876	0.0005612
ENSG00000234614	908	273.2	0.278583590010193	0.04922	0.00057
ENSG00000163283	2280	273.8	0.297431104189128	0.0492	0.0005734
ENSG00000279382	11573	276.2	0.27805868731534	0.05008	0.0005874
ENSG00000167524	11116	276.5	0.283316328122915	0.04994	0.0005894
ENSG00000178922	455	276.8	0.275960984232732	0.04974	0.0005907
ENSG00000245156	7536	284.9	0.287008110538203	0.05358	0.0006402
ENSG00000171227	1916	285.9	0.284545872884282	0.05376	0.0006463
ENSG00000273478	1182	286.7	0.277359114000195	0.05386	0.0006514
ENSG00000184343	6076	292.3	0.270904091862896	0.05649	0.0006874
ENSG00000258515	9446	292.4	0.287360202069148	0.05618	0.0006877
ENSG00000254595	7198	292.8	0.270730032015802	0.05609	0.0006907
ENSG00000197816	6814	293.1	0.277883762181341	0.05588	0.0006923
ENSG00000131067	12030	298.1	0.268990587579271	0.05824	0.0007258
ENSG00000125652	12385	300.3	0.268295396605265	0.05906	0.0007404
ENSG00000279265	5461	301.2	0.291945228671648	0.05923	0.0007468
ENSG00000228327	7	302.3	0.279633968681193	0.05946	0.000754
ENSG00000258682	9628	302.3	0.266385346925077	0.05914	0.0007543
ENSG00000217555	10668	306.1	0.26413127092642	0.06087	0.0007808
ENSG00000240970	7814	306.7	0.269860047643488	0.06083	0.0007847
ENSG00000259366	6226	307.2	0.265864862868843	0.06073	0.0007879
ENSG00000233885	3033	308.7	0.271948892179571	0.06122	0.0007988
ENSG00000159588	489	310.1	0.2688167584278	0.06164	0.0008088
ENSG00000235245	8463	312.6	0.26378480237507	0.06267	0.0008269
ENSG00000229852	4666	312.9	0.266038336691079	0.06248	0.0008289
ENSG00000260160	13054	314.7	0.263265255508802	0.06314	0.0008424
ENSG00000179406	5188	317.8	0.26222672274106	0.06448	0.0008649
ENSG00000079841	4662	322.3	0.261707736570506	0.06667	0.0008992
ENSG00000278897	12489	323.2	0.261361849481606	0.06678	0.0009056
ENSG00000110881	8722	325.2	0.263611599296539	0.06758	0.0009214
ENSG00000213906	9518	327.5	0.261016045299488	0.06851	0.0009391
ENSG00000244161	2674	327.7	0.258080051505312	0.06827	0.0009408
ENSG00000171291	12488	330.4	0.259806382979565	0.06946	0.0009623
ENSG00000213073	4931	335.7	0.256183469762226	0.07211	0.001004
ENSG00000063127	13002	336.5	0.254805701921199	0.07225	0.001012
ENSG00000204128	2272	337.7	0.25583890442959	0.07253	0.001021
ENSG00000224699	749	339	0.260670323984417	0.07294	0.001032
ENSG00000276141	9884	345.7	0.260324685496686	0.07654	0.001088
ENSG00000279452	12328	349.9	0.251195309062932	0.07865	0.001124
ENSG00000213971	12685	350	0.25256963166354	0.07828	0.001125
ENSG00000213928	9504	351.8	0.255494421371389	0.07899	0.001141
ENSG00000107968	8023	355.3	0.251195309062932	0.08075	0.001172
ENSG00000214021	2361	355.7	0.248450585208394	0.08054	0.001175
ENSG00000198838	9903	358.8	0.248450585208394	0.08208	0.001203
ENSG00000196436	10770	360.3	0.251367027808703	0.0826	0.001217
ENSG00000276248	9429	364.8	0.24759392878462	0.08498	0.001258
ENSG00000269680	12394	365.3	0.261361849481606	0.08488	0.001263
ENSG00000238279	918	367.6	0.247080178987195	0.08585	0.001284
ENSG00000262902	11405	371.1	0.246908969701895	0.08768	0.001318
ENSG00000198467	6683	374.2	0.244514170649224	0.0892	0.001347
ENSG00000232931	1807	374.3	0.265344566520995	0.08883	0.001348
ENSG00000135407	8844	375	0.252054107255378	0.08883	0.001354
ENSG00000222009	475	375.3	0.251367027808703	0.08859	0.001357
ENSG00000146094	4239	375.4	0.243830671860701	0.08826	0.001359
ENSG00000137496	7611	378	0.244514170649224	0.08946	0.001384
ENSG00000104899	12312	378.2	0.244514170649224	0.08917	0.001386
ENSG00000085465	757	379.1	0.302582006082551	0.08935	0.001395
ENSG00000132522	10970	382.1	0.242635327614509	0.09078	0.001424
ENSG00000132793	12092	384.1	0.241440972950326	0.09167	0.001445
ENSG00000204764	4190	385.1	0.24588214044795	0.09185	0.001454
ENSG00000259275	10272	387	0.260843174286054	0.09267	0.001474
ENSG00000255031	7584	387.1	0.242123340252104	0.09226	0.001474
ENSG00000273036	6713	391.8	0.250851932876403	0.09487	0.001523
ENSG00000196872	1834	392	0.259979129796617	0.09458	0.001525
ENSG00000139631	8754	399	0.237863830098888	0.09869	0.001599
ENSG00000187066	7484	400.2	0.240588467435424	0.09905	0.001612
ENSG00000102385	5921	402.2	0.238714726638381	0.09988	0.001633
ENSG00000236908	8495	403.4	0.238204128494354	0.1002	0.001646
ENSG00000213903	9519	405	0.237863830098888	0.1008	0.001663
ENSG00000116883	381	407.6	0.241440972950326	0.1021	0.001691
ENSG00000180953	10200	408.7	0.235823723644072	0.1024	0.001703
ENSG00000168386	2744	410.3	0.235483986202047	0.103	0.001722
ENSG00000247679	4244	410.6	0.237353532961849	0.1028	0.001725
ENSG00000246859	3931	413	0.234974529999629	0.1039	0.001751
ENSG00000148288	7043	413.2	0.240418026766445	0.1036	0.001754
ENSG00000269051	13084	414.7	0.233447239923686	0.1041	0.00177
ENSG00000263272	10945	416.5	0.233277640788607	0.1049	0.001791
ENSG00000228302	7951	417.7	0.24297675349254	0.1052	0.001805
ENSG00000235065	11968	421.5	0.235483986202047	0.1073	0.001848
ENSG00000234231	1793	421.7	0.253257284222264	0.1069	0.00185
ENSG00000198753	6075	422.2	0.232091004767742	0.1068	0.001856
ENSG00000121769	321	422.2	0.270730032015802	0.1064	0.001857
ENSG00000188878	11568	423	0.232599443553934	0.1065	0.001866
ENSG00000280383	13474	424.6	0.230566762638752	0.1071	0.001885
ENSG00000183397	12337	425	0.233108061588777	0.1069	0.001889
ENSG00000206567	2372	428	0.23073604337123	0.1085	0.001924
ENSG00000198556	5324	432.8	0.230905343968841	0.1112	0.001981
ENSG00000176125	5369	433.4	0.240758928242722	0.1111	0.001988
ENSG00000256973	8612	433.5	0.240077205824419	0.1108	0.001989
ENSG00000214376	7715	433.7	0.233447239923686	0.1104	0.001991
ENSG00000102057	5792	434	0.236163541109049	0.1102	0.001995
ENSG00000198625	1209	435.8	0.229889838266972	0.111	0.002018
ENSG00000156345	6769	436.7	0.235314147477866	0.1111	0.002028
ENSG00000197608	13055	438	0.226847602985948	0.1115	0.002044
ENSG00000264112	11423	442.1	0.230059039585513	0.1138	0.002094
ENSG00000273373	751	443.8	0.238374307797517	0.1145	0.002115
ENSG00000258077	8910	444.4	0.243489043859842	0.1145	0.002123
ENSG00000136378	10193	444.6	0.227523101086028	0.1141	0.002125
ENSG00000258472	11109	444.9	0.247422658523732	0.1139	0.002129
ENSG00000157999	4999	445.1	0.234465253637023	0.1136	0.002132
ENSG00000080947	171	453.5	0.225834948493583	0.1188	0.002239
ENSG00000167103	6966	455.9	0.242635327614509	0.12	0.00227
ENSG00000187017	87	456	0.326624489552119	0.1196	0.002271
ENSG00000231483	7925	456.3	0.222464557891921	0.1193	0.002274
ENSG00000250608	2877	461.6	0.234465253637023	0.1225	0.002343
ENSG00000215375	3132	463.9	0.223138006400305	0.1236	0.002374
ENSG00000147996	6724	465.2	0.22398025935253	0.124	0.00239
ENSG00000069535	5739	466.3	0.239395805390975	0.1243	0.002405
ENSG00000273151	4957	466.7	0.227354196907308	0.1241	0.002412
ENSG00000160781	991	468.7	0.221623189091677	0.1251	0.002438
ENSG00000214765	5145	469	0.221791423601912	0.1248	0.002442
ENSG00000129968	12300	470.3	0.220278018792927	0.1252	0.002459
ENSG00000167779	8753	474.2	0.231752145097155	0.1274	0.002513
ENSG00000134321	1438	474.3	0.181803870978292	0.127	0.002513
ENSG00000143061	795	476.4	0.227860968778647	0.128	0.002543
ENSG00000182985	7790	481.1	0.22044609650511	0.1307	0.002607
ENSG00000143127	833	484.5	0.221623189091677	0.1327	0.002655
ENSG00000234036	3354	484.7	0.235483986202047	0.1324	0.002658
ENSG00000184060	11155	485.4	0.22465441592596	0.1324	0.002668
ENSG00000273443	18	486.4	0.219269963523624	0.1325	0.002682
ENSG00000260877	7597	487.3	0.218262612121666	0.1327	0.002694
ENSG00000168679	750	489.8	0.2397364653786	0.134	0.00273
ENSG00000149927	10545	490	0.21943792382894	0.1336	0.002733
ENSG00000240891	2773	492.2	0.235653844922546	0.1347	0.002764
ENSG00000264538	11149	494	0.219269963523624	0.1355	0.002791
ENSG00000273066	7087	494.7	0.217759200063907	0.1355	0.002801
ENSG00000164855	4967	495.4	0.214909845005242	0.1355	0.002812
ENSG00000198569	7114	495.7	0.224148768964459	0.1353	0.002816
ENSG00000230267	10597	496.7	0.214742411007388	0.1354	0.002829
ENSG00000121310	533	498.9	0.213570916796944	0.1366	0.002863
ENSG00000152117	1953	501.2	0.212901918388995	0.1377	0.002896
ENSG00000138834	10340	506	0.213403638109193	0.1405	0.002967
ENSG00000123342	8786	506.5	0.212066106395924	0.1404	0.002974
ENSG00000011021	138	507.9	0.215412263621112	0.1409	0.002995
ENSG00000224411	7282	508.9	0.228198915615725	0.1411	0.00301
ENSG00000239653	2689	508.9	0.212233230061433	0.1406	0.00301
ENSG00000223745	674	511.8	0.214574996439067	0.1422	0.003055
ENSG00000257681	8990	514.3	0.212233230061433	0.1435	0.003092
ENSG00000242615	12499	515.1	0.217591435072627	0.1436	0.003105
ENSG00000234290	3991	515.5	0.213403638109193	0.1434	0.003112
ENSG00000030066	7364	516	0.211230778342427	0.1432	0.003118
ENSG00000204316	11567	519.2	0.210229022689942	0.145	0.003167
ENSG00000075826	8307	522.7	0.209895258653546	0.147	0.003222
ENSG00000179532	7199	525.7	0.210395933668423	0.1486	0.003269
ENSG00000084734	1531	525.9	0.222801242850483	0.1483	0.003272
ENSG00000015479	4042	526.1	0.216752902621883	0.148	0.003276
ENSG00000267002	11293	529.1	0.208060935404666	0.1496	0.003323
ENSG00000170549	3670	530.6	0.221286778913893	0.1502	0.003347
ENSG00000099365	10579	532.3	0.217926984566148	0.1509	0.003374
ENSG00000230224	8303	533.7	0.214742411007388	0.1514	0.003397
ENSG00000187244	12911	533.9	0.209561571814799	0.151	0.003399
ENSG00000233184	711	534.5	0.207394486592311	0.151	0.003409
ENSG00000158296	12132	535	0.210562863959716	0.1509	0.003418
ENSG00000220785	337	536.3	0.212400373089006	0.1513	0.003437
ENSG00000278811	848	536.9	0.215244771307591	0.1513	0.003448
ENSG00000204177	8071	537.4	0.221118603237199	0.1511	0.003456
ENSG00000028137	143	538.3	0.21742368958777	0.1512	0.00347
ENSG00000153291	4616	539.6	0.207561069935362	0.1517	0.003492
ENSG00000188818	3659	540.7	0.213570916796944	0.152	0.00351
ENSG00000177599	12486	541.4	0.206062511849444	0.152	0.003521
ENSG00000223959	10865	543.9	0.206728345501917	0.1533	0.003561
ENSG00000162572	24	545.9	0.204399270898694	0.1542	0.003595
ENSG00000258559	9728	548.7	0.208894429587471	0.1557	0.003641
ENSG00000227183	6022	548.7	0.211564851526944	0.1552	0.003642
ENSG00000243302	5472	549.8	0.213570916796944	0.1555	0.003659
ENSG00000221978	34	550.2	0.205563338195578	0.1553	0.003665
ENSG00000172215	2532	550.2	0.207894294337095	0.1549	0.003667
ENSG00000166387	7208	551	0.217926984566148	0.1549	0.003679
ENSG00000139675	9338	551.9	0.209728405586698	0.1551	0.003694
ENSG00000232888	9195	553.3	0.210896782498619	0.1556	0.003717
ENSG00000185596	10295	553.7	0.209728405586698	0.1554	0.003724
ENSG00000280927	3143	554.2	0.208560974127558	0.1552	0.003732
ENSG00000242258	5591	555	0.214909845005242	0.1553	0.003746
ENSG00000109771	3634	555.6	0.204066852685037	0.1553	0.003756
ENSG00000113248	4078	556.3	0.210729813568291	0.1553	0.003769
ENSG00000185513	12095	558.5	0.202571917847687	0.1564	0.003805
ENSG00000271533	5886	559.5	0.218430455184026	0.1566	0.003822
ENSG00000279821	4237	559.5	0.213738214882699	0.1561	0.003822
ENSG00000281490	5475	560.1	0.205729710223772	0.1561	0.003833
ENSG00000253598	6364	562.5	0.204399270898694	0.1573	0.003875
ENSG00000243679	5474	564.4	0.213905532370957	0.1581	0.003906
ENSG00000170919	9300	565.5	0.203402245951694	0.1585	0.003926
ENSG00000225828	340	565.9	0.203402245951694	0.1582	0.003932
ENSG00000272645	1306	567	0.217591435072627	0.1585	0.003951
ENSG00000129538	9451	567.6	0.209394757333387	0.1585	0.003961
ENSG00000025708	13511	567.9	0.231413364999112	0.1582	0.003967
ENSG00000205560	13512	568.9	0.204066852685037	0.1585	0.003984
ENSG00000182685	10362	570.2	0.149120584911929	0.1589	0.004007
ENSG00000120049	8325	571.8	0.21574730659542	0.1595	0.004034
ENSG00000267121	11334	573.3	0.20074687643936	0.1601	0.004061
ENSG00000272669	13405	573.6	0.208894429587471	0.1599	0.004067
ENSG00000236871	5639	573.8	0.222969614799193	0.1595	0.00407
ENSG00000154930	11985	576.7	0.213570916796944	0.1611	0.004122
ENSG00000213453	1527	579.4	0.215077298437139	0.1625	0.004169
ENSG00000175768	6704	580.3	0.198592981634282	0.1627	0.004185
ENSG00000125872	11932	581.8	0.208227595722634	0.1633	0.004213
ENSG00000196295	5081	582.8	0.198427430536402	0.1635	0.004231
ENSG00000272994	1860	583.5	0.20157615452214	0.1635	0.004242
ENSG00000278000	11874	583.6	0.210229022689942	0.1631	0.004245
ENSG00000227543	11115	584.9	0.199089748941648	0.1635	0.004268
ENSG00000230590	5882	585.4	0.205563338195578	0.1634	0.004276
ENSG00000099326	13213	587.2	0.198758551731541	0.1642	0.004309
ENSG00000114812	2494	587.2	0.197930891195452	0.1638	0.004309
ENSG00000272578	13276	587.7	0.220950447162541	0.1636	0.004319
ENSG00000258634	745	588.2	0.197434522692056	0.1635	0.004328
ENSG00000100342	13364	591.4	0.211899002087995	0.1653	0.004386
ENSG00000268970	13069	593.8	0.199421022201632	0.1665	0.00443
ENSG00000197948	4093	594.1	0.197599959885161	0.1662	0.004435
ENSG00000273759	12217	594.8	0.224823004303703	0.1663	0.004448
ENSG00000225975	12772	595.8	0.202073950274122	0.1665	0.004468
ENSG00000125089	3200	596.1	0.20074687643936	0.1662	0.004472
ENSG00000158286	81	601.8	0.195946441032647	0.1697	0.004579
ENSG00000164530	4533	604.1	0.252397769725057	0.1708	0.004621
ENSG00000196757	12491	604.3	0.194294815161489	0.1705	0.004625
ENSG00000184669	7252	605	0.140189435198705	0.1706	0.004639
ENSG00000137225	4603	605.6	0.199421022201632	0.1705	0.00465
ENSG00000160161	12650	606.6	0.197434522692056	0.1708	0.00467
ENSG00000161010	4261	607.5	0.19578119333292	0.1709	0.004686
ENSG00000273899	13383	608.8	0.198592981634282	0.1714	0.00471
ENSG00000158220	2908	609	0.194955238629597	0.171	0.004714
ENSG00000160867	4225	611.5	0.208560974127558	0.1724	0.004763
ENSG00000205763	5091	612.1	0.198758551731541	0.1723	0.004774
ENSG00000118804	3351	619.8	0.19578119333292	0.1772	0.004924
ENSG00000228499	2294	620.7	0.198096385321345	0.1774	0.004941
ENSG00000269918	6138	620.9	0.192315356756893	0.1771	0.004945
ENSG00000280693	8355	622.9	0.208227595722634	0.178	0.004984
ENSG00000167302	11628	623.5	0.191161925676526	0.1779	0.004995
ENSG00000120093	11368	624.8	0.192315356756893	0.1784	0.00502
ENSG00000100767	9711	626.6	0.191491383326025	0.1792	0.005058
ENSG00000159899	6688	626.9	0.194129756521541	0.1789	0.005063
ENSG00000153294	4621	631.7	0.202737945241954	0.1818	0.005158
ENSG00000225313	355	633.6	0.20074687643936	0.1827	0.005197
ENSG00000279329	12724	634.1	0.196938324908699	0.1826	0.005207
ENSG00000196338	5866	634.5	0.194294815161489	0.1824	0.005216
ENSG00000100263	13312	635.4	0.198592981634282	0.1826	0.005233
ENSG00000174899	2965	636.4	0.194955238629597	0.1828	0.005254
ENSG00000263412	11364	637.9	0.197599959885161	0.1834	0.005283
ENSG00000137857	10001	637.9	0.191656140368503	0.183	0.005284
ENSG00000099994	13282	638	0.198924140832543	0.1825	0.005285
ENSG00000232630	6939	638	0.190997225060914	0.1821	0.005287
ENSG00000118898	10422	638.5	0.188200187554227	0.182	0.005296
ENSG00000280987	4040	639.8	0.20058107800892	0.1824	0.005322
ENSG00000183688	10870	644.1	0.207727672515476	0.185	0.00541
ENSG00000106538	5586	644.7	0.204565508732707	0.1849	0.005422
ENSG00000130748	12956	646.3	0.198261898433542	0.1856	0.005456
ENSG00000144395	2121	647.2	0.192315356756893	0.1858	0.005474
ENSG00000231566	5746	648.6	0.190667880226499	0.1863	0.005503
ENSG00000269352	13025	648.8	0.186721595456688	0.186	0.005508
ENSG00000130684	11993	651.4	0.19280996679804	0.1874	0.005562
