"","X","X.miRNA","precursor","D8R1","D8R2","D8R3","M8R1","M8R2","M8R3","T8R1","T8R2","T8R3","TM8R1","TM8R2","TM8R3","D24R1","D24R2","D24R3","M24R1","M24R2","M24R3","T24R1","T24R2","T24R3","TM24R1","TM24R2","TM24R3"
"931",24509,"hsa-miR-3679-5p","hsa-mir-3679",1,1,6,3,0,5,4,1,3,3,1,1,0,3,1,0,4,3,5,4,1,4,2,1
"934",24512,"hsa-miR-3680-3p","hsa-mir-3680-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933",24511,"hsa-miR-3680-5p","hsa-mir-3680-1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"938",24516,"hsa-miR-3681-3p","hsa-mir-3681",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"937",24515,"hsa-miR-3681-5p","hsa-mir-3681",4,5,11,8,8,18,3,2,3,7,8,11,8,26,19,14,15,18,10,17,8,18,18,13
"940",24518,"hsa-miR-3682-3p","hsa-mir-3682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"939",24517,"hsa-miR-3682-5p","hsa-mir-3682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941",24519,"hsa-miR-3683","hsa-mir-3683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"942",24520,"hsa-miR-3684","hsa-mir-3684",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"943",24521,"hsa-miR-3685","hsa-mir-3685",0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,2,0
"944",24522,"hsa-miR-3686","hsa-mir-3686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"946",24524,"hsa-miR-3688-3p","hsa-mir-3688-1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"945",24523,"hsa-miR-3688-5p","hsa-mir-3688-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"950",24528,"hsa-miR-3689a-3p","hsa-mir-3689a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"949",24527,"hsa-miR-3689a-5p","hsa-mir-3689a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"952",24530,"hsa-miR-3689b-3p","hsa-mir-3689b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"951",24529,"hsa-miR-3689b-5p","hsa-mir-3689b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"953",24531,"hsa-miR-3689c","hsa-mir-3689c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"954",24532,"hsa-miR-3689d","hsa-mir-3689d-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956",24534,"hsa-miR-3689e","hsa-mir-3689e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"957",24535,"hsa-miR-3689f","hsa-mir-3689f",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"960",24538,"hsa-miR-3690","hsa-mir-3690-1",11,30,28,36,13,72,36,9,24,29,11,36,14,24,15,44,27,15,32,24,21,43,39,15
"963",24541,"hsa-miR-3691-3p","hsa-mir-3691",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
"962",24540,"hsa-miR-3691-5p","hsa-mir-3691",1,1,1,3,0,4,2,2,1,1,1,2,0,1,1,2,1,0,2,3,2,0,5,0
"965",24543,"hsa-miR-3692-3p","hsa-mir-3692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"964",24542,"hsa-miR-3692-5p","hsa-mir-3692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"959",24537,"hsa-miR-369-3p","hsa-mir-369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"958",24536,"hsa-miR-369-5p","hsa-mir-369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967",24545,"hsa-miR-370-3p","hsa-mir-370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"966",24544,"hsa-miR-370-5p","hsa-mir-370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"968",24546,"hsa-miR-3713","hsa-mir-3713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"969",24547,"hsa-miR-3714","hsa-mir-3714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"971",24549,"hsa-miR-371a-3p","hsa-mir-371a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"970",24548,"hsa-miR-371a-5p","hsa-mir-371a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"973",24551,"hsa-miR-371b-3p","hsa-mir-371b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"972",24550,"hsa-miR-371b-5p","hsa-mir-371b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"975",24553,"hsa-miR-372-3p","hsa-mir-372",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"974",24552,"hsa-miR-372-5p","hsa-mir-372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"977",24555,"hsa-miR-373-3p","hsa-mir-373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976",24554,"hsa-miR-373-5p","hsa-mir-373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"979",24557,"hsa-miR-374a-3p","hsa-mir-374a",0,1,0,1,0,3,1,0,0,1,0,0,4,0,2,3,1,1,0,1,0,2,2,0
"978",24556,"hsa-miR-374a-5p","hsa-mir-374a",6,9,13,17,9,19,20,6,5,11,13,12,45,14,19,20,41,19,18,35,12,17,32,12
"981",24559,"hsa-miR-374b-3p","hsa-mir-374b",2,2,2,2,2,2,5,1,2,1,2,2,0,5,0,2,3,2,3,3,1,0,4,1
"980",24558,"hsa-miR-374b-5p","hsa-mir-374b",173,210,344,276,390,346,425,136,220,235,539,215,518,639,422,541,977,355,441,700,50,495,820,107
"983",24561,"hsa-miR-374c-3p","hsa-mir-374c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"982",24560,"hsa-miR-374c-5p","hsa-mir-374c",0,0,0,0,2,0,2,0,0,1,1,0,2,1,0,0,1,1,0,4,0,0,1,0
"985",24563,"hsa-miR-375-3p","hsa-mir-375",0,3,2,1,3,5,6,2,1,0,5,4,1,4,3,0,2,1,5,4,1,7,8,4
"984",24562,"hsa-miR-375-5p","hsa-mir-375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"989",24567,"hsa-miR-376a-2-5p","hsa-mir-376a-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"987",24565,"hsa-miR-376a-3p","hsa-mir-376a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986",24564,"hsa-miR-376a-5p","hsa-mir-376a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"991",24569,"hsa-miR-376b-3p","hsa-mir-376b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990",24568,"hsa-miR-376b-5p","hsa-mir-376b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"993",24571,"hsa-miR-376c-3p","hsa-mir-376c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"992",24570,"hsa-miR-376c-5p","hsa-mir-376c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995",24573,"hsa-miR-377-3p","hsa-mir-377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"994",24572,"hsa-miR-377-5p","hsa-mir-377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997",24575,"hsa-miR-378a-3p","hsa-mir-378a",1166,1311,3667,2203,989,4490,2500,671,1955,2020,1202,2498,1245,1893,2790,1914,2678,2213,2099,2621,1488,2750,2839,1828
"996",24574,"hsa-miR-378a-5p","hsa-mir-378a",3,5,17,8,10,16,10,10,10,13,3,14,7,7,11,14,5,4,15,15,7,19,9,0
"998",24576,"hsa-miR-378b","hsa-mir-378b",0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,2,0
"999",24577,"hsa-miR-378c","hsa-mir-378c",27,15,46,34,24,64,43,13,33,36,20,38,42,31,62,57,52,42,53,54,20,60,46,39
"1001",24579,"hsa-miR-378d","hsa-mir-378d-2",2,3,9,2,3,12,3,1,10,4,2,4,4,2,6,8,8,6,11,7,1,6,5,2
"1002",24580,"hsa-miR-378e","hsa-mir-378e",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"1003",24581,"hsa-miR-378f","hsa-mir-378f",3,1,8,3,3,11,9,2,5,6,3,4,6,2,9,7,12,4,4,7,6,7,14,4
"1004",24582,"hsa-miR-378g","hsa-mir-378g",1,3,10,5,2,11,3,2,9,5,8,7,5,3,6,3,8,9,8,5,5,5,10,4
"1005",24583,"hsa-miR-378h","hsa-mir-378h",0,0,2,0,0,1,1,0,1,1,0,0,0,0,3,1,2,1,2,0,0,2,3,2
"1006",24584,"hsa-miR-378i","hsa-mir-378i",132,132,425,251,98,357,224,67,180,173,150,227,144,209,233,228,259,197,215,229,111,261,254,173
"1007",24585,"hsa-miR-378j","hsa-mir-378j",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1009",24587,"hsa-miR-379-3p","hsa-mir-379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1008",24586,"hsa-miR-379-5p","hsa-mir-379",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"1011",24589,"hsa-miR-380-3p","hsa-mir-380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010",24588,"hsa-miR-380-5p","hsa-mir-380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1013",24591,"hsa-miR-381-3p","hsa-mir-381",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"1012",24590,"hsa-miR-381-5p","hsa-mir-381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015",24593,"hsa-miR-382-3p","hsa-mir-382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014",24592,"hsa-miR-382-5p","hsa-mir-382",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017",24595,"hsa-miR-383-3p","hsa-mir-383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1016",24594,"hsa-miR-383-5p","hsa-mir-383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1018",24596,"hsa-miR-384","hsa-mir-384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019",24597,"hsa-miR-3907","hsa-mir-3907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1020",24598,"hsa-miR-3908","hsa-mir-3908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021",24599,"hsa-miR-3909","hsa-mir-3909",9,10,19,13,6,43,17,7,18,14,9,13,4,15,27,14,21,25,15,22,7,19,19,17
"1022",24600,"hsa-miR-3910","hsa-mir-3910-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1024",24602,"hsa-miR-3911","hsa-mir-3911",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"1026",24604,"hsa-miR-3912-3p","hsa-mir-3912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1025",24603,"hsa-miR-3912-5p","hsa-mir-3912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028",24606,"hsa-miR-3913-3p","hsa-mir-3913-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1027",24605,"hsa-miR-3913-5p","hsa-mir-3913-1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,1,0
"1031",24609,"hsa-miR-3914","hsa-mir-3914-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1033",24611,"hsa-miR-3915","hsa-mir-3915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034",24612,"hsa-miR-3916","hsa-mir-3916",1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1035",24613,"hsa-miR-3917","hsa-mir-3917",1,2,3,2,1,4,2,0,2,2,4,2,0,1,0,2,1,0,1,4,0,2,1,1
"1036",24614,"hsa-miR-3918","hsa-mir-3918",0,0,0,2,0,2,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0
"1037",24615,"hsa-miR-3919","hsa-mir-3919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038",24616,"hsa-miR-3920","hsa-mir-3920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1039",24617,"hsa-miR-3921","hsa-mir-3921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041",24619,"hsa-miR-3922-3p","hsa-mir-3922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1040",24618,"hsa-miR-3922-5p","hsa-mir-3922",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"1042",24620,"hsa-miR-3923","hsa-mir-3923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1043",24621,"hsa-miR-3924","hsa-mir-3924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045",24623,"hsa-miR-3925-3p","hsa-mir-3925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1044",24622,"hsa-miR-3925-5p","hsa-mir-3925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046",24624,"hsa-miR-3926","hsa-mir-3926-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049",24627,"hsa-miR-3927-3p","hsa-mir-3927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1048",24626,"hsa-miR-3927-5p","hsa-mir-3927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1051",24629,"hsa-miR-3928-3p","hsa-mir-3928",1,5,1,4,1,12,10,1,4,8,1,4,1,6,5,2,8,6,5,5,4,8,8,6
"1050",24628,"hsa-miR-3928-5p","hsa-mir-3928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1052",24630,"hsa-miR-3929","hsa-mir-3929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054",24632,"hsa-miR-3934-3p","hsa-mir-3934",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053",24631,"hsa-miR-3934-5p","hsa-mir-3934",27,46,68,51,27,76,73,24,40,50,49,51,29,67,61,59,62,41,55,53,21,66,81,19
"1055",24633,"hsa-miR-3935","hsa-mir-3935",0,1,0,0,1,1,0,1,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"1056",24634,"hsa-miR-3936","hsa-mir-3936",1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1057",24635,"hsa-miR-3937","hsa-mir-3937",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058",24636,"hsa-miR-3938","hsa-mir-3938",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1059",24637,"hsa-miR-3939","hsa-mir-3939",0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
"1061",24639,"hsa-miR-3940-3p","hsa-mir-3940",5,12,32,21,18,31,20,4,20,25,28,19,16,22,25,25,31,20,22,22,7,30,40,8
"1060",24638,"hsa-miR-3940-5p","hsa-mir-3940",0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1
"1062",24640,"hsa-miR-3941","hsa-mir-3941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1064",24642,"hsa-miR-3942-3p","hsa-mir-3942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063",24641,"hsa-miR-3942-5p","hsa-mir-3942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1065",24643,"hsa-miR-3943","hsa-mir-3943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067",24645,"hsa-miR-3944-3p","hsa-mir-3944",1,1,0,1,0,2,0,1,4,0,3,1,1,1,2,7,1,2,3,0,2,1,0,2
"1066",24644,"hsa-miR-3944-5p","hsa-mir-3944",1,1,2,1,0,3,1,1,0,0,0,0,0,2,0,0,0,0,1,3,0,1,0,0
"1068",24646,"hsa-miR-3945","hsa-mir-3945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069",24647,"hsa-miR-3960","hsa-mir-3960",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070",24648,"hsa-miR-3972","hsa-mir-3972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1071",24649,"hsa-miR-3973","hsa-mir-3973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072",24650,"hsa-miR-3974","hsa-mir-3974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1073",24651,"hsa-miR-3975","hsa-mir-3975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074",24652,"hsa-miR-3976","hsa-mir-3976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1075",24653,"hsa-miR-3977","hsa-mir-3977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076",24654,"hsa-miR-3978","hsa-mir-3978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078",24656,"hsa-miR-409-3p","hsa-mir-409",0,0,3,0,0,1,0,0,0,1,1,1,0,0,1,1,1,2,0,1,1,0,1,0
"1077",24655,"hsa-miR-409-5p","hsa-mir-409",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1080",24658,"hsa-miR-410-3p","hsa-mir-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1079",24657,"hsa-miR-410-5p","hsa-mir-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082",24660,"hsa-miR-411-3p","hsa-mir-411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081",24659,"hsa-miR-411-5p","hsa-mir-411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"1084",24662,"hsa-miR-412-3p","hsa-mir-412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083",24661,"hsa-miR-412-5p","hsa-mir-412",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"1085",24663,"hsa-miR-421","hsa-mir-421",4,10,43,14,12,24,18,6,25,14,9,13,10,25,23,18,25,23,10,41,3,32,37,8
"1086",24664,"hsa-miR-422a","hsa-mir-422a",3,3,15,10,4,18,13,3,4,12,2,6,5,8,10,7,3,12,12,8,6,7,15,3
"1088",24666,"hsa-miR-423-3p","hsa-mir-423",4728,5030,7561,7573,3118,11811,9364,2939,5499,8266,4291,7612,3925,6702,8123,6222,8415,7123,7630,8749,5111,8687,9624,4824
"1087",24665,"hsa-miR-423-5p","hsa-mir-423",1660,1955,3735,2561,1453,4824,2910,1239,1991,2746,1924,3046,1724,2187,2562,2596,2740,2335,2763,3090,1851,3307,3515,1998
"1090",24668,"hsa-miR-424-3p","hsa-mir-424",243,301,606,344,390,834,507,169,406,341,516,318,358,615,518,432,739,563,397,719,119,507,794,188
"1089",24667,"hsa-miR-424-5p","hsa-mir-424",1,3,7,6,7,5,7,0,5,2,10,4,11,11,3,9,20,9,5,12,0,12,11,4
"1093",24671,"hsa-miR-4251","hsa-mir-4251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094",24672,"hsa-miR-4252","hsa-mir-4252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095",24673,"hsa-miR-4253","hsa-mir-4253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1092",24670,"hsa-miR-425-3p","hsa-mir-425",40,43,74,62,39,104,65,32,40,55,46,57,57,55,80,70,81,44,84,72,35,85,98,42
"1096",24674,"hsa-miR-4254","hsa-mir-4254",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097",24675,"hsa-miR-4255","hsa-mir-4255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091",24669,"hsa-miR-425-5p","hsa-mir-425",238,265,732,415,289,929,534,151,308,382,392,436,541,470,678,685,696,672,590,598,284,728,656,473
"1098",24676,"hsa-miR-4256","hsa-mir-4256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099",24677,"hsa-miR-4257","hsa-mir-4257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1100",24678,"hsa-miR-4258","hsa-mir-4258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1101",24679,"hsa-miR-4259","hsa-mir-4259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102",24680,"hsa-miR-4260","hsa-mir-4260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1103",24681,"hsa-miR-4261","hsa-mir-4261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104",24682,"hsa-miR-4262","hsa-mir-4262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105",24683,"hsa-miR-4263","hsa-mir-4263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106",24684,"hsa-miR-4264","hsa-mir-4264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1107",24685,"hsa-miR-4265","hsa-mir-4265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108",24686,"hsa-miR-4266","hsa-mir-4266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1109",24687,"hsa-miR-4267","hsa-mir-4267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110",24688,"hsa-miR-4268","hsa-mir-4268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1111",24689,"hsa-miR-4269","hsa-mir-4269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1112",24690,"hsa-miR-4270","hsa-mir-4270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1113",24691,"hsa-miR-4271","hsa-mir-4271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1114",24692,"hsa-miR-4272","hsa-mir-4272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1115",24693,"hsa-miR-4273","hsa-mir-4273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1116",24694,"hsa-miR-4274","hsa-mir-4274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117",24695,"hsa-miR-4275","hsa-mir-4275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1118",24696,"hsa-miR-4276","hsa-mir-4276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1119",24697,"hsa-miR-4277","hsa-mir-4277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1120",24698,"hsa-miR-4278","hsa-mir-4278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1121",24699,"hsa-miR-4279","hsa-mir-4279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1122",24700,"hsa-miR-4280","hsa-mir-4280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
