FC..class1.class2.	P.value
hsa-miR-4525	0.276198865032242	0.04316
hsa-miR-500a-3p	0.160920188181103	0.04347
hsa-miR-3684	0.15704371014558	0.04411
hsa-miR-4726-5p	0.15704371014558	0.04428
hsa-miR-93-3p	0.155749232677945	0.04438
hsa-miR-744-3p	0.235114320376357	0.04461
hsa-miR-6827-5p	0.192825403552391	0.04498
hsa-miR-4700-5p	0.15704371014558	0.04508
hsa-miR-548j-5p	0.177598929327733	0.04534
hsa-miR-6786-3p	0.162210036314307	0.04542
hsa-miR-378g	0.155749232677945	0.04566
hsa-miR-99b-5p	0.151858816727005	0.04635
hsa-miR-3619-3p	0.238786859587116	0.0475
hsa-miR-9-5p	0.146655222119465	0.04986
