gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
hsa-miR-6779-3p	2214	142.2	0.401630466584741	0.1772	0.006937
hsa-miR-3928-3p	938	142.8	0.391767719955997	0.1776	0.007019
hsa-miR-20a-3p	448	143.4	0.3928669162308	0.1778	0.007095
hsa-miR-320d	713	143.5	0.402722176845605	0.1762	0.007099
hsa-miR-3065-5p	567	143.8	0.395062799517578	0.1757	0.007145
hsa-miR-4728-5p	1382	145.7	0.379620962055708	0.1801	0.007393
hsa-miR-301b-3p	550	147.5	0.379620962055708	0.1841	0.007625
hsa-miR-1914-3p	389	148	0.379620962055708	0.184	0.007688
hsa-miR-6832-5p	2323	148.6	0.379620962055708	0.1843	0.007772
hsa-miR-132-3p	260	148.9	0.374065718222538	0.1835	0.007807
hsa-miR-4690-5p	1317	149.1	0.37851162325373	0.1827	0.007841
hsa-miR-6847-3p	2350	149.7	0.361768359419153	0.1831	0.007928
hsa-miR-605-5p	1925	151.2	0.399444564589458	0.1861	0.008128
hsa-miR-6886-5p	2427	153.3	0.366252263699564	0.1911	0.008417
hsa-miR-216a-3p	473	153.5	0.375178479589612	0.1901	0.008447
hsa-miR-363-3p	791	153.6	0.371837617330421	0.189	0.008467
hsa-miR-664a-5p	2079	154.9	0.351628329102782	0.1912	0.00864
hsa-miR-1284	215	155	0.364012053558615	0.1901	0.008662
hsa-miR-296-5p	535	155.1	0.353887836284907	0.1887	0.008668
hsa-miR-660-3p	2072	155.8	0.364012053558615	0.1893	0.008768
hsa-miR-943	2631	155.9	0.372952097911829	0.1883	0.008793
hsa-miR-6886-3p	2426	156.5	0.353887836284907	0.1885	0.008871
hsa-miR-335-5p	734	156.5	0.367371065648529	0.1871	0.008878
hsa-miR-3691-3p	855	157.4	0.368489000645104	0.1882	0.008999
hsa-miR-676-3p	2180	158.8	0.353887836284907	0.1911	0.00921
hsa-miR-30c-1-3p	576	158.9	0.359521170427595	0.1899	0.009223
hsa-miR-6852-3p	2360	159.1	0.36513259345253	0.1891	0.009257
hsa-miR-328-3p	725	161.4	0.358396261956654	0.1946	0.009599
hsa-miR-1538	326	165.4	0.339137384919585	0.2054	0.01021
hsa-miR-92b-5p	2614	166.3	0.348232419239271	0.2065	0.01034
hsa-miR-6806-3p	2270	166.6	0.352758525040637	0.2059	0.01039
hsa-miR-519b-5p	1656	166.7	0.386259141133346	0.2047	0.01041
hsa-miR-491-5p	1523	167.2	0.347098670622268	0.2047	0.01048
hsa-miR-345-5p	750	167.6	0.344828496997441	0.2044	0.01054
hsa-miR-186-5p	364	167.7	0.340277404766254	0.2034	0.01057
hsa-miR-3909	914	168.1	0.345964030342872	0.2029	0.01062
hsa-miR-6845-5p	2347	168.4	0.34255474547732	0.2025	0.01067
hsa-miR-98-5p	2643	169.2	0.341416524478722	0.2033	0.01079
hsa-miR-548aa	1707	169.6	0.323081789503733	0.2031	0.01086
hsa-let-7c-5p	7	169.6	0.340277404766254	0.2017	0.01086
hsa-miR-6505-5p	2029	170.2	0.344828496997441	0.2021	0.01096
hsa-miR-523-5p	1682	170.5	0.386259141133346	0.2017	0.01101
hsa-miR-4750-5p	1417	170.7	0.336854639125465	0.2009	0.01104
hsa-miR-6516-3p	2054	171.1	0.329984649758421	0.2005	0.0111
hsa-miR-548t-3p	1777	172.5	0.323081789503733	0.2034	0.01133
hsa-miR-27b-5p	529	175.7	0.339137384919585	0.2113	0.01186
hsa-miR-3064-5p	565	177.3	0.331131922217202	0.2148	0.01213
hsa-miR-1303	245	178.2	0.325386414659773	0.2158	0.01227
hsa-miR-216b-5p	476	179.1	0.321928094887362	0.2171	0.01242
hsa-miR-196a-5p	406	183.6	0.323081789503733	0.2292	0.0132
hsa-miR-3681-5p	837	184.3	0.314986485468515	0.2298	0.01332
hsa-miR-4725-5p	1376	184.7	0.308011314552178	0.2297	0.0134
hsa-miR-3610	765	186.2	0.308011314552178	0.2325	0.01365
hsa-miR-3960	957	187.6	0.308011314552178	0.2353	0.01391
hsa-miR-6859-3p	2374	187.7	0.308011314552178	0.234	0.01392
hsa-miR-6881-3p	2416	187.8	0.313826296390398	0.2329	0.01394
hsa-miR-6813-5p	2285	187.9	0.308011314552178	0.2318	0.01396
hsa-miR-455-5p	1224	188	0.31034012061215	0.2306	0.01398
hsa-miR-4723-3p	1371	188.8	0.308011314552178	0.2316	0.01412
hsa-miR-125b-1-3p	175	189.4	0.31034012061215	0.232	0.01424
hsa-miR-6840-5p	2339	189.5	0.340277404766254	0.2307	0.01425
hsa-miR-570-3p	1870	189.6	0.308011314552178	0.2298	0.01428
hsa-miR-422a	974	189.8	0.314986485468515	0.2289	0.01431
hsa-miR-3200-5p	706	190.1	0.308011314552178	0.2285	0.01437
hsa-miR-449b-3p	1161	190.7	0.308011314552178	0.2288	0.01447
hsa-miR-6828-5p	2315	190.8	0.308011314552178	0.2278	0.01449
hsa-miR-4700-3p	1333	190.9	0.308011314552178	0.2265	0.0145
hsa-miR-552-5p	1797	191.1	0.308011314552178	0.2258	0.01454
hsa-miR-4667-5p	1284	191.1	0.308011314552178	0.2247	0.01455
hsa-miR-185-3p	361	191.2	0.302172799740752	0.2236	0.01457
hsa-miR-3140-3p	619	191.2	0.308011314552178	0.2223	0.01457
hsa-miR-372-3p	869	191.3	0.308011314552178	0.2212	0.01457
hsa-miR-6769b-5p	2195	191.4	0.308011314552178	0.2202	0.01459
hsa-miR-6514-3p	2049	191.5	0.308011314552178	0.2193	0.01461
hsa-miR-522-5p	1680	191.7	0.386259141133346	0.2186	0.01465
hsa-miR-6875-3p	2404	191.8	0.308011314552178	0.2177	0.01467
hsa-miR-185-5p	362	191.8	0.301002256032814	0.2165	0.01467
hsa-miR-664b-5p	2081	192.4	0.301002256032814	0.2169	0.01478
hsa-miR-3689f	853	192.5	0.312665173558394	0.216	0.0148
hsa-miR-3681-3p	836	192.5	0.308011314552178	0.2149	0.01481
hsa-miR-548ar-3p	1731	192.7	0.308011314552178	0.2143	0.01484
hsa-miR-6501-3p	2020	192.8	0.308011314552178	0.2133	0.01485
hsa-miR-222-5p	490	193	0.312665173558394	0.2126	0.01489
hsa-miR-486-3p	1510	193.4	0.308011314552178	0.2125	0.01496
hsa-miR-6875-5p	2405	193.5	0.308011314552178	0.2118	0.01499
hsa-miR-654-5p	2063	193.7	0.308011314552178	0.2111	0.01502
hsa-miR-519c-5p	1658	193.9	0.386259141133346	0.2105	0.01506
hsa-miR-5699-5p	1865	194.1	0.312665173558394	0.21	0.0151
hsa-miR-518e-5p	1638	194.8	0.386259141133346	0.2106	0.01522
hsa-miR-6894-5p	2443	196.1	0.308011314552178	0.213	0.01547
hsa-let-7f-1-3p	12	196.4	0.304511041809953	0.2126	0.01553
hsa-miR-454-3p	1221	197.7	0.301002256032814	0.2149	0.01577
hsa-miR-937-5p	2622	198.1	0.295135249000818	0.2148	0.01585
hsa-miR-4425	1075	202.8	0.291603558030565	0.226	0.01677
hsa-miR-28-5p	531	205	0.282143228781498	0.2306	0.01719
hsa-miR-6797-3p	2252	205.3	0.298658315564515	0.2303	0.01726
hsa-miR-4504	1169	207.2	0.2904244038653	0.2343	0.01764
hsa-miR-22-5p	496	209.8	0.273814244587037	0.24	0.01816
hsa-miR-199b-3p	417	212.8	0.270229907237998	0.2469	0.01878
hsa-miR-6721-5p	2099	213.1	0.282143228781498	0.2466	0.01885
hsa-miR-199a-3p	415	213.3	0.270229907237998	0.2459	0.01889
hsa-miR-501-3p	1568	214.7	0.269033146455237	0.2483	0.01917
hsa-miR-3199	704	215.5	0.27500704749987	0.2493	0.01934
hsa-miR-331-5p	732	216.1	0.282143228781498	0.2498	0.01947
hsa-miR-1255a	167	216.3	0.361768359419153	0.249	0.0195
hsa-miR-7850-5p	2527	216.4	0.27500704749987	0.2483	0.01953
hsa-miR-378c	893	217	0.261831658752137	0.2486	0.01966
hsa-miR-9898	2644	218.9	0.27500704749987	0.2527	0.02007
hsa-miR-6807-5p	2273	218.9	0.270229907237998	0.2515	0.02008
hsa-miR-374a-5p	874	219.2	0.263034405833794	0.251	0.02013
hsa-miR-130b-5p	256	219.3	0.264236151043547	0.2502	0.02016
hsa-miR-1257	171	220.8	0.258217389536018	0.2529	0.02047
hsa-miR-125a-3p	173	226.2	0.252173413202027	0.2664	0.02166
hsa-miR-744-5p	2496	229.6	0.248534836138679	0.2747	0.02245
hsa-miR-1307-5p	252	230.2	0.252173413202027	0.2749	0.02256
hsa-miR-135b-5p	274	231.2	0.248534836138679	0.2766	0.02281
hsa-miR-1289	223	231.6	0.249748715083569	0.2764	0.0229
hsa-miR-181b-2-3p	346	233	0.255802836602718	0.2791	0.02322
hsa-miR-424-5p	978	234.2	0.24731993497982	0.2811	0.0235
hsa-miR-7974	2535	234.7	0.237563718317676	0.2812	0.02361
hsa-miR-615-3p	1968	236.1	0.244887059123534	0.2838	0.02393
hsa-miR-522-3p	1679	237.7	0.29983076182237	0.2871	0.02432
hsa-miR-576-5p	1885	238.4	0.284514133244245	0.2879	0.02449
hsa-miR-1304-3p	246	239.3	0.231432408447965	0.289	0.0247
hsa-miR-32-5p	723	243.2	0.24000896473507	0.2987	0.02564
hsa-miR-6857-3p	2370	243.9	0.230203013366421	0.2995	0.02582
hsa-miR-6808-3p	2274	245.9	0.238786859587116	0.3038	0.02631
hsa-miR-6746-5p	2143	247.4	0.244887059123534	0.3067	0.02667
hsa-miR-577	1886	247.7	0.235114320376357	0.3062	0.02674
hsa-miR-183-5p	358	249.6	0.216610068742442	0.3103	0.02722
hsa-miR-3187-5p	687	251.2	0.221567788538409	0.3135	0.02762
hsa-miR-6868-3p	2390	252	0.238786859587116	0.3145	0.02782
hsa-miR-425-5p	985	253.4	0.215367972203479	0.3172	0.02818
hsa-miR-3615	773	253.6	0.219091058246197	0.3163	0.02823
hsa-miR-6812-3p	2282	254.2	0.238786859587116	0.3168	0.02839
hsa-miR-378a-3p	890	254.8	0.216610068742442	0.3172	0.02854
hsa-miR-200a-5p	425	256.4	0.220329954879556	0.3204	0.02895
hsa-miR-20b-5p	451	257.2	0.284514133244245	0.3215	0.02917
hsa-miR-5090	1589	259.4	0.305678743242287	0.3265	0.02975
hsa-miR-4798-5p	1494	260.6	0.209141397838592	0.3286	0.03007
hsa-miR-24-3p	512	261.2	0.206643223983395	0.3289	0.03021
hsa-let-7d-5p	9	263.5	0.200378797984026	0.3343	0.03083
hsa-miR-1295a	232	264.8	0.204140716780225	0.3367	0.03118
hsa-miR-561-5p	1836	268	0.238786859587116	0.3446	0.03205
hsa-miR-135b-3p	273	269.1	0.199122642013601	0.3463	0.03234
hsa-miR-1283	213	270.6	0.282143228781498	0.3495	0.03276
hsa-miR-1299	241	270.8	0.289244285156642	0.3484	0.0328
hsa-miR-200a-3p	424	271.1	0.209141397838592	0.3482	0.0329
hsa-let-7a-5p	3	273	0.200378797984026	0.3523	0.03343
hsa-miR-4746-5p	1410	274.6	0.20163386116965	0.3554	0.03386
hsa-miR-2277-5p	500	276.8	0.191562650700756	0.3606	0.03448
hsa-miR-145-5p	296	278.2	0.189033824390017	0.3632	0.03487
hsa-miR-1307-3p	251	279.3	0.191562650700756	0.3652	0.0352
hsa-miR-1183	80	280.9	0.276198865032242	0.3683	0.03564
hsa-miR-505-3p	1577	282.1	0.191562650700756	0.3705	0.03599
hsa-miR-330-3p	729	283.5	0.178873958169795	0.3733	0.0364
hsa-miR-96-5p	2638	284.8	0.178873958169795	0.3756	0.03677
hsa-miR-3170	664	284.9	0.292781749227846	0.3746	0.03681
hsa-miR-4498	1158	288.5	0.181420640280142	0.3837	0.03785
hsa-miR-224-5p	495	288.5	0.176322772640463	0.3823	0.03786
hsa-miR-148a-3p	309	289.7	0.278579550458423	0.3845	0.03822
hsa-miR-19b-1-5p	421	290.8	0.175045486110914	0.3864	0.03855
hsa-miR-4420	1069	291.9	0.178873958169795	0.3882	0.03888
hsa-miR-34b-3p	754	297.2	0.169925001442312	0.4026	0.04047
hsa-miR-6870-3p	2394	297.3	0.276198865032242	0.4015	0.04051
hsa-miR-4707-5p	1344	298.4	0.276198865032242	0.4032	0.04084
hsa-miR-30a-3p	572	298.7	0.16478627814334	0.4028	0.04095
hsa-miR-671-3p	2087	300.6	0.168642035558839	0.4068	0.04151
hsa-miR-4646-3p	1245	300.9	0.276198865032242	0.4065	0.04163
hsa-miR-6835-5p	2329	303.5	0.276198865032242	0.4128	0.04243
hsa-miR-3190-3p	691	304.1	0.162210036314307	0.413	0.0426
hsa-miR-4525	1203	305.9	0.276198865032242	0.4169	0.04316
hsa-miR-500a-3p	1560	306.8	0.160920188181103	0.4183	0.04347
hsa-miR-3684	841	308.9	0.15704371014558	0.423	0.04411
hsa-miR-4726-5p	1378	309.4	0.15704371014558	0.4231	0.04428
hsa-miR-93-3p	2616	309.7	0.155749232677945	0.4225	0.04438
hsa-miR-744-3p	2495	310.4	0.235114320376357	0.4232	0.04461
hsa-miR-6827-5p	2313	311.6	0.192825403552391	0.4251	0.04498
hsa-miR-4700-5p	1334	311.9	0.15704371014558	0.4246	0.04508
hsa-miR-548j-5p	1767	312.7	0.177598929327733	0.4255	0.04534
hsa-miR-6786-3p	2230	312.9	0.162210036314307	0.4248	0.04542
hsa-miR-378g	897	313.7	0.155749232677945	0.4255	0.04566
hsa-miR-99b-5p	2656	315.8	0.151858816727005	0.4305	0.04635
hsa-miR-3619-3p	780	319.3	0.238786859587116	0.4396	0.0475
hsa-miR-9-5p	2636	326.4	0.146655222119465	0.4598	0.04986
