R2_06D	R3_06D	R4_06D	R5_06D	R6_06D	R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12D	R3_12D	R4_12D	R5_12D	R6_12D	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24D	R3_24D	R4_24D	R5_24D	R6_24D	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48D	R3_48D	R4_48D	R5_48D	R6_48D	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72D	R3_72D	R4_72D	R5_72D	R6_72D	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
LP_37830	26864.8103068768	56230.0346907891	26267.9273420575	14992.4901001481	17886.4855329352	26272.2950638113	62380.2456455418	25642.5409207362	17393.5821861612	23554.0810101223	25181.4485201572	48359.79755332	37876.8667745675	23568.9705544869	14947.6643561465	22478.3759438582	45830.9172506576	34207.3659534773	23128.6924086255	25104.7270531619	45986.7039191736	70415.7488923783	43756.7601327404	22704.7300516208	19608.7894021675	50784.4497464785	34100.808867317	39943.8513027425	23980.2638546365	25083.8403440478	15428.8353792174	19091.3710087721	49299.8047740894	13116.5485845352	14729.913746598	14309.2385994741	17321.0649330568	44764.1274146768	18213.0253040973	15212.4295252214	1932.06044128498	6828.07896958548	15795.4142898118	3036.78137364925	4994.31225598764	3334.03221430696	5632.29109696422	15666.9030315397	3588.47676434096	4838.2844749702
LP_37834	3904.7477000192	4303.21052821375	2255.73619134502	4210.76571342011	3689.67010071656	4053.70321704874	3499.28027586235	2789.87274112019	3854.26644428079	5101.35005349557	5181.45238172924	5478.64417703824	4414.67479700716	5886.54839202834	7962.9760289376	5717.66459181219	5281.75051761143	3906.10694594366	5765.53534930265	8013.28007963912	7886.92665041087	6773.31223689621	4414.91819769232	9279.95183146937	9266.10850338313	6451.59789986507	7159.13294473982	4106.20774312646	7608.02544089364	10118.4751416785	6220.03436755033	10297.0001452636	9454.53291780243	5923.19787313592	11545.0410900906	8187.89861354991	12705.1235201703	10132.1359668754	9331.32568716817	10084.2966779827	1581.96430567234	5807.67681925378	11908.8363447246	3785.20655877654	2391.41825868937	3270.45346148839	7432.87316611657	9058.92423375169	5502.1692635647	5544.09134785123
LP_37871	34490.6208519606	66074.543760695	34204.0828600109	27185.3757516154	34294.6314947566	37520.6566723346	62553.4779388887	40170.2475310148	32002.1855651338	46319.4310979515	43545.959820341	65203.8459195319	69354.1215531302	50142.3181317414	43190.3618098033	38143.524613381	60278.8013320581	58918.3751256731	48979.2890514476	49236.3637294787	65427.1102875945	85123.2961727981	60755.5566063462	50561.0528487406	45051.6274539826	65285.9000698615	55874.4782727514	66208.7283323359	43032.9732474623	51160.128619805	20229.358349312	25522.5751336116	62604.0199831379	17080.2494235749	23592.163924987	19961.4618946584	29163.5512582169	60566.0087103796	31220.1661578725	23139.4570475616	1981.87660044948	7332.64157179883	23604.4666029387	3717.34428979449	5201.56478312507	3400.42972956577	8516.39272929612	21343.8876618517	4706.26633724209	6118.15557092168
LP_37872	17955.4946617344	22460.7653537823	13808.9290699309	19116.3820763473	21293.901490262	22089.0755976347	18018.9471632674	15531.7679607164	21869.0419282481	28357.7895521566	26499.4199174049	30306.1603483659	22635.9519447453	36941.0641288633	37607.7693425906	27459.1035139142	27425.271848495	21250.3576680939	33983.0308083199	37878.6280401771	30763.991045731	27477.9651203489	25732.6366118727	34867.7019169621	32229.9900281235	25537.4714137667	30059.8613787867	25022.7385295619	36271.3104044088	39682.3391101227	10301.8873498097	12198.2650745134	25673.0287889858	9094.03075368726	11123.0407473548	10344.494843577	14585.8646619736	26249.8416320699	15161.5572118507	12284.3430189438	829.299378614639	3064.31754675413	9017.39790645954	1724.89163762324	2080.62051042085	1217.24341033606	3635.49046378796	9043.08797539819	2328.69902509195	2649.60171369819
LP_37876	1256.9778965059	1204.74156244675	699.879477845096	1438.6419925204	1211.93927573694	1217.2374748546	1122.75217221745	769.95276523006	1095.76566323254	1119.33845296418	1357.66057737227	1467.91626402694	1000.63240796009	1418.38174043656	1663.37150385086	1732.92593833013	2003.30512701014	957.674682917227	1090.74058136431	1568.29422802867	1788.37645047897	1755.39997891022	1007.7787737916	1811.96995207943	2975.50376556344	2489.34718102482	2421.19940081991	1039.69451386606	2470.80660678278	1768.7549880978	1964.96054013661	2644.21895306826	2242.98392845839	2863.48963841814	3106.27471701158	2353.89634524963	2894.87348169087	3507.00680233103	2320.6854704213	2815.49261012901	871.17343433895	2393.62491491709	3012.57808190085	1754.8472103312	1392.57021503631	1245.51716359072	2330.12368699149	3750.48856845879	1997.35769274436	2496.52725096832
LP_37912	44416.0521569663	60421.3366517588	35078.4914771675	35888.5400679864	42484.8285781695	39046.7455675664	64356.6705848541	40138.11043415	45729.104036554	60377.158544585	57793.3383808551	69685.4933140301	71036.5654878353	69363.8485840041	61374.0668438637	46786.1839183191	64684.0488132707	61330.5886009177	69778.3444199694	72009.1797559448	84158.6299791798	84918.2404671476	71861.6201078869	75599.3948753576	71340.492057891	65395.3209699894	60447.3242595813	67646.5687701877	65433.2627444622	71663.4994039136	22305.5124902141	28424.9808750357	69644.729361845	21569.3829435371	29341.5852952496	23665.7163259122	32764.269574523	60466.4643641517	37510.0785895617	34748.7743616266	2206.90514680183	7287.42201228327	27875.2782280083	4231.7477452345	6380.91234478602	4151.7317085314	9810.61443222453	22425.4475271244	5998.36094027803	8329.01523585946
LP_37913	28566.3835384743	36052.1828846067	18749.2855221813	23549.8461064663	29200.8887233085	30196.3606405964	33554.7776244497	22075.5995977106	31028.2612840443	40113.4842701254	37634.5741251794	45018.8123446309	37269.794787123	46616.4869011607	53890.9256541458	40113.3801369296	40167.768638503	33345.2497066553	49507.6350877749	56446.8187390357	49708.5191577585	54488.270749427	40235.6820053702	53627.9491772293	51616.4388968947	48320.7432444761	52356.1927613649	40062.3994768348	56127.7380998018	57734.7373355394	17091.2449470502	24491.7294709197	45346.8713915909	15380.0410111687	22922.7578325788	21827.7434931956	30979.2958265635	40902.8471465643	23156.2672174901	21053.1283372552	2033.84260485555	6537.06421579022	18942.1588797846	3944.85294601518	4621.4720193642	3461.13491067445	7543.99130968736	19261.702589723	4983.2680268443	5793.64072427079
LP_37954	63602.8549114314	80516.0141642911	44560.8216367591	50130.5015242613	45501.7172599317	56179.9956762808	81372.476505533	55337.7801988241	49326.7611017252	80786.4298974781	64724.0151608123	96156.5767236227	89463.050515703	82904.7426356952	73096.6225574041	71335.438262288	82720.3368699027	73426.7035079483	78909.3226440487	82620.6710556408	108136.748865159	117631.537461617	96754.6457416217	86688.9241206605	75690.8914797125	89381.9312602891	80777.5481834861	85604.4061066209	76380.2563533738	87122.6280109446	25833.1073913747	36586.3811270542	90067.1352177451	21511.2182166601	29098.5851736533	29810.2724954458	39339.5283625487	69952.808544588	43586.6681872782	43043.289951106	1932.30692035727	7394.77034039992	36517.5714552101	4411.55726878914	5040.57848315275	4097.99513456664	11526.654589693	24631.2325128021	6320.11786154738	8054.10237155808
LP_37955	16898.5667724591	13871.1440516321	9341.70692704066	12407.7820562629	12320.1638078246	13928.6536081737	17742.1214937233	9824.55305570059	12870.0252460751	16985.0445247789	23298.7168999425	25054.0864486853	20214.6197632357	19940.1133294223	24702.3242559833	19916.9969740133	26572.3231021841	16624.4570884019	27543.6065986008	23680.7912652504	26629.380273595	35009.6889701494	18325.6885158864	24661.7290325875	28395.5951039723	30190.6562704714	29004.9804733693	25509.5615261066	29633.1048145929	29854.2425650222	12575.071591682	19378.2940758042	25813.9467716808	11131.5400047106	13533.008824329	15316.9239431304	24431.3424883793	26682.0622948233	15267.11113957	16520.762963525	2339.84637309335	6990.79983439538	16590.4373168327	5146.11173787716	3884.20195019911	4633.64612706315	9083.9694218618	14999.9148970233	5491.72256072543	6512.64070173551
LP_37994	51794.4767714478	67401.8794483785	40410.6360454192	38410.0093286644	35368.9792097347	53362.8473101594	68064.8676121652	50825.3893837658	45656.488125689	62253.3796238389	44392.4932778808	73341.2835451462	70994.0424730466	54678.1948839263	56459.7429823591	52783.8073314538	61305.6663396465	71851.9440947325	57795.6702105438	54071.2098243662	94246.5908199017	88563.5751216327	77043.2652018956	58486.5590155672	60000.1306881471	78219.2755998944	73083.9329558943	65687.6945926591	53215.1075755111	64837.2443465207	22612.9176981317	36800.3047764811	75052.6770650044	20659.1339204872	29739.6264385636	30651.7187308215	38614.5300491646	69824.3487008133	38374.6415431915	37134.9197395723	3223.54916027328	11387.9579985872	31102.9289790419	7040.60198247538	5678.28341534537	7480.8702380463	15128.8604409831	27838.7929635986	9825.39491730066	9436.8484633494
LP_38031	17711.7619997495	23199.4565900857	12192.8345721504	11090.4559735332	11058.3584035039	15700.2844001056	23460.5774219478	16499.8667940466	13158.9663272071	17982.0127327741	14360.297554534	24640.494805664	26358.6168125372	16033.6836477549	15842.4274723223	16261.7498461524	25171.9681191074	22279.5550965044	18607.9707802597	16920.9148014399	30275.9394725742	30866.8862871751	23874.9907847789	22088.9719847389	19352.3356707808	27287.1578654499	22218.5279331726	22034.4271728551	17552.5241556353	22013.394525183	7284.19788948919	10069.546200852	25606.4424293887	8142.06339809751	12030.4594578767	9825.99695584536	13476.5807621646	21622.5475035313	12328.0459218264	13339.3092747725	1368.44496266738	4451.82278688001	11288.5505480679	4015.61414138832	2827.05737975218	2957.45338218757	5772.85332082158	11536.7421897797	5347.96402545226	5309.2045650204
LP_38058	9782.84199417217	10075.1505943725	5572.50806517422	8545.64040411306	8412.47758962316	9087.09764172822	10025.1207377828	6673.03097008922	8514.67201431536	12239.5461894992	12526.1103888033	12025.1026247309	11368.2050119706	13887.9357080484	15659.229575376	10614.2560984974	12061.2931152987	8956.40914826591	14477.582322789	15979.3825568389	18140.4879825696	18345.0898347756	10432.4068867224	19207.9953387947	19416.3654928481	16791.029640953	16386.4023208324	11113.4747273435	17356.1930730768	21669.8116887741	11994.840513684	18060.07968419	18922.6379424417	13135.8902364753	19485.9395193829	15261.9820957096	19792.6987232736	18889.9404261518	16474.973907678	19253.196001155	2570.31799895858	9472.99472697937	18830.4305771019	8118.44716262205	4806.89711663627	6103.79516745339	12446.7256202332	16799.5903221916	10005.3544447356	9246.08941261856
LP_38075	5866.11306421783	8983.49309218053	6065.37029552429	4783.9642856554	6634.26378383327	5877.03044733536	8372.94582019543	6831.73686631562	6435.60405661114	9755.06559350949	6448.70254533894	9004.64570468871	10414.7879012326	8535.11869687316	6808.94627013257	5702.6651283305	8192.83968528159	9639.1914328767	8609.57405785044	7800.87098294205	6771.56917172418	7833.84709828201	9429.32028626911	6074.56302595191	5101.84271142355	7201.68852572798	6124.85619527081	10570.4483670819	5198.71929122554	5837.03931023302	710.168997586482	979.208305020794	4465.38778985145	860.217640519341	1002.85906562396	844.413787877442	1189.88507858419	4813.19621872021	1852.76396893334	1430.0032380241	156.620128433584	376.931916874819	813.743752733609	345.752439784568	441.44554157674	217.472141902379	353.690237032547	850.818057751442	367.494707690009	406.115355790877
LP_38092	7833.75608591826	7814.75916633117	4348.08042430623	7101.55659926405	7089.72469481115	7217.81982018016	7521.08912175945	4869.45678890889	7426.93771571277	10052.2436587631	10016.0788827548	9843.84658077616	9046.00842355096	11242.8349067399	12980.4062445025	10840.8666137865	10766.5667934034	7512.55690108341	10867.1550926097	13342.4392368202	15250.5127562413	14468.4115651032	8298.99164759884	16571.7787896725	18661.4586553437	14254.6301086775	15662.6832504676	8804.66174356109	14855.7361317567	16637.1438620451	11367.1286903406	18210.6539814727	18558.9541555474	13917.9092986586	19481.3292757792	13925.6098880573	24049.2853857238	16470.6154252658	16470.8936840622	20710.4538334953	2967.94351567621	11133.2145228928	21402.4794745521	9478.16537973576	5059.68648900023	7788.20147288397	13706.1566196005	20226.7133137172	12365.6072435605	12970.7111487711
LP_38105	3842.01585890267	7186.88263572022	4557.70940602215	2886.9960494775	4451.51978063602	3597.96042964332	6256.99344473042	5325.05631446768	3997.99390163893	6220.55219875163	4016.14044399871	6719.01936577883	8341.08518048464	5152.48057276977	4374.89025084863	3848.56315817979	6908.95230505852	6883.94226807499	5266.86050272341	5334.31855336619	5160.9535083795	6652.25103242512	7637.50133037012	3896.95828165077	3425.95283078088	5650.28792485465	4943.19691632375	8187.8379231147	3464.15131878691	4033.55587512188	525.01921282665	674.345861370743	3199.76735246507	532.288118465025	626.916399278464	573.279094140048	792.134648774034	3719.58445715086	1080.46507181686	956.303441525356	76.1070548086602	220.247323010088	526.376299512023	163.588851043213	217.409215655592	106.115522319775	211.179884384876	647.20369239596	178.698902665748	229.742494764478
LP_38106	9838.12564069928	20410.5259539801	12629.5818272401	8786.08191545592	12659.3067114437	9481.89398623299	17326.3450543777	16148.989262267	11329.9564844127	16624.8514060593	9120.89839998545	17746.8460242517	21584.4101798155	13349.7000594463	12189.0659360406	9619.41244676269	18015.4718464748	18657.7319377515	12585.8044969876	12744.3260303841	12849.8223568544	16804.3480318037	22137.8557359273	10169.3235485169	8297.85902676828	14882.6190149201	11996.7558139098	21232.6003681635	9601.89927903212	9818.93958820469	1512.76296541789	1891.87037660553	9379.9006467683	1523.64428898307	1718.55302689074	1659.14268937366	2018.92801124178	10234.7964732103	2832.6369563924	2550.13534177412	164.988983000866	505.691041976484	1441.68410669883	346.8442165506	513.796447902481	230.519723444475	552.823275525242	1657.21749372142	412.813176126001	448.587086819802
LP_38112	2721.05884536919	2829.77901822605	1441.16427071364	2565.44521678128	2807.28641493963	2556.68345246351	2432.68852070102	2324.27718737453	3065.08174763632	4052.25777791348	3753.81006406842	3176.29219538403	3886.03640861078	5189.63469485001	4939.8894809173	4062.78027181534	3998.17492702851	3352.95474305347	4945.17606119436	4831.1727722486	5183.79970698177	4578.32601825157	3722.96286487955	5769.70900797256	5463.61395495133	4467.26358001106	4108.16149022307	3823.17714241626	4962.27132943998	5568.14745635346	1646.72852290311	2137.3171770618	4887.7838237266	1207.70179898112	1779.08725185065	1647.22567254512	2173.59104756661	4601.87119855723	2398.91647214155	2303.74176530194	148.885820544609	499.023485612429	1673.69718954739	313.004539002412	311.590703497043	264.426303642204	632.34488366491	1424.62905536738	445.243129858929	540.884991469532
LP_38117	2269.90253806665	2507.35108117692	1629.49829090703	4068.21739702444	3064.8978353975	2621.91095608578	2189.24925081364	1741.91268705709	2849.22365824282	2638.8695215972	2876.69342925243	2867.06450223325	2196.68121238128	3540.52488239946	3487.37200544038	4414.99595539526	4637.16795336368	2433.94198050814	2777.82114940833	4082.88764784364	4504.6764734399	4028.78273386627	2590.54965808646	4681.0869347568	7713.70601713098	5799.20229165577	5789.04558250002	2609.78508781851	5677.78749240854	4379.62625256139	5607.43631619347	6517.46049813697	5998.34866712963	7274.65753180552	8849.94766979884	6757.95956913303	8323.95574281854	9539.28804918391	6556.168880964	8418.51350901418	2439.64301080387	5945.07423395321	9236.54882333874	4639.05070754845	3463.82582155453	3391.4410093397	6880.60839936062	10742.2743516819	6447.94307649301	8018.02184115235
LP_38137	7817.72643790298	18580.675167385	11931.0735098609	7483.09471107717	8830.08524578818	8689.85728902322	17655.2944765183	12497.9421962811	8259.61552746056	10880.0540009754	6598.33046948981	16564.4395275112	18128.6904041147	7791.87799721241	7606.25125049043	6425.77716738398	14170.2892614183	15674.6798466825	7900.12099656307	7811.32582429896	11429.5342678125	14917.8505567141	17380.3027610728	7502.89691120823	6062.40915915983	12806.1518754979	9357.36394554388	17184.1210459778	6858.04983230051	6899.29487385849	1365.47459766677	1583.31191034657	8420.67624785056	1376.9578928687	1324.11183801339	1488.19481482066	1789.50378054027	8797.32724241493	2950.14011041517	2190.40050505594	147.399757137977	492.894440673971	1525.16270095364	314.644296552398	463.008773095462	208.459775391389	570.770860695653	1435.0124677939	402.169901288823	359.373494257569
LP_38138	5749.64835182404	11473.2281044894	8096.91708687189	5289.37366687053	6239.1999245183	5886.52323415284	12383.6258662069	8921.62903951379	6463.10116829361	8171.65391746381	4369.23453692598	9880.87014883884	11249.7407757948	5894.50998961696	5513.11171122841	4207.8140400581	8375.34433391967	10914.6131263667	6570.76802964194	6111.10070781604	7306.98044608485	8687.92467712035	11592.7457261136	5418.6355011518	5033.75375781993	7252.63503572748	5478.9049709811	11621.5130952316	4481.52988522665	5248.94360123828	852.027752881306	1116.63260546509	6134.52070740225	815.943494371476	1111.04313154735	815.93651749848	1212.85881524361	6859.44589274385	1932.35018778314	1676.10109488937	119.121281641501	370.91104616415	1008.92712131868	258.905322520439	400.150007299413	172.321831526388	372.530557680701	1054.79304461635	338.919655982877	386.508604543152
LP_38143	5575.26814836854	7725.3563923537	4160.63252822351	4133.0691979265	5317.29352110836	5958.46771395457	7585.49500694426	4426.84050781046	5109.53112683362	5762.50377636924	5226.12194138416	9706.89427690899	6663.77223754609	7405.74051416425	6900.69865068022	6255.16192227216	7646.5502223178	6278.20069702546	6721.76128274285	8425.9218887302	7205.6745039112	10120.227810413	7177.31207157635	7629.48965854022	6871.27129249181	8196.48486289936	7635.4292132622	6186.68020919529	7892.0438190414	8087.03366235893	3089.26309795339	3786.17703821051	8178.31106152083	2808.4398093759	4258.91234875584	3813.35177148928	5050.78800811585	7579.67379674722	4979.67248139145	3601.76803112498	306.280098664384	1296.7928911279	3222.19217328082	703.427151854522	781.420188236819	502.956401849123	1303.77283042119	2858.44152400061	886.893784361633	811.125634318991
LP_38173	6300.28540027442	15983.9049859388	10904.7459096481	5378.79427413607	6337.95832837413	5647.64166443548	14415.9013719984	12239.13334517	7363.30552918087	7276.20769047993	3076.42146419371	12409.3926675272	14426.7529627898	4630.73419623774	3380.69835564814	3345.55816622097	11710.257662804	12119.5722953024	5259.90044431908	4041.91073960244	6558.4987441084	11950.2200454859	15057.6769586266	3618.11882426391	2947.92366189679	10621.8698663871	7152.82606906074	15331.2766191512	3528.02122844454	3367.6395224313	584.151501308376	618.210289688412	5805.76934738751	424.737618223993	684.75225696964	582.049662794008	912.337080109732	7596.83427448464	1212.42387522149	1184.75490293866	71.0682694407226	232.969220755752	942.010291161932	157.941118517447	314.755770874674	113.724536630312	256.183391445887	859.361056957453	220.120499122975	314.946804577583
LP_38179	5609.03478830398	9549.50113995955	5294.87138987056	4463.90761671866	5374.62989093438	6105.33480275566	9047.30977985268	5688.04321848431	4796.65366743143	6790.70689568121	6326.5863744747	10827.1823963858	7620.48920544251	6476.1935614511	7027.0547587787	5962.16694862095	9061.21918432879	7231.48389662217	6658.66604945551	7573.58545282273	9920.51391345123	12417.3372599811	8865.85773254697	7490.81402068882	5732.44208168752	9738.9623834551	8593.2656122627	8053.76242894674	7994.26375689411	7965.4031582993	3622.09446959777	4692.51071095522	8948.67844847869	3670.38129292776	4485.59438203499	4123.93375681566	5124.31753464801	7280.94202823814	5103.12839022519	3921.22585738287	426.682660683297	1716.4430713671	3980.31490098106	994.52957914281	1110.55153683779	683.401123738695	2154.67035350215	3046.21341339036	1220.02074743559	1158.06499084163
LP_38206	5541.1436372216	9075.29583105476	4498.83345458534	3683.29194805201	4896.90342690981	5260.44440503013	8355.32737211667	4694.38808115448	5434.74073449314	5930.49621124758	7286.80810662546	9390.54105386372	7296.55004867344	9594.7476848053	8146.24584716884	5569.4462861337	10430.8147021787	6929.58598428843	9135.80418792068	10035.4023311333	10659.7358775141	13011.5641506753	8225.02359035347	7864.06143460206	9616.15133073372	11765.6797845952	9915.65977027447	7695.85092971508	7732.83415965576	9048.0824590201	2605.45221250031	4032.72908015433	9289.31256025986	2875.74955681928	3229.68345702702	3087.43413366342	4460.89739455895	8987.38215586778	4531.62749780354	4351.33120710389	171.125764169409	792.379323441933	2966.21938492226	358.116094537007	389.190188224443	323.219111033093	665.391031744415	3587.30111783219	412.640946700813	612.642346510387
LP_38207	3401.44657494044	2082.9817780366	1282.83721119393	2911.70068891002	4870.81504595616	2453.80851126671	1673.35664730001	1637.59196113549	4077.91325888944	3750.23397363608	4254.97642484018	4617.85732347877	2500.54146952372	8984.37071004091	6584.63337197407	4548.06287470521	3031.11117242153	2950.41415330415	6036.18340437904	5162.92299348364	5221.22448104919	3975.088990363	4348.68199312067	5471.18548592618	6515.00690687223	4551.80030966335	5004.2973175599	2178.38231749724	6533.9730799267	7292.61773894496	2452.75044009126	3437.3188527656	5878.56909766731	2439.51743312365	2442.17583984763	2611.69895832203	2314.26734735185	6579.56535022823	4588.2551727006	2632.74864650276	169.717615536182	703.964590074382	2584.2130556322	490.765868343876	618.957114956778	454.557311162852	829.805972816013	2628.94945653784	782.014687339794	578.009774135257
LP_38212	3962.35005377084	7248.07357744184	3197.67679335626	2990.06788018204	2984.05591296637	4671.26038844016	6594.02480275085	3182.41079358576	2832.11757949926	4478.00127347031	3999.13649374864	8270.18313845742	4979.07753321853	4613.11277038219	5139.17377192389	4002.59543587398	7295.54311433582	4511.10756713253	3957.84206183724	5139.25570246398	6330.42947018466	8415.76013481036	5681.59275209046	4725.01118953935	3820.22919648721	6368.64859798297	6246.81794681012	4745.61889759253	5041.21797787087	5501.10795577953	2278.58954263104	3493.18108515531	5941.11102669332	2595.7548514452	3307.03452065225	2913.57487479488	3710.98912091244	5921.31509397553	3195.57284702191	2691.72588955961	385.306766550631	1430.59484785431	2972.61909677043	835.704934818188	727.292844622678	670.865460775328	1713.30409203693	2390.50402746178	938.036079780752	981.796285904048
LP_38231	14038.5122396719	25119.4611600817	11511.6569768514	10469.6139523304	13017.2492181241	15127.6985981471	23557.3024436913	13042.6856056794	12602.5152912556	18429.4904923914	17340.8039749579	26392.1886289086	20725.6080486037	19568.6634113446	18108.0582265823	15795.2414061634	23042.6829707677	19671.9898892965	21271.6481843907	19490.8539955452	24533.3173383817	30828.3846361081	23106.6265549551	21771.4455273422	22258.4081288578	22910.3280612218	22718.2003312281	22922.6228553883	18107.4148381926	20422.0535534543	10417.7001731127	12954.4285167557	31770.1116700396	10101.5537764292	12102.9445084889	10487.7237182641	13893.0097479729	29684.9607804488	17282.5011640492	13460.5489368829	1029.33768569397	3429.48939746436	13403.7258989454	1872.60753514734	2544.92164025488	1463.43098990769	4639.21857751234	9720.82636146279	2293.51294270198	2939.96843489869
LP_38240	1610.77832297892	2822.87299678842	1148.16500161777	1271.00700618553	1280.72598294882	1759.0951339777	2274.95736315767	1188.59997963242	1225.92351131787	1772.32734412117	1655.08724737968	2767.24363286528	1714.19631745851	1704.70099805979	1938.0580699668	1552.15523255171	2774.56498760088	1843.82059635862	1530.08517398468	1896.7164817447	2352.97243451372	3140.93382598796	2032.04458637278	2099.68126181356	1820.10816690888	3012.0697832568	3046.86689913528	1998.00749919039	2125.52764202468	2326.59011119278	949.74456929633	1720.93824418106	2467.5106705701	913.017821125326	1796.93356238863	1308.85915780232	1965.24086244227	2825.94995646398	1670.68399007621	1361.81567339223	173.717491614452	625.088066459083	1627.7933740482	454.221515298991	391.846849376744	345.629681814161	870.690069803855	1041.15782099278	544.357920921853	472.01278700267
LP_38263	10028.1850766088	16362.9525030014	8379.85185159508	8143.18399966704	7650.48273902369	10067.2420429325	15850.9226769688	10275.6672983174	8799.97957021064	10799.2644223699	10424.1338001331	16107.4982671798	13239.7135949648	9967.81061768499	8758.15213926185	8308.07836260779	14396.5011487033	14792.8712007181	10606.4257270363	10096.7551914485	17503.8258835228	21005.516381271	13764.0773643293	10952.5249499582	11915.3927869559	16796.374807898	11586.4426890848	14168.4410947654	11177.3804525873	8339.02534593927	8492.22993372164	10700.4548833302	23933.4726715085	7913.35135899963	8629.69184292982	9895.40211120027	10503.496372346	20126.1303964952	14671.7409389956	10918.903436187	920.48978871799	3892.58935220649	13190.5747119239	1848.22916203169	2374.37233264353	1738.50305459604	4919.9162994258	8783.67675787769	2737.55504512492	2968.07173927708
LP_38298	8929.17004173065	17291.3960659216	8503.28427639916	5478.9796521234	6059.14593985631	7696.22228626329	17932.7828820186	7864.23473226452	5839.88789735928	10435.0434108752	11206.3440035098	17952.7820868125	18359.1463242751	11223.0161286447	10945.609251567	9458.82995537041	18714.0620452997	14158.4614964418	11778.3710316302	12450.0834682312	23397.4768233728	24136.7476243357	16498.5304451199	11423.448596327	11899.2570518871	19705.5966341378	16313.9597157541	17516.8484921328	10051.7442321855	11994.5829037556	6873.98661646613	9490.32835547181	24648.1271325639	5685.08789441676	7059.38276570323	7351.78835585858	9747.93077690513	21177.849859122	9179.4175047275	8768.3551807014	763.674325619623	2814.34317593584	9259.34779679785	1511.20043632703	1765.20334320806	1299.27722724249	3109.27479704682	6994.40339797253	1616.72074290833	2145.58313320119
LP_38299	4718.3977219742	5754.23420268572	4033.10527726595	3859.43348033581	4647.69375955757	4804.53167003462	5351.14528327636	2821.34105822227	4630.04531325743	6642.80621698046	6196.15627485214	7852.94307184803	6060.83301918243	8930.82470546361	9625.88244181265	6755.14014287005	8469.08530645738	5487.73972331407	8411.40640192366	10895.959265425	7718.74252674377	8912.42726221559	6917.30957480279	7296.62348224634	7898.57975853637	8598.87299908335	7995.30767741478	7961.91747690319	9463.79822402907	9573.80617935306	2036.39641148331	3183.59462546975	8123.27101433289	1874.17013186902	2487.45981377454	1952.39678927221	3678.90312977611	6393.29302320221	2774.77064218338	2612.59132275218	108.852621158198	589.672619131709	1734.63562221931	250.133673437216	269.558673556066	177.903999044485	524.383255947514	1872.85672113252	328.698980417604	380.129353610771
LP_38328	13406.9664748207	20441.4969295526	9243.8228594903	10153.6577441655	11190.3246004122	10751.9689761186	20146.1144082227	12131.2725450377	11052.88653665	18732.1276813554	15743.0993612975	20437.9359529373	22171.0726461069	20001.7974501892	16811.7250134361	14541.053700213	23613.7228622571	18406.616198795	20562.0496166559	18481.5274943775	26935.8679529745	30283.9387534133	22392.612701279	20336.0084364324	20164.4047929112	22688.4230214406	20592.2491774204	21290.3758951189	17488.8531629813	19054.0732615998	8069.85470801662	9326.7585574725	25926.4821575361	6210.02139299403	9245.54621525353	7279.04119342764	11907.5664015214	25095.2271797734	12041.5195045172	12180.0346485087	539.481069456681	2600.03773533691	10100.0785697147	1318.31150472439	1696.86655886473	1076.10171103708	3076.61144711256	8773.24982216555	1744.95039558258	2591.32813139586
LP_38329	13047.9843714311	16889.6631663824	9875.48943605888	12269.5973772103	15816.2004165198	13007.6833392878	15665.3135744684	10299.2618483463	15864.3715383112	19836.1519633117	16726.9864437795	20617.9586903965	17382.1342811386	25166.0804218308	25949.9667592392	16914.7085706124	21637.2826644231	15063.2576600345	26639.3749690591	28585.283975984	23169.7313646886	26714.2391950439	19095.7507211994	26929.5633771482	26450.084512219	21868.92583686	23862.2268898933	20307.9740715583	28133.393467911	29924.2120759641	8794.22173698137	10762.657398877	23876.6573698398	7910.00350940367	11261.6485845214	8902.80728689002	14053.8624371097	22687.7929522064	12215.3005999842	11027.7605118483	777.093741777185	2850.94978172329	9493.79998551011	1807.06592902431	1739.74701308043	1340.43898876555	3493.05190148097	9861.5557967094	2406.77839941729	2761.55201526144
LP_38347	26604.8914282216	34607.9019686542	17254.3754922504	20612.8465084467	20721.3241331852	25090.4633368906	35231.8869065139	21813.2595894523	23622.378603551	36848.2944604659	31177.9964259378	44031.5996823913	38955.7865451314	41911.1157709538	38517.3098854411	34306.8523426906	37866.3982844089	36759.4984727353	39500.9505606281	38609.7291310405	50680.4609337598	54066.8632957544	45549.3674344022	45096.9018831595	40616.6872260214	42976.0475671623	38148.8007290855	38598.6683956868	40577.3896419555	46750.6626668111	13924.5815079474	20430.0799051744	51297.6174688129	12327.5409695174	17260.3300326743	16791.7226455539	21942.3192182558	38979.9850715473	28542.4756932918	23719.80408775	839.192774710393	4350.32406396298	19228.5224566378	2157.74471757837	1933.32137769084	1983.89198480962	5924.24684957548	13874.6638706001	3334.71879778361	4223.10147347674
