R2_06D	R3_06D	R4_06D	R5_06D	R6_06D	R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12D	R3_12D	R4_12D	R5_12D	R6_12D	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24D	R3_24D	R4_24D	R5_24D	R6_24D	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48D	R3_48D	R4_48D	R5_48D	R6_48D	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72D	R3_72D	R4_72D	R5_72D	R6_72D	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
LP_002025	14897.1347438725	12367.2150285345	19383.2560214376	197890.681841777	157338.027483012	24441.9271476498	41491.9702500525	14766.951424064	79100.5462813148	8953.65123897546	43324.3557247395	24720.7537795157	9455.03175853517	22396.7348728319	9981.5571695	163067.669347989	186986.120182947	15515.4539384135	8223.01799182109	9739.24985051441	10580.5940550339	15735.2785682421	9534.07930975047	10837.7689707902	233187.980587821	195658.868680479	147366.833495523	36661.1685723009	150004.037880787	9037.25275219043	72353.573098599	13732.6076563711	14087.6035149601	239317.121433917	19172.5708390369	23046.471434953	11947.3242220283	292041.958967819	15340.941328676	32564.385029671	61247.7010641874	29413.913846632	32546.1973281345	17708.1641429348	151509.143288872	11051.9290539941	14112.2866255651	213620.642294491	20464.9077205129	176413.42538223
LP_002036	1352549.31218447	1496360.14604916	1263284.79874358	1402374.01975317	1421705.9241595	1431284.36045089	1338269.56722155	1441178.23771324	1480754.97437938	1686702.76072382	1455945.41564555	1368160.10817579	1590662.5851201	1613958.89649631	1664704.24841318	1507389.26659393	1267089.06143602	1516489.91137663	1653594.63576244	1834253.46169867	1711233.51880339	1585381.55160364	1725606.51540394	1782068.3525086	1621238.90647926	1335452.78685762	1541660.17786687	1489615.78908651	1641748.4309403	1857139.72212172	1325144.40880927	1460534.16907863	1676436.94441368	1224666.65075798	1674152.37819599	1566218.11709504	1554385.19450614	1763677.60220853	1642084.82841911	1528277.54666132	512186.689042853	970870.028375552	1592132.73655791	855533.469593575	828775.841876691	822961.184112871	1236756.49719184	1342593.58114026	1084021.06764268	957449.969699127
LP_002047	2114528.34530295	2302448.08636646	2072176.48660079	2261255.61613887	2195965.13253789	2152195.31251327	2103908.95692523	2444469.85831242	2184467.50469961	2571319.95368187	2053986.38660616	2050909.17609573	2369039.35783675	2459359.02430776	2207372.01540948	2059285.66128679	1952172.30629332	2387048.50476711	2455581.55228001	2394224.05273403	2357538.9665876	2404649.97542345	2559898.41855669	2402095.21131352	2098608.9063043	2086865.09516057	2099812.64833051	2310145.66004263	2357150.9479443	2366729.38083322	1561774.89389163	1567293.65140962	2347308.36147626	1278503.05404368	1599748.95470586	1892111.18487318	1754347.25712432	2281222.51127633	1967182.59048035	1677189.81081743	473470.304100108	865621.050289738	1888484.31859569	749410.728795496	823099.413432695	872029.762198281	1209261.49955327	1646526.0856554	987783.690769975	944136.415461719
LP_002058	1405246.68311124	1644544.76229121	1642338.17330478	1485196.74792903	1494362.19818853	1425622.28942678	1557230.90835265	1912167.40215757	1573209.80565084	1805039.22442473	1357620.55198803	1566204.00869746	1950526.21225267	1704373.62301032	1535298.72578166	1376267.18811988	1474053.89645815	1731345.41351489	1681927.26319802	1625549.4655442	1526193.86114168	1571726.46343201	1838601.57657559	1413223.94161113	1377733.23659822	1363059.34015114	1347299.6845523	1879173.86264929	1474838.9049631	1576849.51277046	768447.378210715	828818.737562572	1478582.77094647	609210.067903831	849937.605001465	964077.112837257	930494.828491227	1538772.05393941	950210.985838938	930985.547175018	218035.811832172	401817.950647432	979868.915960699	324947.278773341	388382.807442022	361816.910580728	553527.824924631	881021.82522668	386664.689743386	439436.939429256
LP_002069	249087.548567788	396498.657730803	442386.660861358	249358.476909918	300691.23106807	248436.411683452	389817.708861575	478205.208913502	276699.631487872	375842.824781771	278865.992156503	335764.714678503	446261.847888446	298065.340974489	301583.956756174	248432.204554583	308380.384836353	416083.032760386	301610.420537236	322718.368555797	278025.835554979	340813.411641259	415717.522115894	227880.888315206	227926.887975492	315735.042867773	249386.376378506	403760.348552564	242109.467336176	277749.723087236	101331.982050816	110243.904674467	245393.054645498	85790.5294780512	106643.617924701	109748.06739481	153159.785720577	273797.477114947	126651.93341981	133477.915884425	32188.7016588447	56128.3094109016	107605.46086571	41044.1411547013	55647.0333949399	46157.1879794327	57354.0311145795	127688.652658043	41869.0190485892	57987.6186653963
LP_002135	6966.25390228216	6970.16743817148	8980.69063673484	50595.8825979423	35218.0379951933	9315.29679149752	14411.3741107921	6537.36676595458	21509.5595032477	5161.32544507046	13170.0951159013	10020.8871285199	4854.61760282236	10008.6898909305	5258.21788272224	38241.4389139508	46888.4340143243	6685.48216108651	4874.56905755601	5579.83988034678	6654.50651778834	9007.12547267327	5987.53913029098	6359.95048274863	57790.1305673607	48938.3456604255	38547.4766510446	11288.0731706052	39971.4942994738	5441.57964200527	21075.4621518865	8109.91739046926	8038.70304483382	68555.4935928385	11497.7621147707	11827.0166715963	7134.99963404929	72619.6615584041	9403.95366753023	13273.7885633229	21539.4980278618	13869.4946553419	13566.3617134007	14023.149349822	49540.6117863692	7700.07599714837	8419.81463986513	59130.5430975444	13695.2916626565	52933.3838996089
LP_002146	176342.664800284	193102.204150138	163948.276428107	237282.169989958	231385.151553333	201501.225012496	182213.536098179	166656.457050436	198800.853964131	224451.387460568	212029.823109719	199658.997365783	185909.120143288	238475.60732127	236031.234489988	239865.03923803	202046.648231638	200446.912836002	215463.304057234	260890.048428302	235342.96340732	220028.801696601	228222.171765748	267040.28298174	308637.779812492	216544.370611927	260830.568503887	215637.674275835	309381.700227469	270503.003448088	211139.232574351	228791.548066505	255881.830780599	248579.869164559	294527.477959449	226766.132905077	245720.260946687	305946.327071118	270862.497136872	263782.749633333	87325.6935630229	162095.304800767	258450.402292333	156242.301999882	147323.643565036	129437.50861631	198421.121797855	233041.030783585	169792.848121905	180138.025587408
LP_002157	408265.025087392	457795.753001795	410020.483355459	458661.479671896	471232.737556547	433794.428412375	411856.140991413	438116.980532588	466699.104639172	591617.817697074	443271.146847142	447520.738753319	517182.301639428	614272.216818864	603403.968758959	432651.232645803	402231.719568875	504133.466085412	577094.721910582	631396.314246847	525246.672653466	476093.280022772	548527.221961703	588079.307054844	529852.385255881	405716.947414516	477260.650847988	481928.822941747	569932.833173896	669592.905958046	351741.348637611	391356.764743855	517459.88052724	319402.875265852	460007.676966382	411983.984495434	433684.109541344	501602.849932205	476471.784941689	417584.689099112	102477.090774945	218678.809126688	437046.925555703	192728.296080411	176404.389606719	171749.325214986	283684.877826792	336733.741676187	252704.749664821	204210.010264337
LP_002168	465019.104777368	557106.300429953	508108.37810652	499488.927109484	572865.133754777	519626.474969186	512107.813145106	599910.427831027	560639.234890381	696864.37957135	484389.479358675	541037.538246615	610059.229233415	652198.49212823	570171.770522047	495301.940649874	452834.747329155	590244.128819115	625316.334638941	649778.290511587	603452.159254638	568933.967270614	685040.085065348	606486.878151092	566178.002352853	447490.927704483	507681.072240396	550457.522495083	611117.498876358	638916.010371533	331675.543181721	359388.165742017	551364.893192653	283963.085215637	381276.302569672	398985.730083472	386689.175785774	583296.794404468	471773.990337131	368023.244353597	80081.5983156124	172683.723608826	387923.082491648	142612.478374105	150603.665138071	142476.868767955	217271.181834884	305617.104373127	191533.009047962	170099.488660791
LP_002179	814203.768009606	1174851.71391818	1130158.06423739	730207.473411863	813150.627114245	829958.770089886	1125599.63016312	1106697.1080399	811796.554877195	948100.586078471	595613.184097308	822369.448094308	1053980.02239022	741460.418267232	663490.845982365	627623.502904229	875614.878098792	1001481.22901111	662327.112108517	646563.766916806	754505.712664121	833422.873817285	1075893.90952593	662288.92912189	485823.910926743	694163.114770385	635449.340425068	864637.681975933	618471.764725652	610574.53269909	261879.382381233	276932.587192804	633812.865244045	223036.05628944	248480.160230308	308017.926351277	277337.278894414	686278.222036092	360908.369225893	284101.504028964	44297.1777906308	95545.2158127323	247322.056295641	74436.6688179762	97256.5620944639	67415.0963296289	131153.773391296	196865.284065714	106384.948410802	99147.1659884907
LP_002245	4935.72992646041	3817.80538312406	4620.66152836801	50368.2773116241	37438.7804238834	5769.92300187126	10511.8271383482	3186.45914041612	19483.708435195	2946.50920344934	11157.679883156	6766.78516190152	3528.65997092456	7819.82880464892	3536.73877540896	39778.6063693967	58870.1924268712	4717.71209860572	3029.53517800675	3675.15406757778	4677.70404632818	7210.30389082741	3276.76674337569	4501.87551734193	77326.5473951724	64926.682527959	46300.9715942573	11177.8215433412	44897.9781197651	4185.67359571745	19598.8425768493	6597.75094426502	5426.10111188209	82373.1670765562	8866.45758517293	8828.75889481323	6352.70789016841	92180.0700566734	6288.07633106211	12187.4276386813	18907.6971936507	13529.9443237969	12761.8724459377	9768.43084664867	54158.5539573393	5184.04864299687	6682.94022268832	75415.2156451764	10913.5842270071	74284.7361781857
LP_002256	121248.242676258	116994.060207739	99251.5436055591	135798.822132235	128410.204808804	124937.950071211	129484.361295425	100059.430697723	123411.805095428	130785.951022465	134963.179528637	133811.436278551	123607.41007396	144048.527791318	146853.53045789	150231.821502445	172633.320603988	120992.823170854	132273.193853941	164005.462651461	166862.77835796	171819.979210459	139206.337365265	158731.003841099	203274.343591866	161336.336352677	190385.818882566	130535.70092136	195066.637372536	174810.256989862	132244.816051026	143765.237238829	149777.075216751	177121.530397197	172406.971728119	153202.987149817	165430.381000342	218102.082187238	144859.042399665	149396.642118775	57939.5890421988	113438.052778968	168361.329208704	101759.506577871	97781.8431562485	89610.6346859857	132372.088104636	178251.431800059	117059.174180571	131662.059373285
LP_002267	177792.788771898	206799.701762029	152017.146952513	198544.44640309	197467.40129022	194915.092291911	182974.70125416	176134.67135968	192139.843957154	249945.945003554	199214.542995919	205053.80394131	207424.939072574	251707.319913088	266051.543216461	203474.319088404	197579.258240692	210306.79889567	228592.108302364	295241.684979991	251048.526141029	240683.039525363	243154.956562951	296417.447327108	268463.886111285	197937.422816114	242093.268101297	213308.399616944	289096.495229805	315572.994900736	165999.039184712	204876.404064734	255287.063263269	174715.684477206	245599.8641807	185531.681969116	235065.895701249	248852.424169871	211704.092686533	212400.725946435	45097.8650569381	107584.162836683	226901.46986552	98499.5611332228	86235.1507669038	75814.7108654863	150439.859341895	171886.710863214	111622.783279661	113554.154614237
LP_002278	157316.501485883	181525.083687686	142097.593829099	160202.947878625	170628.415335577	161694.935108395	173826.449041934	161629.087983952	164683.4835644	212361.139103777	159346.285746504	187486.460357589	206501.614878851	211001.229675631	219712.00725667	172050.238582673	164541.007567594	197271.057157612	210083.397170358	250759.338549384	207027.993907899	218125.793979375	213028.171632137	216546.782133904	206886.457540984	172046.885143054	188542.685327255	199606.955774811	217676.983225343	243999.564986808	124084.246295494	137744.820475689	218685.711056372	110415.567295662	156477.525028571	139445.59161792	160004.988523817	205751.65982598	174165.029937072	138564.820041741	26317.3373713029	62347.1849107378	146789.704408871	54528.5847632746	50188.4290138336	44755.8245724798	86031.4043684968	123766.533121547	62185.3149810855	60552.4798464706
LP_002289	348689.608056324	455262.434953487	357219.127232546	338139.412295053	349499.186370139	337117.524382351	433052.91567097	371210.86200767	360546.156194837	464861.790434547	332663.368038345	424790.564883422	466295.172609264	422369.22848299	400048.511087728	312077.446521427	374351.898107355	421918.151464717	429377.740483222	456294.3194951	420656.114042401	410411.615724035	476816.956660028	397452.666109343	340647.33975626	364056.517817237	383115.069319878	461619.300259958	383457.690310079	436080.03693706	179557.462215625	202406.153687102	388604.522963957	172633.38858616	224448.501334985	208417.858762156	225977.105540566	382737.965486831	272903.629000699	212197.937570181	29875.194313281	81188.5831753364	195175.212089579	62336.7022361666	68905.0899347679	49259.1499160562	108826.136538461	185682.448364148	85389.3268195329	80734.5925584752
LP_002300	1046149.52412717	1501985.27193618	1258834.55287312	978647.379192365	1031889.93653671	1081473.04592813	1415311.09007508	1279351.93103579	983438.997517979	1240335.15241994	934334.243602487	1225065.97189955	1303950.75098822	1103583.28824878	978668.783848946	971285.273517878	1110631.52908575	1290256.02173906	1022297.84062573	991824.154858564	1156789.39744653	1309871.32009991	1447793.11989761	975807.043561633	872011.48120608	1145442.9349196	1089823.47874024	1209817.46178284	991759.741319407	1033391.84263175	481443.542006545	488406.070737889	1012522.5778624	410640.149707839	547337.891021018	518914.093991008	508181.351236231	1023603.27557398	665312.694330281	551056.260453789	92752.5396903455	199995.741418114	492658.351021295	151095.02612621	192502.119132422	134092.240652405	272118.374577717	453101.477900228	186713.973262539	184717.717676697
LP_002311	1493668.9055976	1932781.79535407	1721672.07208444	1479693.59848018	1591015.97196456	1588855.4930077	1837831.46165386	1776971.87888064	1482145.40134795	1869681.58064886	1397458.47678866	1818850.44506035	1860504.7801274	1729444.81555385	1508457.31387485	1488261.00650289	1603304.95959158	1829048.0560992	1562253.93946432	1617078.42248579	1654991.40711622	1855434.59329027	2033593.32952506	1539289.04840326	1253036.42717344	1613505.1344686	1457632.08630314	1783872.74231163	1476936.66028112	1573403.35112856	615921.0390113	638234.983653995	1349504.36124762	498614.635225502	599047.355203714	701300.84432657	688405.753983204	1426150.54744834	897623.664944101	667172.338422174	88862.2851794727	211537.173931041	593981.475146089	142972.72133713	206716.926671917	133953.839416589	282966.648100245	541251.401736654	202750.753339593	213858.771960798
LP_002355	94470.4845415799	97341.8007139484	65440.7226258599	101235.579850218	100726.767057316	94889.4276485024	90980.3576206906	70669.9218588988	96308.2302798252	113419.463007269	113969.683149526	113805.232565223	98581.7066615889	123706.35378367	136357.750485475	128861.41332914	148031.111204394	99408.6465065919	112659.094491525	144452.408105761	165240.105744207	166836.288788372	106904.11988222	156926.446178562	209800.474168456	179722.978938259	178739.603287852	123307.14165687	184742.447051413	175026.095691001	119369.584137301	176847.040220657	167094.167280161	158251.612429169	204171.217657282	151871.473490267	193263.50657241	208148.264625848	160455.88661019	196014.483143731	54631.7029593597	128647.771470625	195406.197767707	122747.817345424	87982.03851921	104797.656920218	158545.867357973	204731.794625719	139840.663056118	154116.228162309
LP_002366	153023.597723086	173908.248157025	122458.928856102	149206.853440243	147222.147378031	148525.275530274	167374.929683658	121384.864494116	153475.847674974	192072.09114945	180625.361874519	195435.937545033	174568.229555889	218642.245137497	220304.2167062	176075.447155934	195452.217977761	164770.393908393	202940.437161549	248558.317113129	247280.501778794	251348.522462274	174369.817893199	244339.078775955	227616.249877649	197058.707134637	236898.009777792	184418.669463099	252989.314755371	276014.746855866	167773.063756068	223089.64288517	245627.56003578	178831.835604508	241083.053142252	191866.105330571	250625.806089916	254549.998968169	198197.663612223	220270.588180401	45946.1570174002	123580.547861565	243228.107295434	106762.779614594	78534.6874433761	87953.014453633	154087.574244813	206745.132077608	110335.747963683	111530.210721093
LP_002377	114731.750874684	137517.400838159	91594.0321461089	117348.667301285	115358.622724858	113230.729969465	124012.021401794	105056.472831233	116287.341674207	161320.963150342	135523.37535343	147797.170014056	143557.596197084	168089.156047599	171622.636024297	123320.248072711	140940.595288521	135751.941997025	172067.255027475	194890.69660759	171903.038347909	174308.478990932	161467.948225459	188390.888363784	180279.904045289	155488.574893566	169182.753881817	148159.379966444	195736.870664684	211788.660583557	106757.064427469	140308.350858007	201655.594606405	109943.793388979	147540.289653593	130276.350540019	167231.705660831	184123.966030311	153158.800123384	131675.875874036	22627.0184678961	67977.1132170043	153034.238930291	51603.7810791206	44302.3798025792	40496.9172520542	87652.7678765017	123650.288643268	60419.4482871228	62633.1201780389
LP_002388	91455.0617134483	123574.878238713	83555.4500085852	83962.2572607717	96906.1711495646	88616.0956065786	113488.540438971	91931.3400564044	95257.5409538776	115084.707015888	94626.3449236366	133404.069163425	130293.073271422	125305.965345669	129071.932533061	101690.939927474	130737.727157807	124294.062023226	124095.780007867	161352.046938754	144359.314072835	154880.687688729	135846.589650106	132180.22849275	137176.013749568	126721.841332954	135102.584773779	133722.787883342	142391.94049182	161956.058687046	79394.7836748199	102998.06032524	179563.354321103	75550.8752418472	108490.516041208	94082.9943111819	119322.321157876	172418.446887066	112019.522922026	101257.060257014	14501.1580326794	44276.6801585507	107692.44518447	30476.4207582943	33372.2582786392	25552.7235721521	57974.9422569226	93616.6599091316	36180.8847388646	36935.6815000253
LP_002399	107784.665449168	161091.505009663	112127.477263185	103327.281770005	102473.152191514	106791.407688484	163306.60882339	107483.893692146	102316.600920838	134928.669410875	115264.900936402	172454.980555323	170433.972678176	139942.656437946	124226.566799537	107763.321087311	149525.819401484	147016.596704721	141196.570754082	152035.454195808	162732.811234152	190223.101002942	173719.326515411	134788.57597795	119212.185111789	150909.527874441	148075.58390853	164443.163754615	134123.276578952	148035.325818354	87813.9002300629	109013.77089882	203952.287141191	77821.9951747172	106230.205039884	99342.1807237691	111449.782117941	187113.122558396	117031.553033914	92786.9087279143	15987.9540298874	43799.3225673559	107276.252159167	30521.974228907	35558.0358542282	28053.4043307956	53399.5505635949	93486.6247669231	37543.6338500004	37729.5554410801
LP_002410	211012.616407459	292474.122109227	231219.237102617	215043.138468474	224487.657033969	223613.979974349	278977.082596777	245524.905435263	225685.422443933	278976.406279921	238097.334713048	263654.631329909	289748.567420057	278082.704922777	255172.998165706	217132.373597538	259950.224747204	272588.321342967	263143.560047754	271985.596789762	290710.739499305	324992.645225025	296392.052049111	267061.987539225	243380.359084448	272808.887659356	255667.048006381	303019.637621385	270326.101719596	277108.228883579	143725.180524728	153966.330945334	272845.561302926	125184.030064635	165097.695855238	145888.494469564	159553.634448112	264823.528385916	204224.634776325	155230.587770332	27582.521295966	68685.2259347574	160762.330182868	46005.3987805795	56843.7240382513	39859.6263839003	79972.1929335157	142408.513864937	56787.2846171903	61101.4120396344
LP_002446	99358.7368873141	116590.523252954	157164.110236881	107514.005030205	128464.631716252	91131.3361252891	86012.704068043	165552.025233208	109551.465275793	173939.022214532	89263.0574036769	116916.862004459	179682.817408215	126408.244879705	153423.722035853	83816.8266400768	103436.167769622	120926.185875255	118379.365210125	164530.862907199	122548.139211097	119326.961629146	125900.857407709	165564.322022444	181296.977635654	90426.8059828981	109502.121912449	104828.771082165	104211.003450799	155706.06058589	213753.761153943	190368.481389162	228222.993739487	162641.834631347	275038.718582328	184368.850733944	145749.205625246	134799.976957687	145809.326479795	193033.15635477	194426.252469111	210625.827796119	310378.338707824	243891.988176695	201614.15262025	215410.452074219	159403.887436707	209841.677062012	218826.29839139	221099.660193517
LP_002457	1899938.85087041	2046571.20039408	1475581.62965565	1457653.33318654	1298930.62212456	1885052.05742808	1549375.03428956	1465721.98240088	1498074.95796505	1875673.44940569	1542332.13861758	1831125.19503476	1539889.29798285	1442770.71902158	1669159.9158565	1421049.19947179	1752855.50674598	1315914.42265587	1647074.38878391	1699520.25714851	1967358.31043313	1976962.92331857	1336257.58994283	1698581.82365876	1710696.51665808	1787880.6087265	1822208.24206387	1160450.92371272	1585766.72717364	1818212.09540594	2043471.30186455	2181524.4181054	1885787.89496343	1836131.42547917	2365450.03012052	2305533.29024548	2187411.02358654	1539342.50869863	2061049.18396325	2091441.93350866	1944530.14619048	2363977.71856671	2610188.48214755	2977365.22942552	2182797.87928038	2591180.32921456	2447056.99876661	2075392.40537719	2945625.29160005	2341214.76724927
LP_002468	224150.81414679	252404.879613043	148051.946764991	146350.521706103	140401.073124137	191973.1700237	166475.760523528	166693.623371116	170144.993492331	243073.610236862	193856.24725224	255877.283594804	210843.52750761	208789.658558307	262267.697290327	186428.945148731	224011.831557257	124800.377761347	224662.900696837	284344.830930846	288169.106794488	248719.648081399	140693.111992442	329322.014375544	300959.717185149	203852.315107412	248789.969731628	120683.984349146	199666.452668907	313346.07910173	264296.548599987	405781.021827252	227058.670181768	269164.391963831	452947.673959861	268557.622465835	383968.191884219	137385.871514864	343364.864900474	398825.183539883	270860.61779248	439516.035635229	359237.942689049	532017.545236749	295153.298101134	523878.337206131	393385.162169123	261784.679072839	466507.534659918	430949.17093616
LP_002479	132629.024363697	124327.471312497	99149.3781594109	80174.6879635274	84827.2689143616	116582.298764457	93108.3597408113	97129.0963723033	87108.5629335815	99545.9417973957	97340.2072944455	128315.806310304	99305.5198384079	83568.982131149	91867.780646685	100664.71251323	121873.695079716	86921.4666966784	92345.7275191454	101311.766315956	121095.545384647	123252.569949416	73144.7817010746	108327.927201897	112558.947824878	115826.344805571	135611.51912394	69825.3397123057	87215.4703072595	104294.587798608	140346.583914047	165860.714032356	122634.278883375	126148.330552036	164705.959427864	158181.669640762	150381.69627006	95687.1447357592	111967.135765244	141118.127648389	116043.743944991	164421.311508658	183963.95217909	182527.423025265	148530.869725238	159826.649123621	196315.920260401	171004.282464878	187978.169293201	194908.758495222
LP_002490	11997.8784021251	11267.7862114387	13608.0400702328	9892.54413762734	10742.1948087749	12730.5230980899	10720.726675876	15238.1468936896	10801.9609858322	13618.080564848	11009.0719680852	12591.4965927027	13339.4595662576	11112.4302685605	11527.8024634837	10821.256875008	12303.4913077698	11118.2779543277	10886.9742833098	12471.9454938514	12829.2704236727	11890.0940651521	10504.532943772	12834.7656964037	16068.0034653394	11460.2301575181	13674.4406926366	9608.243247298	10270.6523946531	12234.2124257282	18836.6465464726	17452.3454199992	16828.5964332627	14799.7049280251	19153.5927488625	19553.2596018002	16508.070214899	14035.4751405104	13115.6092269343	17935.8995704021	15849.6861169782	22400.466973847	22373.5416341025	17944.5293616731	19577.0974858496	16424.2553682072	21504.6773189774	20534.5721657452	22525.6629349436	26557.0036220627
LP_002501	116012.825432764	105036.047357249	117149.870152839	93659.9743295548	98136.5833943329	124059.385772422	104968.579127016	109753.125846517	95188.8739994885	107936.185570994	106988.501674171	127951.040092517	99425.5608849407	93406.1324630256	95000.0101419464	108871.84396072	141789.955619518	92367.1831173258	83613.9826103318	94049.293499628	115712.330607598	118827.090897405	83998.8777684243	103839.536900123	113883.63578079	131350.483068118	132055.031238985	84638.391287903	105889.301313218	93217.6593206496	142379.317363098	130179.169154095	124377.82216515	137203.262706151	131131.620600201	150542.375062721	123290.0347404	116340.782417525	105790.179952691	129642.400322563	125702.040085633	161669.699449205	138248.018416458	119796.717888022	150129.503844993	102597.268320207	134116.882050654	154395.73449611	156094.038614099	172791.366442788
LP_002512	337283.894674484	266646.303963034	273971.069014138	272938.248739408	252702.836840003	350923.063100623	294580.727299489	255949.077509159	229266.028024229	249240.661660175	316114.056919229	357019.783303633	195047.740742887	237416.325283691	202730.567189834	310120.235656614	391415.27210195	225695.496192066	219866.911183687	212718.974427375	260434.014602533	357352.519588041	230619.7283169	258636.017319601	340012.832441075	446204.664746569	410644.94786476	232075.671379433	283795.427289724	235565.797243004	323257.861016635	384469.945613327	313228.821166295	400132.055173614	316868.398751149	369972.353090419	336190.293142599	362318.317490719	246810.220099456	360734.713099603	160943.17965546	427295.99924097	298446.60927623	334152.01680717	427081.327801136	225574.799815158	321521.424649663	457332.189966995	345295.441263863	462930.806677178
LP_002523	347256.751370665	377391.084147681	296751.193201386	248201.450827794	267114.24478117	345304.725256363	283108.681830409	280815.575310293	274571.877931588	364999.219461948	289420.795387998	360568.132218896	338973.534874544	283505.575471145	392557.573630725	284454.803863015	398982.803491648	260677.341493398	302709.139722137	376577.985577386	391372.137773192	345377.046130252	237868.734371406	380533.597228592	360117.060379889	386756.040431289	377937.653351117	222636.827249031	287017.063678115	390990.72792066	384439.382486159	452919.024592804	440151.842860401	384968.093560324	459713.849068911	420258.79401569	420741.827333923	310331.387573601	341553.478770674	414395.605844501	334086.93645605	495787.300206747	506586.257240197	507304.144491564	325785.880757205	510683.365707993	447087.851211474	447707.923123487	527193.278483186	494187.106951503
LP_002534	55893.7871201213	62395.2506373271	41562.6160445239	35212.9573199586	33811.1889352066	52420.5364796045	46850.3023453199	41692.639948755	37710.4051840506	45767.8346954831	37708.2085236819	52215.8323061997	43109.6200320745	40873.2716131208	45605.8717270828	38843.5502168224	51427.3995688448	31801.6222355527	41851.2495162736	44312.5782259109	54930.9217751047	50732.3450035996	33949.2158062668	51893.696651712	43447.5787038377	48407.5929059967	49068.2353670166	29112.05876644	38595.3455150314	49683.3062669334	49477.9107809774	56790.8491569629	52882.8051875898	44645.4246647871	64253.1313546854	55246.026232924	51921.7095123224	33768.339960896	46359.7775955608	49844.6473479669	45193.5742500332	66992.367577348	68380.1289765048	72380.3484804327	46188.5164721452	64773.117273773	59990.7447390135	50311.3575562129	69683.7659804184	63229.1944397233
LP_002578	2193.8027160704	2467.55574487851	2134.77558642858	2033.12390876164	1774.48170955794	2471.05414528893	2003.82089448308	2213.54509279427	1610.37353210137	1873.78798666382	1468.28882474316	1823.90088486476	1492.99144193293	1574.41809684659	1331.96781244759	1666.7284619826	1755.42102528321	1452.17136716281	1688.8327081824	1613.56191200193	2672.06134949133	2007.5336514018	1928.52872351739	1409.93194635537	894.56661826422	1399.47260166474	1599.2405693732	1384.77551236027	1230.21976029744	1280.37136306197	2293.41967814601	1458.06309274096	1868.48397414294	2202.8251322652	1975.66522564831	2933.81414453825	1687.4110416644	1552.86588457721	1844.39951052086	1614.52151929177	2989.16125581513	1943.57790086457	2272.12514684023	3121.0861096422	2991.89769786904	3101.89146756249	2149.14174422413	2266.41914015876	2834.58957639163	1885.23059035998
LP_002699	21017.3065456571	23281.8717111665	10113.6982522492	12178.5892209503	10447.4378405692	11677.511644452	9461.95870737687	11157.0566061444	13955.5879219152	15416.074650409	20005.9680351646	18159.9744761045	13176.3359915835	15564.9841542388	19123.1120891617	17648.9168235934	17445.151905609	13152.0226743207	14505.513497936	14017.0643002736	12385.2715024649	14857.2073277637	15394.8994389171	18179.3641587736	27324.415031165	16559.8356683604	26412.6765526139	11066.4334834741	14746.8641752834	21817.7421385675	24519.7894888851	36898.7841698854	25227.5401302923	31761.9210221072	44171.8373811389	25478.7504839774	31381.7276379692	21342.8335675957	46432.6970204669	37578.4346292863	70072.3981357318	60844.8609868104	37702.3024255344	102439.689057482	74012.5104195256	110745.073411404	49870.52818722	25385.6900161906	100380.406441087	90506.8074795896
LP_002930	34429.3204956901	22714.4432759996	22175.0040235108	7767.43577242195	9852.77639379576	22168.7081827021	19700.325497724	20171.3963548989	9324.82075639875	16427.3074600595	33252.4555629467	27258.1023107448	18753.8321296019	7558.92822556551	16909.3989131087	20621.2413591586	18898.6868634908	15451.9129698746	5329.1251367064	18616.5822768709	35505.1973274383	34033.6074595224	12731.4656990092	7597.83145509974	13539.4989613287	18298.9496030586	38739.6023945137	7409.5994552539	6012.97434448372	16489.6720694915	67653.3926082565	87006.148919237	17983.8719197579	13112.3754201283	44226.3674192141	59362.9296051063	76004.4952196311	11525.8246908217	23265.2164741468	37346.1603198638	136631.33294906	118600.211381968	27602.0277862165	54735.4585418768	63238.5396634467	183304.340725396	111769.113780607	27186.8763211312	55763.4466917377	67218.4856790908
LP_003029	213420.910725274	239278.524667708	317518.976171433	294671.234162165	303578.700088603	277210.86939428	170996.755862669	330386.619205219	314108.369153484	354289.57735767	245798.893327381	241911.87951004	295408.80795318	321985.023554863	405046.63763042	297441.826667343	237859.80402649	255591.606225382	325173.443628812	353997.537585356	252713.129383459	220728.472220629	213560.198898567	425901.38824468	490022.39070777	247153.475322976	296285.382200463	308856.708766429	372870.812534194	470636.374170114	446633.632029472	611405.424808401	288643.894524903	644320.717082834	682836.902170719	379627.739180828	517396.105528675	268266.113977324	587833.73611134	669477.789984476	1086953.75726052	790427.368558675	628511.308649712	1321589.65025284	1081616.86528756	1378738.51626763	806450.215449608	532241.03705443	1138894.32400102	1019194.94256456
