M8R1	M8R2	M8R3	M24R1	M24R2	M24R3
hsa-miR-3065-5p	0.0142127383856405	-1.0126815441959	0.59516179770035	0.342028952430441	0.99301568903875	0.84684188463873
hsa-miR-3074-3p	-0.117032929382432	-0.117032929382432	-0.117032929382432	0.83770058764762	0.83770058764762	-0.117032929382432
hsa-miR-30a-3p	-0.0025082291229328	0.252905597773367	0.152618440982268	-0.0831422752026327	0.252905597773367	0.152618440982268
hsa-miR-30a-5p	-0.129919880350133	0.236211596700066	-0.129919880350133	0.493752663624166	-0.129919880350133	-0.129919880350133
hsa-miR-30b-3p	-0.434787735691478	0.298045678570882	-0.0364661740776282	0.275194796224962	-0.847802720145408	-0.734808749461208
hsa-miR-30c-1-3p	0.463060594991578	0.843261053968959	0.463060594991578	0.858000082688178	0.134823314196499	0.463060594991578
hsa-miR-30c-2-3p	-0.0661836402708857	0.153695934420334	0.0434628222877027	0.231052230388373	-0.229016058824316	-0.229016058824316
hsa-miR-30d-3p	0.52302463379758	0.21358789867	0.000434576756779936	0.2673870287189	0.36318913545861	0.23044079371748
hsa-miR-30e-5p	-0.0533062822367185	0.121577603946231	-0.593074693381588	0.161203077715451	0.301629837632052	-0.557167658684459
hsa-miR-3120-3p	0.561979328757402	0	0.653556428629142	0	0.387587490732502	0.455373714531322
hsa-miR-3124-5p	-0.216389153299191	-0.216389153299191	-0.216389153299191	0.252752782998101	-0.216389153299191	0.738344363730861
hsa-miR-3127-3p	-0.184821690526744	-0.184821690526744	-0.013813002875352	-0.184821690526744	0.202765800205758	0.270552024004578
hsa-miR-3130-3p	-0.173523986560274	-0.173523986560274	-0.00251529890888191	-0.173523986560274	-0.173523986560274	-0.173523986560274
hsa-miR-3131	-0.56455165711838	-0.56455165711838	-0.56455165711838	-0.56455165711838	-0.56455165711838	-0.56455165711838
hsa-miR-3133	0.892745701356421	0.941811978202651	0.600786350666811	1.24144570764985	0.470143031401121	0.470143031401121
hsa-miR-3135a	0.33818076898188	-0.223798559775522	-0.223798559775522	0.73093495725453	-0.223798559775522	0.2315751547558
hsa-miR-3138	-0.878994903493748	0.980528525340884	0.579183487361834	0.847041289785034	0.422315268272744	0.0757386135363038
hsa-miR-3140-3p	0.561979328757402	0	0	0	0	0
hsa-miR-3140-5p	-0.0645979151220837	-0.0645979151220837	-0.0645979151220837	0.404544021175208	-0.0645979151220837	-0.0645979151220837
hsa-miR-3143	-0.140493534210637	-0.140493534210637	-0.140493534210637	-0.140493534210637	0.579279977940285	0.314880180320685
hsa-miR-3150a-5p	1.10612789187722	-0.271208295108135	0.382348133521007	0.683525221921917	-0.271208295108135	-0.271208295108135
hsa-miR-3152-3p	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819	0.610847440712732	0.346447643093132
hsa-miR-3152-5p	-0.717135008824773	0.038426791059059	-0.717135008824773	0.237598508205279	-0.329547518092271	-0.261761294293451
hsa-miR-3157-3p	-0.223798559775522	-0.223798559775522	-0.223798559775522	-0.223798559775522	-0.223798559775522	-0.223798559775522
hsa-miR-3157-5p	-0.447597119551045	-0.447597119551045	-0.447597119551045	0.507136397479008	-0.447597119551045	-0.447597119551045
hsa-miR-3158-3p	-0.482734987414017	-0.660395199580797	-0.274152484087467	0.121291936206403	-0.664612753575157	-0.109680854286997
hsa-miR-3162-5p	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819
hsa-miR-3170	-0.0645979151220837	-0.0645979151220837	0.588958513507058	-0.0645979151220837	0.322989575610418	-0.0645979151220837
hsa-miR-3175	0	0	0.653556428629142	0	0	0.455373714531322
hsa-miR-3176	-0.10892607143819	-0.10892607143819	0.0620826162132017	-0.10892607143819	-0.10892607143819	-0.10892607143819
hsa-miR-3177-3p	0.38487879525632	-1.32421815488787	0.13396023596771	-0.85507621859058	0.13396023596771	-0.36948463785782
hsa-miR-3180	0.290771033649267	-0.271208295108135	-0.271208295108135	0.197933641189157	0.116379195624367	0.184165419423187
hsa-miR-3180-3p	0.290771033649267	-0.271208295108135	-0.271208295108135	0.197933641189157	0.116379195624367	0.184165419423187
hsa-miR-3183	-0.194725033548957	-0.756704362306359	-0.585695674654967	-0.756704362306359	-0.756704362306359	-0.301330647775037
hsa-miR-3184-3p	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-3187-3p	-0.817254695197343	-0.623672224070913	0.0789443669008367	0.714923607096957	0.367295434195687	0.228609317941507
hsa-miR-3187-5p	0.0124480607310373	0.206030531857467	0.104025160602777	-0.0803893317290725	-0.161943777293863	-0.0941575534950425
hsa-miR-3188	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819
hsa-miR-3190-3p	0.305150316632243	0.498732787758673	0.396727416503983	-0.256829012125159	0.462944500025763	-0.256829012125159
hsa-miR-3191-3p	-0.147902940686969	-0.147902940686969	-0.147902940686969	-0.147902940686969	-0.147902940686969	0.307470773844353
hsa-miR-3193	0	0	0	1.35471049662634	0.387587490732502	0
hsa-miR-3198	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-3199	0.486083709668848	-0.0758956190885537	-0.0758956190885537	0.393246317208738	-0.0758956190885537	-0.0758956190885537
hsa-miR-3200-3p	0.441970768449075	0.159276282136465	0.191052209160465	1.36771813831929	0.191052209160465	0.726365702575325
hsa-miR-3200-5p	0.561979328757402	0	0	0	0	0
hsa-miR-320c	0.407686073646542	0.614632859245512	0.099748731923512	0.397559879900932	0.0228162494363424	0.0157433030302521
hsa-miR-320d	-0.00171264687510631	0.574396849855824	0.185404354168183	0.165618134770373	-0.00171264687510631	0.162125530331954
hsa-miR-320e	1.02033297073341	0.130467074429199	1.02033297073341	0.798222241649319	0.162243001453199	0.311907952493869
hsa-miR-323b-3p	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-32-3p	0.4015317345333	-0.55200341572706	-1.1365565279595	-0.35283169858084	0.69813201762376	-1.30756521561089
hsa-miR-324-3p	-0.157773395343762	0.0464450383716883	-0.490061012817261	0.0715046629657783	-0.879481449995211	-0.576405688728982
hsa-miR-324-5p	0.66794177356546	0.8183682522559	0.31355532004761	0.82950818039748	0.7053742815717	0.56668816531752
hsa-miR-32-5p	-0.318925350897817	-0.318925350897817	-0.318925350897817	-0.318925350897817	0.0686621398346847	-0.318925350897817
hsa-miR-326	0.356249193917479	-0.670645088664063	0.684065407962279	-0.201503152366771	0.0491284234868588	-0.215271374132741
hsa-miR-328-3p	0.168003269691144	-0.283955794860247	-0.0506329025330068	-0.267244882002187	-0.191022715126657	0.141824590844683
hsa-miR-330-3p	0.35420906467648	-0.3208646885354	0.25644693831158	-0.2788925300405	-0.2788925300405	0.16226434785709
hsa-miR-330-5p	0.680773031456717	-0.611690476797134	0.256310299501156	0.287280252775706	0.284063986360077	0.627433611197617
hsa-miR-331-3p	-0.00861892336770875	-0.218637416276469	0.0849079655932812	-0.127818183037158	-0.470564750138468	0.157109550052452
hsa-miR-331-5p	-0.674762503805554	-0.169981170935364	0.0404894267461868	-0.461284940498714	0.698811549919086	0.0334164803400965
hsa-miR-335-5p	0.285824146536628	1.15024728161081	-0.276155182220774	0.192986754076518	0.678578334809278	0.179218532310548
hsa-miR-338-5p	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-339-3p	-0.283431124417446	0.459840449297124	0.0400536015535033	-0.0947849337722362	0.353660743483293	0.261059071875163
hsa-miR-33a-3p	-0.225698689289094	-0.787678018046495	-0.787678018046495	-0.787678018046495	-0.400090527313993	0.167055498983557
hsa-miR-33b-3p	-0.15843454607722	0.99054015973712	0.20051209265203	0.33489262391364	0.46992650017208	-0.58103721603252
hsa-miR-340-3p	-0.346889464188583	0.626273386567207	0.767934825979466	0.563048531693386	0.427534851979587	0.529771605781117
hsa-miR-340-5p	-0.552780852277337	-0.0375070378807867	-0.570333709966536	0.175970525426053	0.146540695582673	0.175970525426053
hsa-miR-342-3p	0.302781211107213	0.010594151109883	0.433341898112103	0.0384524725069326	-0.481237374419137	0.0384524725069326
hsa-miR-342-5p	0.793613553442436	0.171839166340916	0.371010883487136	-0.114580697245624	0.371010883487136	-0.128348919011594
hsa-miR-345-5p	0.0678488729297948	0.237751901477605	0.354039420351245	-0.140755394745505	0.188729607553465	0.396011578846144
hsa-miR-34a-5p	-0.479338002697427	0.366740233297183	-0.519041780090827	0.417375852244073	0.0156313878524532	0.410302905837983
hsa-miR-34b-3p	0.317948684577297	-0.545753931318863	0.123246054799637	-0.158996193414273	-0.495118312371973	-0.00834126845363325
hsa-miR-34c-3p	0.804686058732941	0.229889282313601	-0.690539198303639	0.365402962027401	0.313885245875862	-0.544535033854568
hsa-miR-34c-5p	0.168478058028214	0.168478058028214	-0.722513908362757	0.703191853207933	-0.0267919049990759	-0.374555408689806
hsa-miR-3605-5p	-0.465317965180358	-0.271735494053928	-0.0725637769077079	0.327413202688582	0.430881096917822	0.580546047958492
hsa-miR-3610	0.561979328757402	0	0	0	0	0
hsa-miR-3613-3p	-0.563432946560023	-0.563432946560023	-0.392424258908631	0.391300570470029	-0.563432946560023	-0.108059232028701
hsa-miR-3613-5p	-0.0645979151220837	-0.0645979151220837	-0.0645979151220837	-0.0645979151220837	-0.0645979151220837	0.390775799409238
hsa-miR-3614-5p	1.12908902611742	0.413193593044635	1.23289469916351	-0.491596318759945	0.713214606814365	1.03377670155286
hsa-miR-3615	0.2138226373684	-0.14393616399825	0.415555376823962	-0.19316993111376	-0.34166988289822	0.0486430693781017
hsa-miR-361-5p	-0.0639264855682899	-0.0555868452535897	-0.0472472049388797	-0.0185502739183905	-0.0472472049388797	0.18270155411583
hsa-miR-3617-3p	-0.0645979151220837	-0.0645979151220837	-0.0645979151220837	0.404544021175208	0.655175597028838	0.390775799409238
hsa-miR-3617-5p	0.256670625339793	-0.696864524920567	0.155417017091853	-0.983284388507107	0.863842035331393	0.155417017091853
hsa-miR-3619-3p	0	0	0.653556428629142	0.469141936297292	0	0
hsa-miR-3619-5p	-0.256829012125159	-0.256829012125159	-0.256829012125159	-0.256829012125159	-0.256829012125159	-0.256829012125159
hsa-miR-363-3p	0.0924112415304488	0.668520738261379	0.334008885612869	0.0924112415304488	0.256249418737509	-0.616013776709091
hsa-miR-3648	-0.0758956190885537	-0.0758956190885537	0.0951130685628383	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-3651	-0.184821690526744	-0.184821690526744	-0.013813002875352	-0.184821690526744	-0.184821690526744	-0.184821690526744
hsa-miR-365a-3p	-0.00559795205324853	0.295743979307772	-0.384155559397988	0.282766669941312	-0.171561432401778	-0.171561432401778
hsa-miR-365a-5p	0.0788051105952183	-0.00310431326247151	-0.235309792451762	0.641859854660168	-0.914755963605572	-0.352358785199042
hsa-miR-365b-3p	-0.010380773889997	0.290961157471023	-0.388938381234737	0.327271931735734	-0.176344254238527	-0.176344254238527
hsa-miR-3661	-0.046734867962607	0.521193922308893	0.182190403212463	-0.112121679515267	-0.200582077332317	-0.598435968670717
hsa-miR-3662	-0.71489881101968	0.711503652811902	0.239834706010372	-0.71489881101968	0.00487470113124244	0.639811685606662
hsa-miR-3679-5p	0.540053828264094	-0.837282358721258	0.517428137905084	-0.837282358721258	0.464027813045234	0.517428137905084
hsa-miR-3681-3p	0.561979328757402	0	0	0	0	0
hsa-miR-3681-5p	-0.2532442780346	0.35734186092651	-0.05412628042395	0.21282617153817	-0.05412628042395	0.49285554064031
hsa-miR-3684	0	0	0.171008687651392	0	0.387587490732502	0
hsa-miR-3685	0.380348484252886	-0.181630844504516	-0.181630844504516	0.287511091792776	-0.181630844504516	0.773102672525536
hsa-miR-3689f	0.486083709668848	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-3690	0.80186390517486	0.0954726177241003	0.94519269941133	0.94519269941133	-0.19169716902593	-0.52161719947028
hsa-miR-3691-3p	0.486083709668848	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	0.311691871643948	-0.0758956190885537
hsa-miR-3691-5p	0.904118021561002	-0.47321816542435	0.612158670871392	0.481515351605702	-0.085630674691848	-0.47321816542435
hsa-miR-372-3p	0.561979328757402	0	0	0	0	0
hsa-miR-374a-3p	0.00284276145579754	-0.559136567301604	0.395596949728448	0.795573929324738	-0.171549076569102	-0.103762852770282
hsa-miR-374a-5p	0.232910931405525	0.0912494919932652	-0.428155163221035	0.232910931405525	0.747942672395415	0.105988520712485
hsa-miR-374b-3p	0.120851591084881	0.52035977233492	-0.25248626286752	0.0486908255333907	0.0486908255333907	0.0486908255333907
hsa-miR-375-3p	-0.453153095224776	0.844391004852454	0.339578072644164	-1.01513242398218	-0.295358911831256	-0.559758709450856
hsa-miR-378a-3p	0.222990927282932	-0.422838560908167	0.305373195516733	-0.186455642756567	-0.297963407526767	0.0698243075108333
hsa-miR-378a-5p	0.114640562164985	1.04056705053188	0.137919386001215	0.580711011737755	-0.907287584322285	-0.757622633281615
hsa-miR-378c	-0.0541412343879291	0.107231429627321	-0.0238262993185598	0.374081860050301	-0.0310110923547997	0.150157721419941
hsa-miR-378d	-0.616130563688436	0.216498582564653	0.527239349416743	0.673243513865814	0.362672386964674	0.350467038000463
hsa-miR-378f	-0.332645086542103	0.149542155307177	0.384176357524247	0.384176357524247	0.643969635809997	-0.102137931631203
hsa-miR-378g	0.335169380644448	-0.244125388758622	0.423629778461498	-0.315817355963862	0.335169380644448	0.809578684752648
hsa-miR-378i	0.301904150917379	-0.418163029659441	-0.0733873263484615	-0.214996495764812	-0.352840781666831	-0.289420736532191
hsa-miR-378j	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-3909	0.0996113131391119	-0.263608130288988	0.814863243690852	-0.0449043762492281	0.0996113131391119	0.689675871879402
hsa-miR-3911	1.02689428258154	0	0	0	0	0.455373714531322
hsa-miR-3917	0.419006136188112	0.147673653490402	0.477488689902312	0.346845370636622	-0.220300655660928	-0.60788814639343
hsa-miR-3918	1.02689428258154	0	0.653556428629142	0.469141936297292	0.387587490732502	0.455373714531322
hsa-miR-3922-5p	-0.192928548470986	-0.192928548470986	-0.192928548470986	-0.192928548470986	-0.192928548470986	-0.192928548470986
hsa-miR-3928-3p	0.40050672728884	-0.55302842297152	0.86167397283137	-0.3538567058253	0.6971070103793	0.68490166141509
hsa-miR-3934-5p	0.0589504547026554	-0.205656560113235	-0.259070371588805	-0.0664008804855554	-0.259070371588805	-0.346331409579205
hsa-miR-3935	-0.184821690526744	0.570740109357088	-0.013813002875352	-0.184821690526744	-0.184821690526744	-0.184821690526744
hsa-miR-3936	-0.352851218294696	-0.352851218294696	-0.352851218294696	-0.352851218294696	-0.352851218294696	-0.352851218294696
hsa-miR-3940-5p	-0.276155182220774	-0.276155182220774	-0.276155182220774	-0.276155182220774	-0.276155182220774	-0.276155182220774
hsa-miR-3941	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-3944-3p	-0.0469004846770849	-0.608879813434487	0.0446766151946552	1.48527781761722	-0.221292322701985	0.345853703595565
hsa-miR-3944-5p	-0.00187487689306765	-0.56385420565047	0.390879311379583	-0.56385420565047	-0.56385420565047	-0.56385420565047
hsa-miR-3960	0.561979328757402	0	0	0	0	0
hsa-miR-409-3p	-0.255036928098734	-0.255036928098734	-0.084028240447342	0.214105008198558	0.132550562633768	0.699696588931318
hsa-miR-410-3p	0	0	0	0	0	0.455373714531322
hsa-miR-422a	0.53263664430349	-0.00995863389880958	0.47949656939869	-0.10557033450311	-1.24499444852476	0.58345433305427
hsa-miR-423-3p	0.465021894235949	-0.13522765884545	-0.0149913649769502	-0.0149913649769502	-0.13522765884545	0.0926656293181498
hsa-miR-423-5p	0.0599731661987501	7.18321475012829e-06	0.13696429975535	-0.0322928017066495	-0.379066773436049	-0.172770926253349
hsa-miR-424-5p	0.252853510856601	0.985686925118962	-0.551980435121418	0.576908210033511	1.13528816190757	0.573415605595092
hsa-miR-425-5p	-0.170255550437046	0.0458804430365323	0.239346600325323	0.469135638120832	0.0458804430365323	0.343890523578454
hsa-miR-4286	-1.071972750115	-0.316410950231171	-0.117239233084951	-1.071972750115	-0.684385259382501	-0.616599035583681
hsa-miR-429	0.112300159976354	0.305882631102784	-0.449679168781048	0.0194627675162442	-0.449679168781048	0.00569454575027417
hsa-miR-433-3p	-0.0758956190885537	-0.0758956190885537	0.0951130685628383	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-4420	-0.147902940686969	0.607658859196863	0.0231057469644234	-0.147902940686969	0.239684550045533	-0.147902940686969
hsa-miR-4421	1.31780335738402	0.416880012736064	0.321268312131763	0.0977740380562735	-0.0263598607695066	0.220602565350503
hsa-miR-4425	0.486083709668848	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	0.379478095442768
hsa-miR-4429	-0.140493534210637	-0.140493534210637	0.0305151534407546	-0.140493534210637	-0.140493534210637	-0.140493534210637
hsa-miR-4435	0.114460601021454	0.308043072147884	1.01065966311963	0.0216232085613441	0.272254784414974	0.507214789294104
hsa-miR-4449	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-4453	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819	-0.10892607143819
hsa-miR-4467	-0.173523986560274	0.582037813323558	-0.173523986560274	0.295617949737018	-0.173523986560274	-0.173523986560274
hsa-miR-4470	0.120749885195946	-0.441229443561456	-0.441229443561456	-0.441229443561456	-0.0536419528289542	0.913481053064886
hsa-miR-4473	0.0310184650518268	1.11601390812114	0.119478862868877	0.119478862868877	0.606314702936297	0.704545766770677
hsa-miR-4479	0.122013179222779	0.986436314296959	-0.268957461883231	-0.439966149534623	-0.439966149534623	-0.439966149534623
hsa-miR-4485-3p	0.335496482184628	-0.228885301319642	0.190980792796288	-1.16664360788507	-0.401245284781881	-0.0759716591658317
hsa-miR-4498	0.33818076898188	-0.223798559775522	-0.0527898721241302	-0.223798559775522	-0.223798559775522	-0.223798559775522
hsa-miR-449a	-0.147902940686969	-0.147902940686969	-0.147902940686969	-0.147902940686969	-0.147902940686969	-0.147902940686969
hsa-miR-449b-3p	0.561979328757402	0	0	0	0	0
hsa-miR-449c-5p	-0.649586117360387	0.849830492857763	-0.721746882911876	-0.321769903315587	0.0700490582085034	-1.22110668541061
hsa-miR-4502	0.336020327936779	-0.225959000820622	-0.0549503131692304	1.12875149580572	0.4938145113303	0.2294147137107
hsa-miR-4504	0.421485794546764	-0.140493534210637	-0.140493534210637	-0.140493534210637	0.247093956521865	-0.140493534210637
hsa-miR-450a-1-3p	-0.151791238177107	-0.151791238177107	0.0192174494742847	-0.151791238177107	-0.151791238177107	-0.151791238177107
hsa-miR-450a-2-3p	-0.449679168781048	0.976723295050534	-0.278670481129656	0.0194627675162442	-0.0620916780485459	-0.449679168781048
hsa-miR-450a-5p	-0.329372148660197	1.05222357749957	0.441637438538463	0.445130042976883	0.799222728944393	0.121075343799973
hsa-miR-450b-5p	-0.77756583124653	-0.29537858939725	-0.80019152160554	-0.06074438718018	0.52432251672162	-0.54705867633563
hsa-miR-451a	0.421485794546764	0.615068265673195	0.0305151534407546	0.814239982819415	-0.140493534210637	0.814239982819415
hsa-miR-4521	-0.0249399827881014	0.483219540606298	-0.254412835845493	0.051498928570588	-0.113885254057452	-0.424918475690832
hsa-miR-4525	0	0	0.653556428629142	0	0	0
hsa-miR-452-5p	-0.233921767972671	-0.0554641968860015	-0.0554641968860015	0.151552127509179	0.118784136245409	0.0159037091321688
hsa-miR-454-3p	0.0486007038773364	0.901624349181377	-0.597000580376423	0.390890859037907	0.514920814109687	0.176522840407937
hsa-miR-454-5p	-0.12185807058304	0.16309595763962	-0.26318225489046	-0.59619942970148	0.29955503345573	-0.24939255055761
hsa-miR-455-3p	0.221895089978011	-0.3748905978653	0.31804175266093	-0.40565314318515	-0.40565314318515	-0.33122890241777
hsa-miR-455-5p	0.0233204619480452	0.541631979394195	0.158741185393785	0.541631979394195	0.802499070359745	0.314512979011485
hsa-miR-4638-3p	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-4638-5p	0.305150316632243	-0.256829012125159	-0.085820324473767	0.212312924172133	-0.256829012125159	-0.256829012125159
hsa-miR-4645-3p	-0.276155182220774	-0.276155182220774	-0.276155182220774	0.192986754076518	-0.276155182220774	-0.276155182220774
hsa-miR-4646-3p	0	0	0.653556428629142	0	0	0
hsa-miR-4646-5p	0	0	0	0.954733517030052	0	0
hsa-miR-4647	-0.364070530446069	-0.364070530446069	-0.364070530446069	-0.364070530446069	-0.364070530446069	0.590662986583983
hsa-miR-4654	-0.191809837912629	-0.191809837912629	-0.191809837912629	0.277332098384663	-0.191809837912629	-0.191809837912629
hsa-miR-4657	-0.356739515784834	-0.356739515784834	-0.185730828133442	0.112402420512458	0.0308479749476676	-0.356739515784834
hsa-miR-4659a-3p	0.450244504511324	0.178912021813614	0.378083738959834	-0.576649778070218	-0.189062287337716	-0.121276063538896
hsa-miR-4660	0	0	0	0.469141936297292	0.387587490732502	0.455373714531322
hsa-miR-4661-5p	0.421966221966437	-0.142415561537833	0.277450532578097	-0.942690261058743	0.0636381555207768	-1.06088311244127
hsa-miR-4664-3p	-0.296546853228166	-1.32344113580971	0.770716495241994	0.547222221166504	-0.368707618779656	0.992827224326084
hsa-miR-4665-5p	-0.117032929382432	-0.117032929382432	-0.117032929382432	0.83770058764762	-0.117032929382432	-0.117032929382432
hsa-miR-4667-5p	0.561979328757402	0	0	0	0	0
hsa-miR-4671-5p	0.570525241160748	0.720951719851188	0.319606681872138	-0.669429772686152	0.162738462783048	0.469271632912808
hsa-miR-4673	0.561979328757402	0	0	0	0.387587490732502	0
hsa-miR-4676-3p	0.0882068835901355	-0.473772445167266	0.179783983461876	0.480961071862786	-0.0861849544347644	-0.0183987306359443
hsa-miR-4677-3p	-0.337727244804514	-0.620421731117124	-1.09209067791865	0.436774946832566	-0.0411269617140535	0.632400340004796
hsa-miR-4683	-0.891109630692363	-0.135547830808531	-0.720100943040971	-0.891109630692363	0.410200541074129	0.463600865933979
hsa-miR-4684-3p	0.689489828439924	0.738556105286154	0.266887158484624	1.03818983473335	-0.300258867812926	1.1716770702892
hsa-miR-4687-3p	-0.703832686507216	0.0517291133766156	-0.532823998855824	-0.234690750209924	-0.316245195774714	-0.703832686507216
hsa-miR-4689	-0.225959000820622	-0.225959000820622	-0.225959000820622	-0.225959000820622	-0.225959000820622	-0.225959000820622
hsa-miR-4690-3p	-0.216389153299191	-0.216389153299191	-0.216389153299191	-0.216389153299191	-0.216389153299191	-0.216389153299191
hsa-miR-4690-5p	0.33818076898188	-0.223798559775522	0.73093495725453	0.24534337652177	0.16378893095698	0.73093495725453
hsa-miR-4691-3p	-0.10892607143819	-0.10892607143819	-0.10892607143819	0.360215864859102	-0.10892607143819	-0.10892607143819
hsa-miR-4695-5p	-0.10892607143819	-0.10892607143819	0.0620826162132017	-0.10892607143819	-0.10892607143819	-0.10892607143819
hsa-miR-4700-3p	0.561979328757402	0	0	0	0	0
hsa-miR-4700-5p	0	0	0	0	0.719773512150922	0
hsa-miR-4707-3p	-0.117718822103178	-0.679698150860579	-0.508689463209187	-0.210556214563287	-0.679698150860579	-0.224324436329257
hsa-miR-4707-5p	0	0	0.653556428629142	0	0	0
hsa-miR-4709-5p	-0.0458383723665792	0.147744098759851	0.0457387275051608	-0.607817701123981	-0.220230210391479	-0.607817701123981
hsa-miR-4717-3p	-0.384089586617907	1.04231287721367	0.269466842011234	0.0850523496793847	0.00349790411459461	-0.384089586617907
hsa-miR-4723-3p	0.561979328757402	0	0	0	0	0
hsa-miR-4723-5p	0	0	0	0.469141936297292	0.387587490732502	0
hsa-miR-4725-3p	1.02689428258154	0	0	0	0	0
hsa-miR-4725-5p	0.561979328757402	0	0	0	0	0
hsa-miR-4726-5p	0	0	0	0	0.719773512150922	0
hsa-miR-4727-3p	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-4728-5p	0.561979328757402	0	0.171008687651392	0	0	0
hsa-miR-4731-5p	-0.192928548470986	-0.192928548470986	-0.192928548470986	-0.192928548470986	-0.192928548470986	-0.192928548470986
hsa-miR-4738-3p	-0.159122252838342	-0.159122252838342	0.0118864348130501	0.31001968345895	-0.159122252838342	-0.159122252838342
hsa-miR-4741	0.453846467262925	-0.796288966087895	-0.197140269345385	-0.197140269345385	0.453846467262925	-0.197140269345385
hsa-miR-4742-3p	-0.299615787048979	0.455946012834852	-0.299615787048979	0.655117729981073	-0.299615787048979	-0.299615787048979
hsa-miR-4742-5p	-0.0645979151220837	-0.0645979151220837	-0.0645979151220837	0.404544021175208	0.322989575610418	-0.0645979151220837
hsa-miR-4746-5p	-0.0601860828263749	-0.199441762454055	0.645423998387345	-0.499320386816475	0.395598521282506	0.0495231911175056
hsa-miR-4747-3p	-0.0645979151220837	-0.0645979151220837	-0.0645979151220837	-0.0645979151220837	-0.0645979151220837	0.390775799409238
hsa-miR-4750-5p	0.338259160796976	-0.223720167960426	-0.223720167960426	-0.223720167960426	-0.223720167960426	-0.223720167960426
hsa-miR-4753-5p	-0.192928548470986	-0.192928548470986	-0.192928548470986	-0.192928548470986	-0.192928548470986	-0.192928548470986
hsa-miR-4775	-0.212500855809052	-0.212500855809052	-0.212500855809052	0.25664108048824	0.742232661221	-0.212500855809052
hsa-miR-4786-5p	0.345590175458211	-0.216389153299191	0.437167275329951	-0.216389153299191	-0.216389153299191	-0.216389153299191
hsa-miR-4787-3p	0.616715791287213	-0.410178491294329	0.544555025735723	0.944532005332013	-0.410178491294329	0.544555025735723
hsa-miR-4791	-0.173523986560274	-0.173523986560274	-0.00251529890888191	-0.173523986560274	-0.173523986560274	-0.173523986560274
hsa-miR-4793-3p	-0.184821690526744	-0.184821690526744	-0.013813002875352	0.284320245770548	0.202765800205758	0.769911826503308
hsa-miR-4794	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-4797-3p	0.208791032970435	-0.818103249611107	0.640075141244475	-0.348961313313815	-0.430515758878605	0.789740092285145
hsa-miR-4797-5p	0	0	0.653556428629142	0	0.719773512150922	0
hsa-miR-4798-5p	-0.413894468354001	-0.413894468354001	-0.242885780702609	0.0552474679432911	0.305879043796921	-0.413894468354001
hsa-miR-4802-3p	0.875103044404435	-0.151791238177107	-0.151791238177107	-0.151791238177107	-0.151791238177107	-0.151791238177107
hsa-miR-484	0.164017755500673	-0.333551106772306	0.0620852279568638	-0.285748717683347	-0.204435982061286	-0.137341703878546
hsa-miR-485-3p	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-486-3p	1.32487232561252	-0.079110317108013	-0.181115688362703	-0.834672116991845	-0.114898604840923	-0.834672116991845
hsa-miR-486-5p	0.457316569572651	0.15140480515657	-0.35948276430962	0.0475098041725399	-0.117669763817759	-0.253715750263149
hsa-miR-489-3p	-0.886169296974263	-0.130607497090431	-0.232612868345121	0.839866896304519	-0.166395784823341	0.468541199652079
