M8R1	M8R2	M8R3	M24R1	M24R2	M24R3
hsa-miR-204-3p	0.33818076898188	1.96597077188048	0.42975786885362	-0.223798559775522	0.16378893095698	-0.223798559775522
hsa-miR-204-5p	0.234384279836134	-0.236977914690576	0.0494321110659541	-0.621847738900776	0.304001293179843	0.415843128829524
hsa-miR-205-5p	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-20a-3p	0.561979328757402	0	0	0	0.387587490732502	0
hsa-miR-20a-5p	-0.499292231655292	0.364014666206169	-0.401530105290392	0.293896967461238	0.594365251182339	0.465947193749978
hsa-miR-20b-5p	-0.556597807227346	0.198963992656486	0.0969586214017959	-0.0874558709300539	0.398135709802706	-0.556597807227346
hsa-miR-210-3p	-0.167559417814306	0.266190555174384	-0.261004203677326	0.344696089218713	-0.167559417814306	-0.333625752206737
hsa-miR-210-5p	-0.397777041390449	-1.40982230172875	-0.0167410219349184	0.283285455958121	-0.761899805635969	0.601348991426762
hsa-miR-2110	-0.0500578653049768	-1.49470467608115	0.0221330482779836	0.379729606622683	-0.079487695148357	-0.444997353001577
hsa-miR-212-3p	-0.449757560596145	-0.449757560596145	0.635619275699597	-0.449757560596145	-0.0621700698636427	0.00561615393517734
hsa-miR-212-5p	0.172707547809804	-0.284037383491357	-0.272897455349776	-0.417524619047207	0.172707547809804	0.437432658793134
hsa-miR-21-3p	-0.213004530167481	0.465385542802909	-1.0091052348764	0.477829707729049	-0.195672599774191	-0.388596137929311
hsa-miR-215-5p	-0.873024303884626	0.553378159946956	-0.702015616233234	-0.403882367587334	0.428285867881866	0.0817092131454258
hsa-miR-21-5p	-0.408781875004783	0.153573292977917	-0.408781875004783	0.383284800534918	0.383284800534918	-0.0536548630280826
hsa-miR-216a-3p	0.561979328757402	0.755561799883832	0.171008687651392	0	0	0
hsa-miR-216b-5p	0.209928527448074	-0.352050801309328	-0.181042113657936	-0.352050801309328	-0.352050801309328	-0.352050801309328
hsa-miR-217-5p	-0.608879813434487	0.146681986449345	-0.608879813434487	0.345853703595565	-0.221292322701985	-0.608879813434487
hsa-miR-218-5p	-0.835394164847963	0.628355080448057	-0.0488254262343633	0.165542298214677	0.768656838689197	0.565662727709367
hsa-miR-219a-1-3p	0.30289964429463	-0.41656177596357	0.88043751259739	0.17973031288129	0.34726250110865	0.30289964429463
hsa-miR-219a-5p	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-219b-5p	1.04139199525679	0.758697508944184	1.0685778708272	-0.198563018590106	-0.280117464154896	0.287028562142654
hsa-miR-222-5p	-0.832645363465484	0.0958208128701363	0.234995412704627	-0.778921339510293	0.156660998721616	-0.238297995985923
hsa-miR-22-3p	-0.123722830105147	-0.240671085920857	-0.198199236354357	-0.0861811712609573	0.751769620632873	0.110028231632803
hsa-miR-224-3p	0.438386145306399	0.167053662608689	0.0650482913539989	1.00004444895912	-0.588508137275143	-0.588508137275143
hsa-miR-224-5p	0.1760628645208	0.0603040508188002	0.0603040508188002	-0.241145520729699	0.229048945956901	0.124119294775401
hsa-miR-22-5p	-0.00106143854467788	-0.182353563933928	-0.145863837799219	-0.354811940392908	-0.131717944987038	-0.235679928458778
hsa-miR-2276-3p	0.579704649294829	0.308372166597119	-0.276180945635321	0.0219523030105795	-0.447189633286713	-0.447189633286713
hsa-miR-2277-3p	0.842072592054798	-0.184821690526744	0.468734738102398	0.769911826503308	0.534951821624178	-0.184821690526744
hsa-miR-2277-5p	0.339982191561115	-0.799196368362495	0.297720434870885	0.105585389141654	0.257343350287645	0.257343350287645
hsa-miR-2278	-0.191809837912629	-0.191809837912629	-0.191809837912629	0.277332098384663	1.10950033385386	0.263563876618693
hsa-miR-23a-5p	-0.0108084135349915	0.801624731135659	0.605347283750098	0.337891592758438	0.617552632714308	0.771399842084018
hsa-miR-23b-3p	-0.0428769784599918	-0.0428769784599918	-0.188551806359442	0.158591370869708	-0.188551806359442	-0.113689795936693
hsa-miR-23c	0.805375123390641	0.183600736289121	-0.400952375943319	0.782749433031631	-0.571961063594711	0.382772453435341
hsa-miR-24-1-5p	-0.276891038328898	-0.8388703670863	-0.8388703670863	-0.8388703670863	0.115863149943752	-0.8388703670863
hsa-miR-24-2-5p	0.259617078634943	-0.0807828953649365	0.0671276594826935	-0.444002338793037	0.478746098733454	0.132694667941903
hsa-miR-24-3p	-0.0824089906537822	-0.187338641835282	0.153973927497818	-0.187338641835282	0.505324641224417	0.153973927497818
hsa-miR-25-5p	0.245216812368324	0.124336077744654	0.285899465977764	-0.773684551404156	-0.270553347860517	-0.213240933655417
hsa-miR-2681-5p	-0.343943943365086	-0.343943943365086	-0.343943943365086	0.125197992932206	0.0436435473674159	-0.343943943365086
hsa-miR-2682-5p	-0.569265147029892	0.243167997640759	0.0468905502551982	-0.220565140736462	-0.200071875864812	0.0468905502551982
hsa-miR-26a-1-3p	0.22371576690888	0.41729823803531	0.61646995518153	0.13087837444877	0.0493239288839797	0.61646995518153
hsa-miR-26a-2-3p	-0.481103459828501	-0.481103459828501	0.172452968800641	-0.481103459828501	0.820206711937991	-0.025729745297179
hsa-miR-26b-3p	-1.39970736091659	-1.39970736091659	-0.314330524620847	-0.444973843886537	0.208135980979663	-0.944333646385267
hsa-miR-26b-5p	-0.676916032532008	0.474903591887632	-0.0197561945973384	-0.257987450405849	0.454924246004001	0.257485501815401
hsa-miR-27a-5p	-0.426733130718306	0.355296006989784	-0.0135623235999365	-0.445107071877697	0.194233879716252	-0.0616895879476473
hsa-miR-27b-3p	0.137923754983216	-0.401615767628785	-0.0130312751219837	0.137923754983216	-0.401615767628785	-0.0130312751219837
hsa-miR-27b-5p	0.127486959413289	0.163763708724459	0.521296590725159	-0.655534672357521	0.385377331087279	0.0297248330483884
hsa-miR-28-5p	-0.315759644325594	-0.0941544537116634	-0.0983720077060237	0.311472553725147	0.483017632979706	0.160817628764507
hsa-miR-296-5p	0.486083709668848	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537	-0.0758956190885537
hsa-miR-29a-5p	0.768123582260393	-0.104717598763277	-0.878864191302167	1.11003908442182	0.389709881739543	-0.356397685701657
hsa-miR-29b-1-5p	-0.148516696373389	-1.29753309444922	-0.166069554062588	0.0621258622200616	0.0084290515775014	-0.142942087161678
hsa-miR-29b-2-5p	-0.313982232701912	0.168205009147368	-0.233140028831682	-0.736584902657212	-0.233140028831682	0.168205009147368
hsa-miR-29b-3p	-0.145293959899976	0.667139184770674	-0.869073718256186	0.203406046393454	0.0852131950109238	0.470861737385114
hsa-miR-29c-3p	-0.514355475718228	0.241206324165604	0.139200952910914	0.440378041311824	-0.126767984985726	-0.514355475718228
hsa-miR-29c-5p	-0.368005412896475	-0.574059129955085	0.138233208396815	0.330722627549065	-0.146776414026555	0.482480588695055
hsa-miR-301a-5p	0.178725442957782	-1.53037150718641	-0.175661010560068	-0.175661010560068	0.0774718347098418	0.0774718347098418
hsa-miR-301b-3p	0.561979328757402	0	0.171008687651392	0	0	0
hsa-miR-301b-5p	-0.352851218294696	-0.352851218294696	-0.352851218294696	-0.352851218294696	0.366922293856226	-0.352851218294696
hsa-miR-3064-5p	0.533059343729049	-0.0887150433724717	0.613901547599278	-0.375134906959012	0.110456673773748	-0.388903128724982
hsa-miR-3065-3p	0.262285149893326	-0.299694178864076	-0.299694178864076	0.169447757433216	0.655039338165976	-0.299694178864076
