R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
LP_002377	-17378.8816275867	-6597.59019525746	-25553.1387658187	-14322.2699228438	30711.3515532904	-7289.3635243406	10330.9836914694	5142.33039997396	41457.6434304238	64281.085010539	24878.9632965151	38573.1422847657	17549.7683693925	65127.2590676326	81179.048986506	-333.261057031923	36622.09406378	53514.3544332601	22549.1885263325	1066.26427698441	-90112.694344997	-42956.8437205495	-6959.32295378295	-70190.1633099284	-67976.4914190123
LP_35310.4	210553.34253253	474761.976756379	456500.769713686	180825.288136614	417517.021340355	123123.818107686	318759.396569621	444786.907740194	295412.309695087	255632.896086371	223586.846504387	126615.390630415	399563.008293806	64124.6343053298	149582.304857598	-332946.090797344	-310727.012931604	67257.7646583664	-279571.531766019	-305472.198654586	-534175.638673993	-491997.828421089	-395740.951506554	-523336.785911568	-502950.675590083
LP_33935.4	129892.331048017	207358.148217153	536095.366578521	366767.85747983	665161.75091872	228458.668958428	208628.406630196	410764.750980146	521982.874402507	524537.508999684	155625.186650419	135443.647437788	501082.780761185	303891.385529436	406230.38548567	-411402.133054485	-420099.285350873	95179.3150684831	-303512.831926654	-403764.814253089	-716266.933637651	-652621.442928357	-496952.941172068	-674338.106809985	-654646.090629039
LP_23085	-29896.9219189141	-34680.735442758	-34911.8309794491	-33932.9185502378	-30886.4562594403	-27009.1759008526	-32760.5109002632	-32883.4930439573	-27339.6031454376	-22828.8164212387	-28486.8859635755	-21737.1770314361	-33303.3507695732	-24371.2423632589	-17547.7418148218	30399.862779202	36833.174622461	-13542.9387703211	34951.2083329061	28755.9548518614	92781.2550205288	73833.0309504548	35744.9149508922	68826.4363451959	51267.1356955259
NA.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LP_004654	-13438.0204752364	-4213.47450269511	-31917.2721675985	-20173.3381323861	4811.2745541178	-7554.59212227205	6564.66343880915	-6753.00768471809	19332.1649671956	28198.5160690569	12306.2942415719	24523.3397459892	-4598.64753633618	32195.1535190677	51691.3648577751	14035.3185397401	34814.4394770414	30710.0179101048	21012.5749176519	19937.0989667329	-46032.1110187208	-10879.9158421802	14597.5690644042	-32692.1735931194	-34596.0326710367
LP_004181.2	1904.74743283735	36455.9986356212	45989.6404589225	43001.0522748377	81649.0567064261	20387.9039531399	16638.5685365686	58275.0454238395	65030.7374942964	86968.0873554439	30245.5021243584	20842.6692402235	81217.6176269468	63687.5457835758	70559.4353968548	-41100.3319091771	-25177.8362844104	26694.0267314563	-11735.0397421014	-36377.9175553597	-112969.702927329	-87167.3113209331	-43112.6125605586	-105886.89470873	-101209.569422573
LP_003719.3	3760.11116471437	34947.4269962133	-9820.2241260336	38222.1675265866	-35324.8110632774	84377.2864869433	132421.19560268	-20278.0306277731	-45879.9911565197	-37436.6420677029	121232.451244305	95355.0833655273	8155.89102008964	83914.8138518249	-46281.8407943402	-15643.7783298526	-45306.6907550497	170316.424673214	-30687.0499006214	-20739.9813790518	-48317.8608097052	-48939.5982724146	98329.5005157708	-42035.0507101774	40441.6590504951
LP_002245.3	-12748.9955111145	-8007.09137463762	-15332.4593725697	964.789922209249	-15572.4093095364	21259.687856411	40351.2739138854	-13801.2064143801	-15489.383334979	-14843.764445408	46407.7640149732	27782.0530812715	-7341.09696964454	26379.0596067793	-14333.2449172683	-9690.15961817255	-12166.2106228174	73661.1515436876	-12230.8421819237	-6331.49087430451	-13334.8698699889	-11835.9782902975	56896.2971321906	-7605.33428597868	55765.8176651999
PP_049177.3	15768.1168728129	27638.5034153785	-18064.8812960772	-22572.2378508685	3526.14908058333	13272.7992964239	-13213.1431425135	-31564.1341423365	13432.1007609034	-942.06402145663	2524.47312765321	3372.2592813644	-25321.8185572345	7793.53422939204	-17204.6583565472	-8017.72843014188	-23430.543314699	-30112.0781557275	810.950735140163	659.914838824239	-17381.0840232271	29850.1451877047	2572.77407965593	26971.6776759915	17387.8615896038
LP_36950.2	-7031.96071951146	-5191.70172598862	-7844.81412705734	-974.990607723445	-7778.50953608998	12113.072262209	18520.8375507298	-7128.52103652644	-7703.40537934521	-7350.8554556547	29255.4733664286	15457.6747802837	-4307.81656542856	10653.6605014205	-7195.77905444269	-6091.88171947969	-5452.18462828968	48664.961779539	-6613.18558494771	-2266.53679950235	-6906.59304694279	-5182.08009175153	37958.9017093819	-4116.85501077822	36205.3979633087
LP_17635	-5850.22140407153	-6143.65300455394	-6024.81501962251	-13946.2371578209	-4538.67528616735	-8272.69936389451	-7745.83165344183	-7910.96219207869	-15904.25074615	1290.4947771323	-8386.02749224736	1164.157327504	-14258.5628161982	-15656.9887440997	-1935.77587541216	7504.54468462641	13286.8903900263	-12226.7076886122	-5414.95676209804	12045.6578007642	35021.0225063469	23865.9847619672	-1954.2776909837	14358.1020358798	19788.2029641705
LP_29154.4	-63256.1229776644	-36740.0818170983	-86736.3653458601	-105660.832866111	-74812.6290672848	-67128.0069165502	-51552.6461878365	-90707.2053458268	-57472.9800730688	-63769.0795464143	-52045.3307221704	-34257.3693711949	-81553.8761148058	-56288.3386283412	-26826.8985156314	74049.0777452094	73002.5793133974	-9651.83448271194	125273.71614077	71011.4668590479	51541.4111380623	78480.3015191933	26050.1034820797	145631.825569734	92000.5417760351
LP_36495.3	22889.4399953797	108334.096569624	87971.4220579563	13847.3097820085	85130.3889394538	6472.07229446815	65002.4895550105	92848.9718473987	48211.3448879538	77246.5865041919	57126.123254098	40327.6113532417	104116.634331942	34220.0684710192	61308.937924733	-62290.7116948096	-39598.7963083065	38646.5021473209	-22580.6055409524	-74696.0521001395	-174865.736596773	-143602.314060137	-71858.533656514	-163510.320522437	-156629.438540179
LP_003741.3	4311.03180309679	26120.5759725985	122319.046776712	62639.2310194862	138633.789392974	44437.8530990356	25590.3094943326	147416.841779734	93510.3669589076	111320.64409133	26063.6513184376	21729.7088434558	132950.540807528	42838.9388466567	92248.2514020932	-68013.0329133466	-39386.7094719099	76111.4215028055	-36094.3382681561	-60722.9629887876	-158759.073763486	-126058.604610603	-83870.6583210827	-138558.352740048	-140036.729917319
LP_003950.1	8546.29115278981	30735.6718653513	64284.020574205	32914.0958718886	68684.2736341212	36762.8700514995	17319.4085241966	51904.7578199203	48412.7940298944	51832.0421881388	17871.7628644064	30615.3159076693	59907.116111064	31523.7083423018	52367.5583230259	-33157.8680753804	-29350.0539825157	58882.096039496	-26167.6233209027	-45459.1148239717	-100533.632076411	-81715.0601636296	-44041.0591516679	-96035.4658291461	-93279.7529497653
LP_002410.2	17924.8283745235	73287.9309969513	39835.7538354373	19996.2708441077	73287.254680095	11443.2219977121	54261.0731473783	66899.1697431417	57454.4084479284	66296.4451899359	67119.7360595306	49977.8964065554	97330.4860215594	64636.9501197702	71419.0772837537	-59800.657130262	-46135.5171517138	59134.3767860906	-1464.5168235001	-50458.5638294941	-165829.525215925	-125716.95866631	-63280.6377348881	-148901.866982635	-144587.739560191
LP_20946.4	-92450.0240116492	-29308.7826186422	-64098.8153918906	-79804.3814602974	13468.0728419703	-128062.497347979	-3804.46506702871	-93524.6840268566	-9550.45848341432	32927.8761953238	-58929.3046394364	-48875.492431154	-126147.164664843	-61053.8231179329	43551.5027896608	9709.33625829552	39395.0588314349	-72266.4969707872	56940.951020843	72649.64801244	40866.5918884939	-25377.8534726718	-67927.8230218626	96865.6736221386	5161.67045345978
PN_022594.2	51858.7998369046	3380.07770429172	-28945.6413789315	40689.5762479967	-39107.445599571	62999.5266878102	83813.9701710038	39297.963490624	-3391.83639714627	-33719.9713477597	102033.548628569	94180.4532280372	60553.2130430019	45004.52740688	-19449.2056679486	-19721.4018987992	21220.0158671684	54747.5794199259	-31232.1047468319	4776.94539045067	-32062.216638428	-3562.60363850333	24109.5441900609	-24301.0366013069	3459.69286951696
LP_20090	21893.0681041755	-1601.69339214855	27267.8159547929	17160.3837274793	27384.9784419072	-15020.3162970077	2927.76236941385	-13520.3441916485	-5730.60313303486	-6647.13724227339	626.58605563319	-8229.62570323933	-16950.0691698925	-3201.3823826364	-3142.07525501418	-9162.73037865604	-9892.70448137719	-14488.0141991379	-6236.48281390737	1792.88323738322	-13995.8644329915	-5012.7884421718	7730.72714154829	15252.5278069619	9474.35806714091
LP_004500	-4630.65823371932	-5151.57927888066	-8062.69914996124	-925.513541972687	7154.59575832314	2921.12311419201	-1796.66507035335	2462.6047639817	10547.8048148822	14142.7497615034	4076.16835773236	7403.29190394965	3213.29157178647	13533.5513681128	24617.772567213	-2542.34579641167	11872.1130957695	14512.1261487212	4053.55001938828	8621.64087613565	-22889.3266961372	-10490.8637218651	2782.10236726173	-17792.4063293039	-16280.2912626262
LP_002388	-14300.4879645867	10571.956867806	-10985.243514761	-7659.04261728784	12168.1234447225	-1225.64364369134	27821.1435866412	21377.478452061	21179.1964367016	58435.4633675885	23805.257761789	32186.0012026133	30806.204312177	39475.3569206544	59039.4751158803	-8833.58925998345	16405.7375867107	69501.8633159001	9102.9393508606	-1659.52331415142	-77363.8599990133	-44941.6413142428	-9299.92366203381	-66735.6988323008	-65980.9020711401
LP_004489	-3183.37451562565	-5518.13171605978	-8713.01726976425	-3619.30390609444	-2788.73975621611	4638.96242862118	4285.16204388761	-4030.90403362249	-1812.89136090214	4809.45733552687	9452.18164154106	8728.30533601817	-3310.83579068529	7291.19185154816	9789.676017485	2421.23877316415	13777.1761366552	18846.2863080472	5325.88484002588	7844.88458456242	-10760.0219792693	-176.740933223497	12311.9449018609	-7537.29650018162	-2172.63488212129
LP_002399.1	-9519.74656181123	46995.4545730945	-8827.26055814917	-13994.5533294576	18617.5151605797	-8547.83316298433	33214.6651511883	30705.4424544256	24885.4165037869	35724.2999455121	34598.3736241458	31764.4296582343	48132.0095043195	17812.1223286568	31724.1715680584	-16968.9735265264	-4861.3721323544	70801.9683081004	720.398783618381	-23524.2455223812	-88257.7499194998	-62911.6036867005	-22824.5294833724	-78767.520400295	-78581.5988092154
LP_004423	-800.016115652161	-1341.28063520258	-4081.24892859141	765.062579761878	666.928398422329	6037.57017718385	6490.79203553204	-1011.28538150036	287.230757852794	2241.93071108359	9297.96306114434	8184.82798802028	245.174949556276	10759.2104949056	5059.38451634666	-380.909182819203	2386.33404064342	15482.1109674118	1617.34754305056	4219.59063657277	-9940.95870250664	-5122.31651998279	8157.02499039007	-7563.33924332546	-1596.22328694475
PP_039025.3	12769.309315292	-25047.4017911512	-29856.5732667098	5694.15533995831	-38669.8884025847	6449.39335592635	4606.8932902341	6699.60685758152	-3815.82732022146	-29708.5755156203	4457.12403912293	1524.78841701546	-198.221211573713	11259.8903835532	-9706.89081583367	18158.6496014787	17721.8244295552	1151.68466320429	3419.99487440196	5130.84485718802	9828.13021639369	31538.0667289516	23259.5790453088	12648.7129723059	14547.8616627688
LP_004566	-4736.92017239498	-6312.43850248627	-10011.526043314	-5329.50594976387	778.000399843346	949.103304452543	-1348.8892170414	-3515.36341334017	4335.97088559503	10908.2720298939	3767.6601622187	7131.91031942363	-3713.20602856218	5982.08133545296	15487.8178609847	3132.29499320798	18147.3321316473	12796.0041383724	7661.4820604633	9373.39523783108	-13488.0329872496	-1374.15696809999	8686.67359196339	-8058.37417766155	-7126.60693311034
PP_039865.2	19254.292873302	-2185.7623378319	-19473.8990583853	-2847.80724235609	-20617.5753976893	2093.88944614965	-3837.44206449562	-8930.91413739697	1080.21528966087	-14523.8087200696	-1790.50084814647	-5612.60402929869	-9001.02806142438	-39.5730900533381	-7411.77876634433	-207.299159275775	35.7743040176065	-6704.42118505399	-14356.0361221313	13.0792806788959	8372.13408906605	14488.2404625914	9764.41399489674	31748.3281717141	11066.5392981275
LP_25975.2	13688.919172677	-27862.6544138235	-31701.0138423317	-56684.9001941404	-26272.2002241657	-52082.8999630935	-4325.54594464603	-68364.3276954518	-43898.8009426694	-37480.4752842899	-10993.7015982568	-15728.4486396687	-66904.787349098	-31586.2018844278	-21662.2638950668	37907.2966762214	-4526.43471694412	-21367.5676837769	31822.6487143529	-3741.81948230235	61055.4009604894	23868.0103518179	52066.9161424031	39663.9878282067	25110.3614152068
LP_26370	3640.80970371334	4081.59427586712	-3606.7476338591	-9022.21504112277	-1552.50688641257	-795.678493950189	5745.42289487582	-3820.68614817564	-1130.27667382652	-1455.31860297878	-887.832148731286	3956.51233549715	-7152.98176541924	-5882.7736316514	-4619.67583562897	-3698.82191629803	-246.11857369513	-474.848695339897	5533.3844286518	469.674320822181	-1316.89940738575	-2180.96977430325	-992.958496498388	-870.69533631955	-11349.4462645279
LP_19835.2	-36096.4277657467	-55779.5387619783	-72753.269791257	-69776.3897581766	-26611.5350679557	-53348.6791831464	-30328.3020553919	-88345.0154587664	-42784.4086461983	-4871.72672027483	-34879.4629918601	-7213.57176898519	-97761.9571022505	-55471.6949147488	13237.9566018936	13570.8944747839	78723.6020260655	-64907.6444938207	30266.1157756996	70412.6490439167	119202.327799977	98541.5925731464	-4050.09491767126	160519.072679642	110054.562047265
LP_004434	-5078.43678317509	-5007.36681166559	-5276.20409289989	2505.01318673132	17533.9552173862	4911.60935770904	178.924317252931	3493.09466539156	22624.7706610575	27534.8847024632	3050.28831040437	10799.0555405763	9145.39326808721	18360.4805234982	29645.8076500023	-4704.2051304421	5588.94599525248	13063.7187957706	10069.4025096607	6723.2224278108	-32268.463155253	-20630.1917411634	-2018.60686097445	-28034.6608712321	-25533.3115742148
LP_004467.3	52469.5561198297	123202.928974046	82310.23075516	18169.6703091884	70630.4839521846	18731.4154747023	57331.7734955493	85981.1549393962	27714.1537241583	12632.1026413158	52992.7962152328	34665.5868496689	86162.1034767131	5291.90493612087	4455.22303818807	-57116.6619380941	-53116.9956306757	27547.6609419097	-36553.2524902346	-55542.9823126757	-112295.998875192	-100976.212392337	-69455.8247695205	-107790.677523618	-106145.637641894
LP_002930	-15226.0528018957	-17694.4354868738	-17223.3646296989	-28069.940228199	-20967.4535245383	-16773.5196254392	-18496.074121107	-21942.8480147232	-32065.6358478914	-18778.1787077269	-19095.8113815392	1344.84140991593	-29985.1615293439	-31381.7866401141	-20905.0889151063	21968.1686205085	38609.7342350333	-25868.9362937761	-14129.544510451	-48.6006647340182	145909.579740798	74374.3527960093	-10207.8846634666	18368.6857071399	29823.724694493
LP_25476.1	-3267.39234086902	-9220.11210050511	-11276.0845906255	-5793.64655258898	-8098.76509177587	-3048.97833281377	3861.81731250065	-7270.2966390401	-6103.26518419808	-4899.49075803377	2088.66922064248	5006.24317015917	-9084.45353309677	-3194.43943910779	1905.79400671231	-8069.48678234249	14804.3072421781	-5535.56329900454	-1900.46818782635	12929.2832832818	16842.0835164225	16543.5371968753	5622.58098272088	20361.7349866915	24138.2111053522
LP_22581.3	-34815.399040973	-29910.2171632716	-45243.1103270823	-56275.845000941	-35359.1693926787	-54167.7428874906	-12106.6843909224	-55115.3536305813	-38244.4139132137	-7928.96507942796	-27201.3034157025	-22568.7996563652	-59853.5752858805	-39780.4889318588	-17830.0470496891	32833.5962942023	46091.1321059185	-22512.4956624537	19744.3125391892	40001.1609323081	72814.6183191812	31739.5093600659	28631.2216534175	59822.9456893788	62891.2165037167
