D8R1	D24R3	D24R2	D8R3	D8R2	D24R1	M24R3	M8R2	M8R1	M8R3	M24R2	M24R1
ARHGAP33	8.74887807925606	9.15503453973217	9.11142534623672	8.88371545210442	8.16001509734381	8.90993454849764	8.69673441317687	9.11889235275298	9.16318047493419	8.68252535831966	9.11266475475678	9.02793454826744
ARHGAP39	8.93749875700037	9.00718942704282	9.27858324920183	8.77268708957575	8.50428008965399	8.83449418827333	9.41526218291738	9.33454962825707	9.51887822325072	9.0604034367747	9.25762605484761	9.07713449244423
ARHGAP4	5.01322064064124	4.13421089256337	4.76107702377624	4.76107702377624	4.28727919247047	4.96340210170449	6.06537359276463	4.92483221230361	5.48268124027727	4.78396683634506	4.69881628191929	5.21120743515292
ARHGAP45	10.3489110058911	10.214114545263	10.7661130867493	9.62615694055009	9.52565758842202	10.5613588223343	10.8476106715294	10.4119540915377	10.7050842267828	9.93955309439804	10.6771174529634	10.6455667214561
ARHGAP5-AS1	7.73761491537492	7.89471948498287	8.02454484718352	7.48004782067091	7.64365052698817	7.98079369934694	7.71505021618537	7.49057390433369	7.68554027653436	7.27966685055635	7.73761491537492	7.73459269904741
ARHGDIA	13.5826160787938	13.379397438285	13.602459795585	13.0283771896542	13.1047660372069	13.2388519730312	13.6851759716708	13.6795597418301	13.6555350571981	13.4009643065617	13.506928179002	13.2674376881383
ARHGEF2-AS2	5.97574923741491	5.39153799821188	5.53308219083553	5.45322054481811	4.94619372162694	5.65401677663151	5.93911154955813	5.41101300753836	5.45006005225805	5.3078431557329	5.34206180087555	5.63351849932067
ARHGEF26	7.05087277197221	7.15492897590573	7.0542539812887	7.37989770491914	7.45633194616922	6.83576357927133	6.66897158594866	7.44563042115308	7.32939183573099	7.54778138244561	6.89491453525527	6.92224776704821
ARHGEF5	7.6897248916882	7.0542539812887	7.14609204722881	7.14609204722881	7.10497671869141	7.42433950482483	6.79042174982915	7.29251991609692	7.51637228993849	7.00660046344658	7.38305317116206	7.45245551835886
ARID3A	6.7411176403859	6.60693956599249	7.09365693171449	6.97926573599538	6.97438620617117	6.93114032937657	7.17850639643934	7.19108571423854	6.99801509940622	7.21249212791227	7.12993063410154	6.97201764855765
ARID4B	10.7480053912391	11.3278308500564	11.0853848930591	11.0513691847882	11.147707909198	11.2722425387231	11.1231776419233	10.8560864645842	10.8501625318198	11.4062900288538	11.1027510387185	11.2890893098345
ARID5A	8.0544899319487	7.64815651518629	8.00448048189594	7.55126255498985	7.5708557908516	7.58882865477695	7.75168010088947	8.21611791342395	8.17669708518923	7.81807863766362	7.50664242361975	7.58459717333307
ARL2	10.6282860539335	10.8810675036581	11.0913323162473	10.1250914126784	10.1335870559987	10.6979139183027	10.8737851817967	10.830317848951	10.9205576585911	10.3065912038512	10.9315344143132	10.6374166751099
ARMC2	6.00359327880004	6.40125538876226	6.44459460157843	6.47854463553349	6.56324470348936	6.28284357843278	5.85336526947953	6.36768145471159	6.18080697749043	6.65434404749885	6.17982083789501	6.06014120437695
ARMC5	8.69284936544913	8.54724648391537	8.90046185960672	8.31698902541351	8.15106096425172	8.54611101699712	9.23323527529454	8.96854121974885	9.11193319397992	8.49290790373047	8.82721776820716	8.64938404598955
ARMH3	10.9152784171239	10.7152994492111	10.7769788516951	10.8147175033168	10.8214792060063	10.7699540912602	10.7432653269301	10.7523192779577	10.7603555952041	10.6497339267318	10.8427362820222	10.7201596364266
ARNT2	10.6259937776246	10.4863904112291	10.6840901369042	10.1296376357083	10.3467767148836	10.6755561476716	10.5356082731286	10.3932457366533	10.5743767193547	10.0017530249211	10.5554640690019	10.6530167067514
ARPC4	12.1927732199544	11.7495096199884	12.0135496351587	11.8817819513276	12.0180476963775	11.8183155678052	11.5465972018435	11.9586597755106	12.1267868283564	11.741825627532	11.8839600516942	11.7094725722741
ARRDC1	10.1619631182088	10.1874231254127	10.4153129462083	9.79585669283386	9.46964579754823	10.2874275663703	10.9345932857755	10.2087311257806	10.454732492671	9.82273695733699	10.389774760469	10.4979296518401
ARSA	8.10050575243731	8.29231963225476	8.18453963983851	7.87491108873677	7.12718949535201	8.21875674391188	8.34578792097093	8.1061930652061	8.68888552146678	7.9859054581662	8.20796767924315	8.48134781747646
ARSG	6.44459460157843	6.62428898653086	6.25997482714341	6.63417037397562	6.63553388029792	6.16150929377096	6.4061367108482	6.24746803177788	5.73407864455964	6.36872651278776	6.30429090586903	6.00359327880004
ARTN	8.06690134499541	7.84309153261814	8.2459106669	7.30094908945201	6.94023172970207	8.68573373247654	7.55279856165293	7.2244231382808	8.11696249385466	7.03920618429478	8.42231848056665	8.82693303798707
ARVCF	5.94303347638514	6.29667006244676	6.38755716378493	5.60367069578052	5.3209646077616	6.15461889824416	7.06694108777075	5.79705859221249	6.27390394187945	6.29915655532158	6.54114378317822	6.32149121561206
ASAP3	10.0368838127044	9.84511219384558	10.2432290961442	9.50950778056677	9.73142184113075	10.4661327889797	10.2547160491928	9.66285222422025	9.99352952707367	9.39042321057982	10.2917616998539	10.3710088913402
ASB14	5.4447672388831	5.01099747698301	4.88862661602474	5.39863951547698	5.14018645635408	4.65901090309407	5.1316148567551	5.45322054481811	5.71201108956261	5.57136393495432	5.27144105135804	5.45598178564024
ASB16	6.39041532001447	6.26164560253567	5.76600407864929	6.30429090586903	6.05364058188201	6.11358868881867	6.7253032399929	6.44082167530687	6.57940155372993	6.70829815915364	5.9771371243834	6.26350597549564
ASB16-AS1	8.55664246487409	8.46732406642772	8.14433401480613	8.69232241080289	8.47897801637431	8.2667288096474	8.14589941089566	8.53488866713655	8.53620299650296	8.21875674391188	8.25107295134007	8.43357177600382
ASMTL-AS1	6.30067280451672	6.49068130701296	5.89262431383387	6.73501594343295	4.84991297273896	6.43487105796387	7.13668678663569	6.13630895561153	6.56174578323585	6.67309527080319	6.46683479082865	6.5514477684368
ASPHD1	8.35547899540352	8.33318912843044	8.33238078206113	7.89645136380694	7.59024121397849	8.23356240406018	8.62214075160841	8.26574040709123	8.69774560926043	8.3728924205904	8.50386820571139	8.39077996208784
ASPM	13.1241574302949	13.7581702025319	13.4447285179335	13.7366309790203	13.2108948541988	13.6417283196453	12.9631195283614	12.1632015777187	13.3841423770073	13.602459795585	13.288042165247	13.5479781798785
ASPSCR1	9.29182941693062	9.26644878988346	9.2974269316881	9.11356859168393	8.9111632155509	9.10470791593958	9.3985327696291	9.39273628965323	9.46080455274065	9.21102540305712	9.33818118295402	9.10236257903624
ASTN2	7.08003738971441	7.07066386969882	6.70136807162634	6.84661786616034	6.86461067813877	6.99591389947247	6.6385564602582	6.76146819431018	6.45552980704749	6.47854463553349	6.77921244583051	6.83331202948948
ATAD3A	10.8950701349226	10.7857197750716	11.0656970334887	10.2316539189697	10.1982558860614	10.6485794515938	11.1422673539301	11.1925347774786	11.1762336865174	10.6719087269083	10.7427921293182	10.666738917284
ATAD3B	10.9765917480727	10.4828471784546	10.6195242804748	10.4705552170354	10.3195522149303	10.4356679437971	11.2551496837508	11.0709812781651	11.1417302991649	10.5939303005156	10.6755561476716	10.7217837871081
ATAD3C	5.33789782909254	4.76107702377624	5.08632519231746	4.3897042176176	4.84991297273896	4.69346231018714	5.54694216571987	5.92115458550128	5.45006005225805	5.40528484412692	4.80655919892176	4.29784794070033
ATG13	11.5619292749369	11.4925926154016	11.6708269005168	11.5142710234942	11.601154621429	11.5849489022567	11.537542719019	11.4899900387136	11.4741950304152	11.2981569938704	11.5846724136543	11.5261910626155
