D24R1	D24R2	D24R3	D48R1	D48R2	D48R3	D72R1	D72R2	D72R3	D8R1	D8R2	D8R3	M24R1	M24R2	M24R3	M48R1	M48R2	M48R3	M72R1	M72R2	M72R3	M8R1	M8R2	M8R3
VPS37A	3.7046703073986	3.57954727165299	3.62926154287188	3.55992104339566	3.72480888419204	3.88562028730863	3.69287450350494	3.71617340883834	3.77420273768941	3.65621000323265	3.74169155370714	3.66506580701923	3.65621000323265	3.66207493512005	3.7046703073986	3.72206847956799	2.80544034834145	3.5232146368425	3.69570506983399	3.6988516445224	3.93007585074114	3.75022616989958	3.67920025318392	3.59682983900457
WRNIP1.1	4.01351565904942	3.8850959738002	4.0996918547553	4.03195182547558	4.00917555906451	4.03298862978599	4.06927900589558	3.95718127820736	3.92405293661794	4.00679484732774	3.57954727165299	3.95236748316789	4.08623214172448	4.03855456850491	4.09039828468573	3.94334162523532	4.12696146759921	4.03541488345439	3.98608019019177	3.98450563447489	4.0224304000113	4.10584895897725	4.11994255284116	4.02662208407726
OSBPL2	3.84983391450173	3.72862929023543	3.84896156782474	3.85246376731864	3.77982212333614	3.71709452138264	3.84564209198139	3.95907829161282	3.90276890231469	3.86840362921586	3.8615501069312	3.7762979587899	3.84983391450173	3.84306438735046	3.66207493512005	4.06845760152041	3.89792539444961	3.85918671596928	3.90695210526322	3.8751312522948	4.03479262677011	3.89060646008727	3.88835770788276	3.85495581556339
SEC24B	4.03125908278784	4.01302501379431	4.14149648491722	4.12222059897158	4.15622909372237	4.14906803302203	4.1043221965056	4.13146663975889	4.15267103752701	4.16782981371519	4.16782981371519	4.16549487923841	4.14110913811961	4.16380369498951	4.12450744983199	4.14287028206961	4.08805075256029	4.177139756695	4.13925257032776	4.13033543016523	3.98792245145867	4.13486504402232	4.11509074138952	4.12994537024774
SF3B6.1	4.30966650440086	4.23763651424244	4.20251329358747	4.20851163945347	4.32489224307649	4.35774283255459	4.22568154404325	4.22413391901011	4.277384163484	4.21473297600322	4.22202987481436	4.23280112216952	4.28678587091169	4.29972898697505	4.31691866580416	4.31604442433124	4.21524334542116	4.21742442045078	4.25054905963709	4.22462783463778	4.36921105354544	4.27152288853091	4.28254141544152	4.28597350687733
KIF2C	4.25614594448767	4.11753975224969	4.14426571922027	4.09837762158389	4.08829536132538	4.24770615597165	4.08246327475544	4.18245185199328	4.08327121572686	4.18461488998449	4.10638947975411	4.18695405310759	4.18405948743447	4.20551336843849	4.20269034552374	4.11446052577571	4.12539902967329	4.21070947303753	4.09697068032991	4.1965838501707	4.09247100567162	4.08049677840295	4.14813666710792	4.18820826985776
MRE11A	4.2219116382341	4.13605271293081	4.15820968648744	4.21263611715319	4.28876776662588	4.1459041030355	4.15557699020892	4.17153948995456	4.20036439856434	4.17560038508768	4.17133557118079	4.18852984925963	4.13847509971521	4.19593051916485	4.28653532695018	4.28694576560432	4.21100348867261	4.20973863057185	4.19182021009556	4.20091405317511	4.11399204036155	4.1862191591742	4.18198035654403	4.23492069797993
APP	4.16930558970624	4.06076765944136	4.18212769235805	4.20626530353134	4.19915655397863	4.19182021009556	4.26002671536296	4.21815430328588	4.23189490651785	4.18067727527426	4.1728687153498	4.15557699020892	4.19984793828234	4.19984793828234	4.18380712319323	4.19963768622802	4.23269406662921	4.18871729224181	4.26303673133646	4.24106382483279	4.05288571665521	4.22520411060492	4.16759218151673	4.18067727527426
CMC1.1	3.8723907400311	3.87593476524018	4.14961470047781	4.07738290113367	3.93617302548072	4.15758231503321	4.11896495923219	4.11213227499298	3.91668189264114	4.0916792955387	3.94130115973936	4.13318457284207	4.13829109362905	4.14864432408648	3.85164097386816	4.01107476094943	3.87047905894866	3.9932885979923	4.12826187259696	4.06819041798743	4.1575143953642	4.17071897687174	4.12757512656904	4.09948926780165
SPECC1L	3.8557898562354	3.76677282252151	3.75989864760079	3.82365031298264	3.76566504627403	3.94689215903685	3.77203122460034	3.76294961407727	3.83184776976885	3.76165787776028	3.75989864760079	3.66207493512005	3.89521348252043	3.82752587405102	3.6194219564337	3.75609337715888	3.68283328364704	3.75295786926227	3.86477074692395	3.82903603205849	3.96114359445905	3.66207493512005	3.76915080202817	3.74721506385805
UBE2G2.1	3.97397936337012	3.87668899405002	3.98419682436836	3.9932885979923	3.9426438236879	3.91517622900595	3.72206847956799	3.97056358704724	4.00178076416268	4.0443997901648	4.03807763859019	3.97995738339545	3.92507166707438	4.02358825155208	3.98215625581316	3.87019132894102	3.96546694123309	3.90854004769673	3.90983052929391	3.8604477359732	3.73970629031149	3.90983052929391	3.93617302548072	3.95405900332487
USP47	3.9280821018453	3.95762733785654	3.92141970294677	3.96063263352222	4.02042199263026	3.71709452138264	3.91122956036265	3.96149073961032	3.98180014547247	3.98972972907242	4.00098911443109	3.98829321645983	3.97647281072256	4.04373948147515	4.00004890954134	3.96203140673604	3.96063263352222	4.01186604778804	4.0196298572877	3.96149073961032	4.07190589302666	4.00045323020286	4.05900424341395	4.01728394489011
AGO2	4.12509085327686	4.07496183539102	4.11091266288265	4.10312786894044	4.21050399213154	4.21708524710261	4.10223386825555	4.06798515757534	3.9808733643253	4.1258610160022	4.09391348253978	4.12941975404968	4.11163076996273	4.1485550926223	4.21312593894508	4.09209323603985	4.08642014939332	4.0826948713366	4.06778753703768	4.13291711517088	3.94130115973936	4.04869432383068	4.13654516773871	4.07549419368154
CTR9	4.09537135291904	4.07305691963359	4.02538460849135	4.08206516365217	4.15096811320223	4.10793774726117	4.06903560526317	4.1207838249467	4.10468608971871	4.06869231556932	4.13847509971521	4.07211629330593	4.06150583003432	4.14049760058382	4.13291711517088	4.07111544816027	4.11156613793232	4.0822878948932	4.08041721912976	4.07937676740725	4.10112915620237	4.03953970956072	4.11712421711135	4.06583263783482
ANTXR2	4.20105096564059	4.07001096155924	4.19237832782022	4.22892132210328	4.24144392513419	4.2784863061316	4.23763651424244	4.15355493920133	4.14704542299419	4.1830486566949	4.16194243105625	4.19017783088159	4.20269034552374	4.19081171818578	4.21573489540733	4.22868773766032	4.22379706134297	4.21295423979987	4.15174417968176	4.16521124493607	4.18728949694184	4.08547420252957	4.19561527389026	4.19439877492821
MIA3.1	4.27407209559653	4.14241499034892	4.24925448626608	4.05017616902368	4.01462486640169	4.3557469869657	4.24292706307284	4.24770615597165	4.1071459327721	4.02997125688966	4.04180882885426	4.09466131532577	4.22123359414874	4.2651003305614	4.26407360313845	4.0634060022597	4.20984685677017	4.25361177167204	4.24281388420668	4.2321648649296	4.27621652675758	4.25508762500226	4.24710174328798	4.00289778086392
CST3	4.06457002224799	4.07321233023352	4.00393903602389	4.08459667826385	4.0707369054476	3.86618057188825	4.14339550841273	4.16536596316315	4.08033765985657	4.04846012184171	4.07703452360362	4.00562200555921	4.12646525861041	4.12526830813624	4.12222059897158	4.07245036960057	4.21922819314295	4.10981148222252	4.19628340229614	4.1805193399933	3.73970629031149	4.08642014939332	4.04448468748988	4.00867540804441
LEMD2	4.17502972341449	4.07095037629444	4.17424489666895	4.20133749649631	4.19751841387605	4.24910633995924	4.21000565105875	4.21542914074896	4.20120757642177	4.19253380554972	4.1798066876526	4.15920094211477	4.17043879078058	4.18804769784311	4.20209614317845	4.2149093177028	4.19751841387605	4.1207838249467	4.19500138297243	4.18255426444303	4.26876065577374	4.15831749847075	4.1845374760729	4.15893397086489
PTBP3	4.08064583809085	4.01330398097051	4.07997046409596	4.11489975553201	4.12138730338866	4.02358825155208	4.0915379130441	4.13974032726482	4.13048530223994	4.05309953491075	4.05978411349984	4.15355493920133	4.08847725570538	4.12957580049083	4.1071459327721	4.11119657160405	4.02965818312365	4.12539902967329	4.0472872202817	4.09882855234681	3.73970629031149	4.09895565182499	4.11119657160405	4.07476365599409
RAB1A.1	4.12416625582082	4.02112318118558	4.07729517387907	4.09676873128272	4.0673542868255	4.2056293122708	4.0778330509494	4.13698660697511	4.1728687153498	4.0949726688958	4.15082117133057	4.03298862978599	4.08787682106408	4.12889100732518	4.10779702109724	4.10504474832785	4.20834656769701	4.08748824695481	4.14317246614582	4.09585188292622	4.20237137668924	4.23579815529817	4.23121478502764	4.08973106405579
NUP85	4.22178263175524	4.15199261849543	4.10767801659886	4.21312593894508	4.21408000768908	4.23877866862193	4.08131724500885	4.17881085736009	4.06778753703768	4.12152723047971	4.17900387457252	4.20251329358747	4.20551336843849	4.21432484833935	4.19999238294691	4.17518736515432	4.18245185199328	4.19060787415395	4.19223607326827	4.18393143144822	4.23916236613651	4.14426571922027	4.21195372651436	4.18871729224181
UFL1	4.09853928879516	3.98864532746689	4.00917555906451	4.00045323020286	4.06288828356608	3.89208828937936	3.9912251005774	4.02227854770492	4.12284140645474	4.09100769830124	4.11741690372912	3.9922367716814	4.00289778086392	4.12168064182141	3.9961773491522	4.09708436869329	4.0673542868255	4.04022649694606	4.10071123121436	4.09142836449607	4.11790242763337	3.99271848406837	4.12168064182141	4.0725670161065
PRC1.1	4.12546493442588	4.03278906197148	3.96955407506778	4.08623214172448	4.1274700879264	4.05787957185104	4.10283867714102	4.08748824695481	4.03438220768088	4.09537135291904	4.15525017874984	4.12274133456998	3.97445425554457	4.05254153236497	4.16246755312246	3.99805017303346	4.0702236001681	4.0459950116067	4.07703452360362	4.0854234029216	4.03629016875551	3.9426438236879	4.09070896724893	3.96746173915187
ACAA1	4.03326458203468	3.93398106198516	4.01484278223562	3.99744283183099	4.01213360894145	4.020174501893	4.04160282048982	3.8751312522948	3.99046584566586	4.04140255813259	4.01596697710976	4.00533176713322	4.04448468748988	4.05490354221065	4.02662208407726	4.03438220768088	4.05156983886108	4.00845531713184	4.06076765944136	4.06131425312066	3.97879018345685	4.06095493830614	3.94045795784165	3.99634183860459
PPFIBP1	4.01560262108149	3.9637158120198	4.02191001208406	3.98608019019177	4.10180834025907	4.06819041798743	4.06318182161417	4.18362261660618	4.16713944527462	3.94789458059814	4.07549419368154	3.97056358704724	4.021689198343	4.1207838249467	3.99200584237839	3.90276890231469	4.08748824695481	3.96149073961032	4.00315406147582	4.1504802495269	4.10767801659886	3.93846616229894	4.10878611716816	4.1447425011715
CLTCL1	1.63925698343526	4.12249726521352	3.77203122460034	4.17225107166592	4.1942288583072	4.24106382483279	4.16759218151673	4.18067727527426	3.95628551549232	4.13925257032776	3.93268112889486	4.17575597176367	4.12665424966406	4.14297825188461	4.19127536191096	4.14943209125171	3.87593476524018	4.17537669209355	3.99419109252379	3.85695305251717	4.22942949459969	3.91332308107717	4.10858216723626	4.13630322399648
MRPS7	4.17665265230619	4.09895565182499	4.11399204036155	4.18245185199328	4.22085257947454	4.09708436869329	4.09209323603985	4.13128311403478	4.16436936483485	4.17469813474386	4.2149093177028	4.13302991132359	4.16028633097046	4.17225107166592	4.18871729224181	4.17606718523852	4.08537260331364	4.10842220074468	4.13334109714647	4.15013401746423	4.00892572631219	4.17324326247039	4.16326016621312	4.06605689441064
POR	4.1191518786792	4.09409558794939	4.09483802885161	4.07635151918735	4.13546350675948	4.17372437253259	4.17439487626144	4.1617420041712	4.14404924341247	4.15231392776347	4.15811465575304	4.15571794510878	4.16759218151673	4.1634249629253	4.17225107166592	4.16956046516477	4.20209614317845	4.13202578856936	4.11001164876753	4.19500138297243	4.17486150429941	4.22238299224937	4.17900387457252	4.16066445812169
PSMB10	3.97733385549153	3.82587717016507	3.86323571053119	3.92764126617248	3.93846616229894	3.97316363297938	3.94045795784165	3.8850959738002	3.94334162523532	3.89363724294455	3.89792539444961	3.86390514276016	3.90812832365026	3.89060646008727	3.92764126617248	3.92645946581653	3.95718127820736	3.86390514276016	3.92696907378574	3.90276890231469	4.29362845335496	3.95985013394248	3.91876712149637	3.83283275789205
PPIL1	4.237990120076	4.14210271732341	4.15013401746423	4.21708524710261	4.14139039730498	4.13114969847252	4.24672074065926	4.21189936725384	4.23877866862193	4.2321648649296	4.25311036882673	4.22853712911786	4.24739585608121	4.18350357423418	4.28180474246991	4.2187922201229	4.27502674447723	4.22892132210328	4.24672074065926	4.24057538954021	4.15686885814682	4.26407360313845	4.26681839681081	4.26071100676774
AP1B1	3.99860453106966	4.01186604778804	4.15000254131832	4.12957580049083	4.08787682106408	4.08927308439988	4.16805192354704	4.10793774726117	4.11882308037637	4.12696146759921	4.08829536132538	4.12152723047971	4.15355493920133	4.13291711517088	4.14020999163544	4.12494597829009	4.17061505037079	4.03020878007643	4.14488743984681	4.1186912458928	4.13860321975797	4.16521124493607	4.07860864797317	4.12450744983199
SRPR.1	4.14744860387032	4.14604015991068	4.16078321815803	4.20805948022657	4.1810748356725	4.18871729224181	4.26135619549452	4.20893169947958	4.19777869021735	4.15716599297717	4.12915366993843	4.21295423979987	4.19037601729983	4.21828088080775	4.24409266432602	4.14020999163544	4.2573378119303	4.20384439398473	4.13048530223994	4.1810748356725	4.0915379130441	4.21128224198666	4.22738264570529	4.20551336843849
MRPS17	3.93846616229894	3.91876712149637	4.03156992559868	4.05411987056962	3.8695491121111	3.71709452138264	3.86688698840919	4.05990453612168	4.07111544816027	3.94130115973936	3.95205274402309	4.02312645574091	3.93768914264877	4.06798515757534	4.02843141156359	3.95276251037228	3.9556209565012	4.03855456850491	4.03629016875551	4.04118403272589	4.04180882885426	3.9452185905947	3.8997867795192	3.97696898904088
CD2BP2.1	4.00149954098135	3.95276251037228	3.88439580675015	3.92859227939771	3.91466081706065	3.97106785892883	3.90111164995067	3.97316363297938	3.98539859168175	3.95675138459622	3.88369113361108	3.96114359445905	3.97572244016611	3.99385213374026	4.02042199263026	3.98027639583978	3.98992870194079	3.89599802567975	4.01186604778804	3.98864532746689	3.87759765651497	4.01728394489011	3.99832538678005	3.97505869678587
ESYT2	4.38065564403952	4.35731310148368	4.35849377113699	4.37708195670402	4.39060190068733	4.32629440152904	4.36788296166743	4.38443189333625	4.37014875937632	4.34920002013719	4.369958376566	4.35808940919427	4.36176083163908	4.47412447431239	4.38126285350578	4.36295275566165	4.36229033180821	4.3475685210994	4.38630723158057	4.39039627857093	4.33536134306141	4.35436003812643	4.3609738174249	4.35591580892688
RPS27L.1	3.90513887905798	3.90401524902536	3.93649625081458	3.96571834901498	3.91517622900595	4.22327907226976	4.13684372494295	3.97995738339545	4.2034492365494	3.91587751598669	3.94163494280893	3.94045795784165	3.9235247393687	3.94789458059814	4.09697068032991	4.18908159594546	4.16818256400301	4.15740833229977	3.98233848862714	4.15543343002187	4.25464531655656	4.00722427709217	4.1132478614939	4.14404924341247
TOLLIP	4.16326016621312	4.02965818312365	4.1630838507472	4.20696322803029	4.13216855594819	4.12356170422824	4.08558194928226	4.17631825116999	4.11060926159372	4.18333345932104	4.20626530353134	4.06819041798743	4.18804769784311	4.14370302186438	4.18230362010845	4.21770920114378	4.20541685004623	4.18014816467201	4.17773245139121	4.11694071051889	4.10519952746669	4.19767417532895	4.16782981371519	4.195312276108
AP1G1	4.24028050940161	4.11195507908495	4.21542914074896	4.23916236613651	4.1965838501707	4.1510945696486	4.07169886498348	4.2074190979716	4.13276044539763	4.07190589302666	4.10620225396516	4.26222728361526	4.14210271732341	4.23165241190667	4.21633268316127	4.19731679762858	4.16971598833247	4.24106382483279	4.1630838507472	4.19885152675749	4.10086546981344	4.12539902967329	4.00624835432186	4.17486150429941
HOOK3.1	3.94447738370406	3.94845354037775	3.93268112889486	3.92302580014374	4.0472872202817	3.93398106198516	4.07579944694797	3.95066028956965	4.03278906197148	3.96491487088333	3.93115023296587	3.75157396443304	4.00917555906451	4.04786684761284	3.96149073961032	3.95675138459622	4.02799999670902	4.01081400940316	3.98261971949918	3.83977406923482	3.73970629031149	4.04160282048982	3.94930551319985	4.01802689353897
PARVA	4.1830486566949	4.18437059868192	4.16216023822813	4.20056255712622	4.21000565105875	4.25964431163595	4.19253380554972	4.16521124493607	4.24545425980544	4.22620678866354	4.18945573668579	4.19182021009556	4.26196480201678	4.25434159454118	4.22544590903774	4.237990120076	4.27106240637275	4.18634193910477	4.17339388755258	4.21208776217064	4.32996309727621	4.16691887579595	4.25257650444772	4.22158242703637
CTBP2.1	4.10223386825555	4.0707369054476	4.08169768066999	4.12889100732518	4.02334552662926	3.97358180087709	4.12665424966406	4.13616448517253	4.12941975404968	4.12734427667097	3.76915080202817	4.05578656838269	4.12334787061653	4.17175666978583	4.11542720360662	4.10858216723626	4.02477473737824	4.13575352567824	4.15426802576915	4.13860321975797	4.00231972037847	3.96769196589704	4.14007460574214	4.11461034853668
PTCD3	4.09837762158389	4.13529348410959	4.09433326882627	4.12168064182141	4.14488743984681	4.08310741545772	4.07526298191333	4.12539902967329	4.17424489666895	4.07635151918735	4.09352775567028	4.14090537165767	4.12168064182141	4.19196248032706	4.20805948022657	4.07211629330593	4.10312786894044	4.13563793502261	4.13467309067971	4.11105517637661	4.16420009823152	4.07362316064374	4.1194906738282	4.12416625582082
PPIL3	4.04385595424993	3.90173433532222	3.99744283183099	4.01506242632275	3.93896395463673	4.13318457284207	4.04049979332831	3.94089968610153	3.97767392621829	4.01213360894145	3.98330956398571	4.00045323020286	3.94045795784165	4.00947474932847	4.00867540804441	3.93846616229894	4.05712499122003	4.00315406147582	3.99957672051572	3.97239581465707	4.11896495923219	4.00845531713184	4.00603928414723	3.99832538678005
INPP1.1	3.91587751598669	3.87835003639564	3.91876712149637	3.94130115973936	3.97613981517128	4.12841063840439	3.94789458059814	3.97170218514856	4.03807763859019	3.91726832760842	3.88917177749869	3.91777861741858	3.98575043183896	3.99930847151199	3.90983052929391	3.98180014547247	4.01994383138198	3.90047124259197	3.96114359445905	3.96683663796816	4.13291711517088	4.02089637126754	4.07976817529262	3.9930332223248
CDK6.1	4.09023532630644	4.06318182161417	4.03953970956072	4.03921524054213	4.07362316064374	4.11790242763337	4.11712421711135	4.00867540804441	4.10923120524715	4.14943209125171	4.14287028206961	4.10239567096485	4.08049677840295	4.11446052577571	4.15525017874984	4.09451866074651	4.09329845071037	4.12222059897158	4.06583263783482	4.05039096884363	4.06819041798743	4.07245036960057	4.10127701762846	4.08847725570538
MAP2K1	4.01107476094943	4.05464593873029	4.13146663975889	4.14729270055003	4.07396084332595	4.24181867044401	4.18317448750703	4.15096811320223	4.17687822511422	4.13771165260906	4.12681845727961	4.14645934112412	4.18004438143698	4.16057219394365	4.12856393747091	4.11896495923219	4.18728949694184	4.16234044417571	4.14020999163544	4.22220165719404	4.18578464730836	4.18437059868192	4.16713944527462	4.15543343002187
UBR1.1	3.73214091660922	3.60752287757677	3.63690972715873	3.64996054533114	3.70781908803758	3.9530911006943	3.69011160461167	3.7137313542334	3.75609337715888	3.5232146368425	3.59682983900457	3.68283328364704	3.60752287757677	3.67012938479159	3.70176193709153	3.73970629031149	3.75295786926227	3.67556996352425	3.7046703073986	3.67012938479159	3.96955407506778	3.70176193709153	3.64996054533114	3.66506580701923
UFC1	4.21329631479343	4.0249615635638	4.15778550817979	4.21128224198666	4.18333345932104	4.20834656769701	4.15320587794151	4.15231392776347	4.01778673787088	4.16685779834624	4.1995095925587	4.17537669209355	4.13276044539763	4.19963768622802	4.03414191509775	4.16653627318353	4.09100769830124	4.14884159453638	4.12681845727961	4.0224304000113	4.14704542299419	4.20709388047546	4.14229814291495	4.13829109362905
RPS24	4.43561138678325	4.31396896013552	4.41163870962679	4.42478873724695	4.41049433339546	4.2187922201229	4.41481900494769	4.41247272982878	4.39125844147184	4.4009163699133	4.41731142746241	4.42605520792616	4.39405219006367	4.42048706488885	4.42895229993696	4.40391122359416	4.42287002548603	4.42146107892621	4.32614508984432	4.41247272982878	4.26818576568688	4.4207114793857	4.40748761182296	4.40076779146211
EIF2B5.1	4.13486504402232	4.13751913533962	4.10448834923274	4.15703160417933	4.19885152675749	4.13771165260906	4.21799917732596	4.11276435523472	4.13202578856936	4.15831749847075	4.25271164727183	4.1614166873452	4.10779702109724	4.19826135897122	4.20477262520538	4.10655702668477	4.12826187259696	4.19930658716104	4.04796127863647	4.01107476094943	4.14813666710792	4.08100121371954	4.19915655397863	4.11852805717742
MUT.1	3.91466081706065	3.85793921949851	3.96683663796816	3.96022723573219	3.92448029322423	4.00679484732774	4.01437492063196	4.06131425312066	4.14729270055003	3.95588840271297	3.96063263352222	3.89599802567975	3.89421220100295	4.00178076416268	3.94930551319985	3.99085015194168	4.04530121731372	3.91628222372142	3.90916056707416	4.00178076416268	4.01934029873152	4.01042064454052	4.01610970491628	3.9556209565012
PTMA	4.33232424449853	4.24215125521744	4.26689237883461	4.36141074806932	4.32521044764564	4.33386764629171	4.34979146997999	4.34632159931455	4.34339153700698	4.33914799186002	4.3221119281418	4.31681260679911	4.2974851692035	4.33689501122293	4.29684546037192	4.31884747923556	4.40372347019792	4.29474771727154	4.33702042759225	4.34360464894527	4.37292354868254	4.40076779146211	4.34580537808754	4.34062434395293
SUN2	4.0956058909841	3.97358180087709	4.05521267373831	4.11654811409463	4.17631825116999	3.71709452138264	4.02191001208406	4.08365484114935	4.1324504445243	4.0480557096601	4.04786684761284	4.08327121572686	3.74572691542974	4.12208886873587	4.0996918547553	3.96769196589704	4.13654516773871	4.10180834025907	4.00439929051457	4.08327121572686	3.98513934497129	4.08365484114935	4.05644997556124	4.10180834025907
POLD3.1	4.01802689353897	3.97879018345685	4.02689696677592	3.97800725071863	4.03036645916938	4.15622909372237	3.88196958201792	3.86618057188825	4.06457002224799	4.00315406147582	3.98903479225108	4.03840887996202	4.01610970491628	4.08310741545772	4.05877041129979	4.04530121731372	4.06457002224799	4.0489260772885	3.9510756994398	3.95939952745812	4.04295108932035	4.07669614342487	4.02286693052892	4.07763588223485
FAM136A	3.99143785768762	4.01388249102149	4.05270658148835	4.00231972037847	3.87340512104868	4.01042064454052	3.9646604398581	3.83977406923482	3.87138477240869	4.10329703484281	4.04315329305129	4.08346061880614	4.10097865978494	4.09837762158389	4.08865460200553	4.054388560717	4.12326868483896	4.02148710721169	4.01412788842464	4.00722427709217	4.00947474932847	4.12274133456998	4.09932477039963	4.1043221965056
ACBD5	4.00393903602389	3.98233848862714	4.04683584944792	3.99085015194168	4.08100121371954	4.17027602268342	4.06384674656972	3.96987409034129	4.09289198436942	4.01934029873152	4.02747206587449	4.08787682106408	4.06504221161491	4.07738290113367	4.0780857046275	3.85793921949851	4.05959474729218	4.0899191348884	3.8615501069312	4.07476365599409	4.14339550841273	4.08188540039158	4.05411987056962	4.09185126497825
AIM1.1	3.96683663796816	3.95806031538527	3.98142963927773	3.99046584566586	3.98419682436836	3.91051308921524	3.98330956398571	3.95762733785654	3.90695210526322	3.97859343708913	4.0224304000113	4.01011678686154	3.98693521266275	4.03788537987871	4.04492290421301	4.06642923184346	2.80544034834145	3.87985071875504	3.96840486982775	3.994389604313	3.97995738339545	3.98450563447489	3.84306438735046	3.92078854925395
ACAD9.1	4.00479775468557	3.95455965793891	4.19593051916485	4.1740540644786	3.77420273768941	3.92141970294677	3.8997867795192	3.89421220100295	4.18746356115756	4.17631825116999	4.18663740797434	4.17486150429941	4.19017783088159	4.18469230389609	3.9336654094459	3.90760235041573	4.1740540644786	4.18038646910591	4.14500236620712	4.1830486566949	4.20926308651234	4.16158093264197	3.88675860890721	4.16549487923841
CDC26.1	4.0251981787686	3.9875823276034	3.89060646008727	3.99171403216474	3.89721984090627	4.12095728082797	3.87340512104868	3.90695210526322	3.94163494280893	3.87985071875504	3.90111164995067	3.89133844234982	4.00562200555921	4.01011678686154	4.0559780193228	3.92944915659055	4.03020878007643	3.8695491121111	4.06318182161417	4.01610970491628	4.10638947975411	3.93768914264877	3.92859227939771	4.02564677654468
PSMB9.1	4.03414191509775	3.95863319213907	3.94601878640047	3.9235247393687	3.97995738339545	4.00315406147582	4.19182021009556	3.99085015194168	4.17991714352398	3.99650632805699	3.97020869107943	3.89848199956355	3.98382899383531	4.049245575109	3.97733385549153	4.00231972037847	3.98233848862714	3.9912251005774	4.05225741633077	4.19392897966616	3.90695210526322	3.77891546296226	3.98419682436836	3.99385213374026
FAM21A;FAM21C	4.16729507648194	4.09023532630644	4.10519952746669	4.14049760058382	4.16794995898311	4.16465325067739	4.14618748181215	4.09372235260811	4.13698660697511	4.09814469396232	4.13974032726482	4.17424489666895	4.13575352567824	4.15893397086489	4.16994367847113	4.1942288583072	4.08169768066999	4.10504474832785	4.10005531302249	4.14513016140631	4.17061505037079	4.12696146759921	4.0702236001681	4.14513016140631
OXA1L	4.13605271293081	3.99468207472139	4.0184458785909	4.00802502117338	4.00393903602389	3.71709452138264	3.98829321645983	4.02477473737824	3.90760235041573	4.09517915374062	4.02606469305812	4.04140255813259	4.07619670342363	4.07579944694797	4.0489260772885	4.08033765985657	4.09895565182499	3.98829321645983	4.01213360894145	3.92302580014374	4.05309953491075	4.01705674255408	4.10097865978494	4.10312786894044
RTF1	4.18871729224181	3.95718127820736	3.98628069873779	3.93268112889486	3.8615501069312	4.13798258650786	3.98972972907242	3.72206847956799	3.87439885789362	3.95339821951464	4.02384197914258	3.96244141065479	4.01011678686154	4.01610970491628	4.02885576748721	3.98483962497282	3.99860453106966	3.99774776766943	4.01081400940316	3.97294637311466	3.98608019019177	4.00771503934475	4.02747206587449	3.77203122460034
APPL2	3.89848199956355	3.78077292741909	3.75873796289417	3.82587717016507	3.90401524902536	3.92696907378574	3.8604477359732	3.89792539444961	3.93804267550659	3.75609337715888	3.78077292741909	3.82752587405102	3.75989864760079	3.77309851732072	3.84983391450173	3.83184776976885	3.86390514276016	3.82903603205849	3.8997867795192	3.96337549114144	3.93804267550659	3.76165787776028	3.82587717016507	3.77891546296226
DYNC1LI2	4.07720744662447	4.12041794057466	4.07362316064374	4.19767417532895	4.13575352567824	4.22264437602617	4.0702236001681	4.203136300569	4.20626530353134	4.17015240606522	4.15426802576915	4.17255125060331	4.16794995898311	4.16805192354704	4.16436936483485	4.18230362010845	4.18198035654403	4.03479262677011	4.19703930143452	4.13406504820415	4.22738264570529	4.16782981371519	4.15607147638593	4.1807876969838
SEH1L	4.20170747306795	4.1132478614939	4.24230681717721	4.23237541747073	4.24075967247203	4.23492069797993	4.14254686605509	4.23675526701958	4.21573489540733	4.15893397086489	4.15334572926686	4.237990120076	4.1516153752576	4.22997244019834	4.24881075685901	4.23419286872171	4.18532339006886	4.23492069797993	4.218649757641	4.22287543690853	4.22591100265025	4.14679567833118	4.1965838501707	4.20626530353134
PLXNA1.1	4.03764959988283	3.91466081706065	3.93007585074114	4.06967496544534	4.0666497971953	3.90626857625815	3.92238812091013	4.03460112700816	4.04022649694606	3.97572244016611	3.98740324900427	3.97239581465707	3.91977684409143	3.97613981517128	3.98330956398571	4.05678600461277	3.76566504627403	4.01462486640169	4.02089637126754	4.06927900589558	3.8723907400311	3.84454192350133	3.76677282252151	3.92542308443654
PLS1.1	4.12734427667097	4.01011678686154	4.05451724972365	4.07496183539102	4.05842515975835	4.02864651900294	4.08590006395811	4.04846012184171	4.00075584517796	3.99171403216474	3.93804267550659	3.99650632805699	4.09237176571269	4.10346496930253	4.07159582751515	4.02445693874616	4.13698660697511	4.03717948277087	4.06267883401328	4.10223386825555	4.14254686605509	4.13630322399648	4.03604320487041	4.00004890954134
CUL3.1	4.22379706134297	4.20541685004623	4.21208776217064	4.2618299573471	4.24728421002232	4.25565657381434	4.1789073659663	4.20251329358747	4.25222060708632	4.200685835234	4.22428690002211	4.25508762500226	4.21897020295667	4.29394765059837	4.2498836184903	4.203136300569	4.22882237221601	4.23367161717758	4.28952773449902	4.16834536006429	4.22752612612309	4.1807876969838	4.15174417968176	4.11694071051889
