pval	Fstat
GC_001	0.0259218761620428	12.5981538461538
GC_005	0.0159739017826638	14.112
GC_008	0.0287655360443071	12.3175384615384
GC_009	0.0204943104085388	13.2775384615385
GC_014	0.0336177249095219	11.8670769230769
GC_016	0.0298355238653497	12.2215384615385
GC_022	0.0486698671327783	10.8553846153846
GC_024	0.0324807049779062	11.9852307692308
GC_034	0.0189080319140347	13.5729230769231
GC_043	0.0439817963779942	11.136
GC_044	0.0322223330739838	12.0147692307692
GC_046	0.0261909154866481	12.5686153846154
GC_047	0.019070973237596	13.5286153846154
GC_048	0.00991479499578529	16.0910769230769
GC_071	0.0302653976061325	12.1772307692308
GC_073	0.027689954066259	12.4283076923077
GC_078	0.0473489052896666	10.9513846153846
LN_000007	0.0165959965627282	13.9790769230769
LN_000206	0.0148622140451787	14.3778461538462
LN_000212	0.00738700655555074	17.7083076923077
LN_000218	0.00759166908334372	17.5901538461539
LN_000224	0.00698379460589345	19.8793846153846
LN_000230	0.00698379460589345	19.0153846153846
LN_000254	0.0165229416621723	14.0086153846154
LN_000259	0.0134408045540748	14.7766153846154
LN_000301	0.0126817809449971	14.9833846153846
LN_000788	0.0204943104085388	13.2553846153846
LN_001333	0.0165828076713249	13.9938461538461
LN_001477	0.0105535362058767	15.7070769230769
LN_001483	0.0204943104085388	13.2775384615385
LN_001543	0.00835049917309108	17.0953846153846
LN_002606	0.0224221075641	13.0190769230769
LN_003560	0.0302653976061325	12.1772307692308
LN_003716	0.0386309967003676	11.4830769230769
LN_003908	0.00848260633650927	16.9550769230769
LN_004286	0.00698379460589345	19.5470769230769
LN_14826	0.0327417141720317	11.9556923076923
LN_14862	0.0244435453741152	12.768
LN_15403	0.0312911937778478	12.0886153846154
LN_15492	0.04394090887093	11.1433846153846
LN_15493	0.0221066201088539	13.0633846153846
LN_16500	0.0327694097288876	11.9483076923077
LN_17077	0.00909934124097353	16.5636923076923
LN_17105	0.0155498805207887	14.1932307692308
LP_000433	0.0252117796280459	12.6793846153846
LP_000466	0.0181634088918383	13.6836923076923
LP_000763	0.0334827219233188	11.8818461538462
LP_000796	0.00820582528100965	17.1544615384615
LP_000851	0.0152639578263099	14.2892307692308
LP_000895	0.00820582528100965	17.1470769230769
LP_000906	0.0111480928202084	15.4486153846154
LP_000961	0.00986464459026936	16.2535384615385
LP_000983	0.00698379460589345	18.2178461538462
LP_000994	0.00698379460589345	19.8941538461539
LP_001038	0.0148622140451787	14.3704615384615
LP_001269	0.00698379460589345	18.1070769230769
LP_001324	0.0204943104085388	13.2553846153846
LP_001772	0.0351801009674704	11.7341538461539
LP_001816	0.0152106621704487	14.304
LP_001827	0.0112765927844666	15.3821538461538
LP_001838	0.00991479499578529	16.1058461538462
LP_001871	0.0116306527801561	15.2566153846154
LP_001882	0.00991479499578529	16.0467692307692
LP_001893	0.00986464459026936	16.2166153846154
LP_001904	0.00938175939877609	16.4307692307692
LP_001948	0.0192882433653089	13.4843076923077
LP_001959	0.00888145266018356	16.7409230769231
LP_001970	0.00772591741858471	17.4941538461538
LP_001981	0.00991479499578529	16.0689230769231
LP_002036	0.0286976632113421	12.3396923076923
LP_002047	0.00991479499578529	16.0467692307692
LP_002058	0.00848260633650927	16.9624615384616
LP_002069	0.00843132625837274	17.0363076923077
LP_002146	0.0136631635261617	14.7027692307692
LP_002157	0.0257375496245309	12.6203076923077
LP_002168	0.0112502615873641	15.4116923076923
LP_002179	0.00698379460589345	19.0006153846154
LP_002267	0.0126021689665686	15.0129230769231
LP_002278	0.0119314569407689	15.1753846153846
LP_002289	0.00903866673821898	16.6523076923077
LP_002300	0.00795664695903349	17.3464615384615
LP_002311	0.00698379460589345	19.2
LP_002355	0.00991479499578529	16.1058461538461
LP_002366	0.0204943104085388	13.2553846153846
LP_002377	0.0111480928202084	15.4855384615385
LP_002388	0.00796154094557339	17.3316923076923
LP_002399	0.0161876047411195	14.0750769230769
LP_002410	0.00848260633650927	16.9772307692308
LP_002446	0.0221216551107043	13.056
LP_002457	0.0128023746712247	14.9390769230769
LP_002468	0.028720113189417	12.3323076923077
LP_002479	0.0140772988508157	14.5846153846154
LP_002490	0.00848260633650927	16.9329230769231
LP_002523	0.0130962739911428	14.8652307692308
LP_002534	0.0416384306117826	11.2910769230769
LP_002578	0.00947943314319774	16.3864615384615
LP_002699	0.00700303364305502	18.0258461538461
LP_002930	0.0240039496950639	12.8270769230769
