pval	Fstat
LP_003029	0.0142650372581097	14.5403076923077
LP_003051	0.00986464459026936	16.2166153846154
LP_003128	0.00707815004092651	17.8929230769231
LP_003150	0.0136181389839897	14.7249230769231
LP_003249	0.00759166908334372	17.5827692307692
LP_003260	0.0107693421111124	15.6332307692308
LP_003271	0.00776559904928846	17.4276923076923
LP_003348	0.0120414902281553	15.1310769230769
LP_003436	0.0189890741012742	13.5507692307692
LP_003491	0.00698379460589345	18.0701538461539
LP_003598	0.0101575091337818	15.8547692307692
LP_003620	0.00707815004092651	17.9076923076923
LP_003730	0.0131813923550006	14.8430769230769
LP_003741	0.00991479499578529	16.1353846153846
LP_003774	0.00991479499578529	16.0836923076923
LP_003928	0.0100939760453686	15.9581538461538
LP_003939	0.0111480928202084	15.4707692307692
LP_003950	0.0143134851694977	14.5255384615385
LP_003961	0.00698379460589345	19.9532307692308
LP_004137	0.0330053836363619	11.9261538461539
LP_004148	0.0115223495294943	15.2935384615385
LP_004181	0.0081640306150168	17.184
LP_004225	0.00698379460589345	19.3550769230769
LP_004434	0.0171692736825132	13.8313846153846
LP_004445	0.0126418453996051	14.9981538461538
LP_004456	0.00707815004092651	17.9298461538461
LP_004467	0.00782146750835555	17.3981538461538
LP_004489	0.0348178417003686	11.7636923076923
LP_004500	0.017089587529995	13.8609230769231
LP_004511	0.0145101939581728	14.4664615384615
LP_004522	0.0100939760453686	15.9433846153846
LP_004533	0.00848260633650927	16.9624615384616
LP_004544	0.00698379460589345	20.1526153846154
LP_004566	0.0228725258572703	12.9673846153846
LP_004577	0.0204943104085388	13.2701538461539
LP_004588	0.00991479499578529	16.1206153846154
LP_004599	0.0170039262041571	13.8978461538462
LP_004610	0.017089587529995	13.8609230769231
LP_004632	0.00731358411483078	17.7452307692308
LP_004643	0.0144112541684812	14.496
LP_004654	0.0154396226870893	14.2227692307692
LP_004665	0.0091615068867442	16.5267692307692
LP_004676	0.0235898209867111	12.8787692307692
LP_004687	0.0144605772178614	14.4812307692308
LP_005812	0.0292492603543403	12.2732307692308
LP_009288	0.00986464459026936	16.2092307692308
LP_009299	0.0171609919123701	13.8387692307692
LP_009365	0.017089587529995	13.8609230769231
LP_009376	0.00762144995174203	17.5384615384615
LP_009398	0.0140300142347532	14.5993846153846
LP_009409	0.0114185413952501	15.3378461538462
LP_009431	0.00985356417191668	16.2756923076923
LP_009442	0.0074121266066337	17.6861538461538
LP_17518	0.0194350565024438	13.4547692307692
LP_17519	0.034212404268188	11.8153846153846
LP_17566	0.0107693421111124	15.6184615384615
LP_17571	0.043218230573456	11.1876923076923
LP_17572	0.00867008786089021	16.8443076923077
LP_17635	0.0331382232156364	11.9113846153846
LP_17691	0.013799909040852	14.6584615384615
LP_17711	0.0145601053949907	14.4516923076923
LP_17799	0.0392787085103988	11.4387692307692
LP_17898	0.00848260633650927	16.9255384615385
LP_17937	0.019299304000148	13.4769230769231
LP_17938	0.0174569280019899	13.7870769230769
LP_17988	0.0324537346503777	11.9926153846154
LP_18022	0.0105535362058767	15.7070769230769
LP_18054	0.00991479499578529	16.0615384615385
LP_18178	0.0152765866424117	14.2744615384615
LP_18195	0.0159167797322515	14.1267692307692
LP_18282	0.00985356417191668	16.2683076923077
LP_18308	0.0105821899419928	15.6923076923077
LP_18587	0.00909934124097353	16.5636923076923
LP_18605	0.0155498805207887	14.1932307692308
LP_18606	0.010400551834955	15.7661538461538
LP_18871	0.0169346555314876	13.92
LP_18872	0.0103390374570137	15.7883076923077
LP_18903	0.017089587529995	13.8609230769231
LP_18904	0.0100103602251751	16.0024615384615
LP_19067	0.0100103602251751	15.9876923076923
LP_19227	0.00698379460589345	18.4024615384616
LP_19254	0.0164634113945008	14.0233846153846
LP_19314	0.0430433195169456	11.2024615384615
LP_19320	0.00698379460589345	18.2621538461538
LP_19486	0.0483800017833303	10.8849230769231
LP_19519	0.0115952233828394	15.2713846153846
LP_19551	0.0120414902281553	15.1384615384615
LP_19781	0.00698379460589345	18.9858461538462
LP_19816	0.00698379460589345	19.0892307692308
LP_19817	0.00698379460589345	20.4110769230769
LP_19835	0.0168186563896704	13.9421538461538
LP_19872	0.00698379460589345	20.1969230769231
LP_19891	0.0240981293854929	12.8123076923077
LP_20090	0.0386309967003676	11.4830769230769
LP_20135	0.00991479499578529	16.1575384615385
LP_20188	0.0204943104085388	13.2849230769231
LP_20243	0.019070973237596	13.5286153846154
LP_20366	0.0189179840845719	13.5655384615385
LP_20700	0.0459933493473967	11.0252307692308
LP_20796	0.0187769585907448	13.5950769230769
LP_20797	0.0307740879036919	12.1329230769231
LP_20842	0.00776559904928846	17.4646153846154
LP_20843	0.0355461476810118	11.7046153846154
LP_20901	0.0239867674268242	12.8344615384615
LP_21316	0.00698379460589345	18.0627692307692
LP_21354	0.0111480928202084	15.456
LP_21385	0.00707815004092651	17.9003076923077
LP_21949	0.0080699201926851	17.2356923076923
LP_22254	0.00698379460589345	19.1926153846154
LP_22256	0.00698379460589345	19.5913846153846
LP_22581	0.00896696964550261	16.6966153846154
LP_22924	0.0148622140451787	14.3704615384615
LP_22926	0.00698379460589345	19.9532307692308
LP_23085	0.00698379460589345	20.4332307692308
LP_23203	0.0420705565378548	11.2615384615385
LP_23730	0.0484258620690497	10.8775384615384
LP_23854	0.0118173619607296	15.2049230769231
LP_23974	0.00698379460589345	21.3932307692308
LP_24286	0.00917792931485775	16.512
LP_24580	0.0103117703207478	15.8030769230769
LP_24581	0.0155550659176571	14.1858461538461
LP_24676	0.013799909040852	14.6658461538461
LP_24938	0.0368329379431839	11.616
LP_24939	0.00698379460589345	18.1809230769231
LP_25137	0.0164634113945008	14.0233846153846
LP_25231	0.014124869564162	14.5698461538461
LP_25476	0.0136181389839897	14.7175384615385
LP_25837	0.00698379460589345	18.6018461538462
LP_25975	0.0101575091337818	15.8843076923077
LP_26011	0.0107693421111124	15.6332307692308
LP_26112	0.00698379460589345	18.6978461538462
LP_26113	0.00698379460589345	19.9975384615385
LP_26384	0.0192773196008514	13.4916923076923
LP_26479	0.0107693421111124	15.6184615384615
LP_26605	0.0197731491809322	13.4030769230769
LP_26669	0.00698379460589345	18.4246153846154
LP_26670	0.0483343974754744	10.8923076923077
LP_27026	0.0100103602251751	15.9876923076923
LP_27027	0.00698379460589345	20.9206153846154
LP_27028	0.00698379460589345	20.9501538461539
LP_27084	0.0202348471555979	13.344
LP_27435	0.0204943104085388	13.2849230769231
LP_27560	0.0204943104085388	13.2701538461539
LP_27831	0.0112502615873641	15.4116923076923
LP_27842	0.00698379460589345	18.2769230769231
LP_27944	0.0347871942891475	11.7710769230769
LP_27984	0.0081640306150168	17.184
LP_28102	0.00796671895055798	17.3169230769231
LP_28134	0.01393629958094	14.6289230769231
LP_28217	0.00909934124097353	16.5636923076923
LP_28328	0.0244797990585291	12.7532307692308
LP_28429	0.0134847252705276	14.7618461538462
LP_28513	0.00991479499578529	16.0910769230769
LP_28563	0.0256362200200943	12.6350769230769
LP_28579	0.0206399739457615	13.2332307692308
LP_28580	0.00906793948788144	16.6153846153846
LP_28693	0.0140300142347532	14.5993846153846
LP_28871	0.0111480928202084	15.456
LP_29011	0.00848260633650927	16.9846153846154
LP_29012	0.0112765927844666	15.3895384615385
LP_29013	0.00842257886498864	17.0510769230769
LP_29153	0.0111480928202084	15.5076923076923
LP_29154	0.00698379460589345	18.5058461538462
LP_29155	0.0196980554640324	13.4178461538462
LP_29215	0.0113472830244572	15.36
LP_29264	0.0100939760453686	15.9286153846154
LP_29265	0.014756198748346	14.4073846153846
LP_29281	0.00871097557299145	16.8073846153846
LP_29334	0.0114875089767273	15.3083076923077
LP_29335	0.0152765866424117	14.2670769230769
LP_29396	0.00698379460589345	19.9753846153846
LP_29438	0.00698379460589345	19.2
LP_29515	0.00698379460589345	20.1452307692308
LP_29671	0.00698379460589345	18.6683076923077
LP_29676	0.0105535362058767	15.7070769230769
LP_30125	0.0481386221323254	10.9070769230769
LP_30223	0.00698379460589345	18.9415384615385
LP_30260	0.00698379460589345	19.8129230769231
LP_30314	0.00943037271552597	16.4086153846154
LP_30315	0.00698379460589345	20.1452307692308
LP_30349	0.00698379460589345	21.2750769230769
LP_30420	0.0114529064357945	15.3230769230769
LP_30507	0.023348203499322	12.9083076923077
LP_30508	0.00889461699465124	16.7261538461538
LP_30620	0.00698379460589345	18.0701538461539
LP_30738	0.00698379460589345	18.9858461538462
LP_30748	0.00698379460589345	18.3803076923077
LP_30874	0.0287427376031765	12.3249230769231
LP_30884	0.00698379460589345	18.6683076923077
LP_30997	0.0111480928202084	15.4486153846154
LP_31003	0.00698379460589345	19.4067692307692
LP_31152	0.00903866673821898	16.6449230769231
LP_31157	0.00698379460589345	20.3741538461539
LP_31304	0.00698379460589345	19.4658461538461
LP_31814	0.0484719779678011	10.8701538461539
LP_31815	0.0325078652890161	11.9778461538462
LP_31840	0.00698379460589345	19.6652307692308
LP_31892	0.0275806629158525	12.4430769230769
LP_31909	0.00731358411483078	17.7452307692308
LP_31917	0.00841409809427352	17.0658461538462
LP_32021	0.00698379460589345	18.0849230769231
LP_32028	0.00698379460589345	19.7907692307692
LP_32287	0.00698379460589345	18.5944615384615
LP_32301	0.00698379460589345	19.5766153846154
LP_32302	0.00698379460589345	19.4141538461539
LP_32436	0.00698379460589345	18.2916923076923
LP_32444	0.00698379460589345	19.2812307692308
LP_32559	0.00698379460589345	18.528
LP_32561	0.00698379460589345	18.144
LP_32699	0.00805751205550544	17.2652307692308
LP_32700	0.00698379460589345	19.6652307692308
LP_32706	0.00698379460589345	18.7052307692308
LP_32839	0.00848260633650927	16.9329230769231
LP_32840	0.00731358411483078	17.7452307692308
LP_32844	0.00698379460589345	18.7864615384616
LP_32967	0.00698379460589345	20.5661538461539
LP_33200	0.00698379460589345	18.8012307692308
LP_33333	0.00698379460589345	19.0818461538462
LP_33433	0.00698379460589345	19.8867692307692
LP_33434	0.00698379460589345	18.8455384615385
LP_33723	0.0100939760453686	15.9212307692308
LP_33728	0.00698379460589345	18.4910769230769
LP_33810	0.00751201181506791	17.6418461538461
LP_33820	0.00698379460589345	19.1335384615384
LP_33924	0.0204943104085388	13.2701538461538
LP_33933	0.00698379460589345	18.5796923076923
LP_33935	0.00698379460589345	18.8455384615385
LP_34055	0.0101575091337818	15.8547692307692
LP_34061	0.00698379460589345	20.6473846153846
LP_34199	0.00698379460589345	18.1366153846154
LP_34206	0.00698379460589345	19.6652307692308
LP_34319	0.00762144995174203	17.5384615384615
LP_34546	0.00698379460589345	19.7538461538462
LP_34650	0.00698379460589345	19.0301538461539
LP_34748	0.00698379460589345	18.2252307692308
LP_34749	0.00698379460589345	19.5766153846154
LP_34819	0.00698379460589345	18.6609230769231
LP_34820	0.00991479499578529	16.1649230769231
LP_34945	0.00698379460589345	18.5058461538462
LP_34946	0.00698379460589345	20.064
LP_35000	0.00698379460589345	19.6209230769231
LP_35001	0.00698379460589345	20.7729230769231
LP_35078	0.00903866673821898	16.6670769230769
LP_35086	0.00698379460589345	19.9458461538461
LP_35187	0.00707815004092651	17.8929230769231
LP_35194	0.00698379460589345	18.7347692307692
LP_35195	0.00698379460589345	19.1335384615384
LP_35299	0.00698379460589345	18.1366153846154
LP_35310	0.00698379460589345	19.4732307692308
LP_35311	0.00698379460589345	18.8233846153846
LP_35443	0.00776559904928846	17.4498461538461
LP_35773	0.00698379460589345	20.1378461538462
LP_35775	0.00698379460589345	19.4436923076923
LP_35847	0.00698379460589345	20.3224615384616
LP_35903	0.00698379460589345	18.048
LP_35904	0.00698379460589345	18.5427692307692
LP_35959	0.00698379460589345	18.1070769230769
LP_35960	0.00729048015777481	17.8043076923077
LP_36009	0.00698379460589345	19.7243076923077
LP_36064	0.00698379460589345	19.1778461538462
LP_36122	0.00698379460589345	19.1335384615384
LP_36210	0.00698379460589345	18.9046153846154
LP_36212	0.00698379460589345	19.3255384615385
LP_36213	0.00698379460589345	18.5575384615385
LP_36313	0.00698379460589345	18.5796923076923
LP_36314	0.00698379460589345	18.1144615384615
LP_36412	0.00698379460589345	18.9563076923077
LP_36413	0.00698379460589345	19.6135384615385
LP_36495	0.00857817655748271	16.8886153846154
LP_36496	0.0100103602251751	15.9950769230769
LP_36567	0.00911524326646491	16.5489230769231
LP_36706	0.00698379460589345	19.3550769230769
LP_36773	0.00698379460589345	18.1735384615385
LP_36774	0.00698379460589345	19.6652307692308
LP_36832	0.00698379460589345	18.2916923076923
LP_36898	0.00698379460589345	19.1483076923077
LP_36939	0.00698379460589345	19.4436923076923
LP_36984	0.00698379460589345	19.5470769230769
LP_36986	0.00698379460589345	18.72
LP_37033	0.00698379460589345	18.816
LP_37035	0.00698379460589345	19.2812307692308
LP_37109	0.00698379460589345	19.4436923076923
LP_37187	0.00698379460589345	18.8233846153846
LP_37188	0.00698379460589345	19.1483076923077
LP_37241	0.00867008786089021	16.8295384615385
LP_37291	0.0111480928202084	15.4855384615385
LP_37300	0.0128023746712247	14.9538461538462
LP_37330	0.00986464459026936	16.2092307692308
LP_37331	0.00698379460589345	19.7538461538462
LP_37386	0.00698379460589345	20.1821538461538
LP_37561	0.0132671836070541	14.8209230769231
LP_37601	0.0112765927844666	15.3821538461538
LP_37636	0.00698379460589345	19.3476923076923
LP_37639	0.0147053781816163	14.4221538461538
LP_37640	0.00698379460589345	18.2473846153846
LP_37673	0.0100939760453686	15.9138461538462
LP_37678	0.00867008786089021	16.8369230769231
LP_37679	0.00698379460589345	20.064
LP_37711	0.00698379460589345	18.2547692307692
LP_37712	0.00776559904928846	17.4276923076923
LP_37716	0.00759166908334372	17.5753846153846
LP_37757	0.0165893360102998	13.9864615384615
LP_37762	0.0171528398677253	13.8461538461538
LP_37789	0.0152765866424117	14.2670769230769
LP_37796	0.0211905031209966	13.1667692307692
LP_37830	0.0152810592669689	14.2596923076923
LP_37834	0.0111480928202084	15.456
LP_37871	0.0100939760453686	15.9212307692308
LP_37872	0.00698379460589345	18.3064615384615
LP_37876	0.0176353339501465	13.7575384615385
LP_37912	0.00698379460589345	19.3993846153846
LP_37913	0.00698379460589345	18.5132307692308
LP_37954	0.00698379460589345	19.5323076923077
LP_37955	0.00698379460589345	19.0006153846154
LP_37994	0.00991479499578529	16.1353846153846
LP_38031	0.00909934124097353	16.5932307692308
LP_38058	0.0169418253428738	13.9126153846154
LP_38075	0.00698379460589345	18.6683076923077
LP_38092	0.00962345785435204	16.3421538461538
LP_38105	0.00729048015777481	17.7969230769231
LP_38106	0.00806357822576767	17.2504615384615
LP_38112	0.00698379460589345	18.1144615384615
LP_38117	0.00799860699128657	17.2947692307692
LP_38137	0.00936436806336547	16.4455384615385
LP_38138	0.00986464459026936	16.1944615384615
LP_38143	0.00698379460589345	18.5132307692308
LP_38173	0.0101575091337818	15.8769230769231
LP_38179	0.00698379460589345	18.1144615384615
LP_38206	0.00702268056006286	18.0036923076923
LP_38207	0.0242701764960193	12.7901538461539
LP_38212	0.0111480928202084	15.4781538461538
LP_38231	0.0149140771064019	14.3556923076923
LP_38240	0.00986464459026936	16.1944615384616
LP_38263	0.0400626780702098	11.3870769230769
LP_38298	0.014408904167678	14.5033846153846
LP_38299	0.00698379460589345	20.6104615384615
LP_38328	0.0128023746712247	14.9316923076923
LP_38329	0.00707815004092651	17.8929230769231
LP_38347	0.00698379460589345	18.6387692307692
LP_38348	0.00698379460589345	19.2516923076923
LP_38369	0.00698379460589345	18.6166153846154
LP_38401	0.0120414902281553	15.1236923076923
LP_38415	0.0244797990585291	12.7532307692308
LP_38433	0.0133102863345184	14.8061538461538
LP_38460	0.0101840783636377	15.84
LP_38513	0.00888145266018356	16.7409230769231
LP_38625	0.00698379460589345	18.9415384615385
LP_38640	0.0117427253761867	15.2270769230769
LP_38656	0.0111480928202084	15.456
LP_38670	0.0136181389839897	14.7175384615385
LP_38684	0.00906793948788144	16.6227692307692
LP_38695	0.00928586483837508	16.4750769230769
LP_38710	0.00698379460589345	18.5501538461539
PN_023826	0.013799909040852	14.6584615384615
PN_025025	0.0184676422228104	13.6393846153846
PP_030481	0.0101575091337818	15.8695384615385
PP_034919	0.0153352348801083	14.2449230769231
PP_039697	0.0120075311396558	15.1532307692308
PP_039913	0.0231091137590575	12.9378461538462
PP_043705	0.0338602094653398	11.8449230769231
PP_044279	0.0128853696013355	14.9095384615385
PP_044281	0.0128023746712247	14.9464615384615
PP_046921	0.0190815324831609	13.5212307692308
PP_050833	0.0378062860922819	11.5495384615385
PP_058513	0.0386309967003676	11.4830769230769
